batch_size,block_size,scheduler,mean_latency_ms,p50_latency_ms,p95_latency_ms,throughput_tokens_per_s,straggler_ratio,batch_waste_ratio,block_internal_waste_ratio,mean_steps_needed
16,16,real_llada_confidence_cutoff,9926.409,9926.409,9926.409,25.790,1.000,5.729,1.224,3.938
