auroc_target_skip,average_precision_target_skip,false_skip_new_max,false_skip_rate,group,jaccard,mutual_information_skip_nats,p_target_keep_given_source_skip,p_target_skip_given_source_skip,pearson_log_score,skip_mask_agreement,skip_precision,skip_recall,source_skip_tiles,spearman_log_score,target_skip_tiles,tiles,value
0.9880684414507421,0.2922536764634235,5,0.22727272727272727,global,0.6071428571428571,0.02986960762322043,0.22727272727272727,0.7727272727272727,0.9901590302507692,0.9957561728395061,0.7727272727272727,0.7391304347826086,22,0.9880416998260387,23,2592,all
nan,nan,0,nan,noise_bucket,nan,0.0,nan,nan,0.9904023203267177,1.0,nan,nan,0,0.9883353684452838,0,864,high
0.9958124386082821,0.8551803467139842,5,0.22727272727272727,noise_bucket,0.6071428571428571,0.06789017018804072,0.22727272727272727,0.7727272727272727,0.9901506132041211,0.9872685185185185,0.7727272727272727,0.7391304347826086,22,0.9881222121699051,23,864,low
nan,nan,0,nan,noise_bucket,nan,0.0,nan,nan,0.9899323251607317,1.0,nan,nan,0,0.9871761262399554,0,864,mid
0.9868411743898126,0.28172215561705816,3,0.2727272727272727,layer,0.5714285714285714,0.027617341555490962,0.2727272727272727,0.7272727272727273,0.9924969696430729,0.9953703703703703,0.7272727272727273,0.7272727272727273,11,0.9910754857947883,11,1296,1
0.9891614745586709,0.356839421262529,2,0.18181818181818182,layer,0.6428571428571429,0.03220533488290251,0.18181818181818182,0.8181818181818182,0.9878531891466411,0.996141975308642,0.8181818181818182,0.75,11,0.9851268924460859,12,1296,2
0.9925349922239503,0.49309523809523803,1,0.2,head,0.6666666666666666,0.02983880425276103,0.2,0.8,0.9889707250435782,0.9969135802469136,0.8,0.8,5,0.983173543881228,5,648,0
0.9891135303265941,0.30869218500797446,1,0.2,head,0.6666666666666666,0.02983880425276103,0.2,0.8,0.9913432820563389,0.9969135802469136,0.8,0.8,5,0.9891345458813112,5,648,1
0.9848451080900379,0.3075807617733083,2,0.25,head,0.6666666666666666,0.04120146702261188,0.25,0.75,0.9889319418123006,0.9953703703703703,0.75,0.8571428571428571,8,0.9860498683313575,7,648,2
0.9890965732087228,0.535048285048285,1,0.25,head,0.42857142857142855,0.019622410516088692,0.25,0.75,0.990438656057362,0.9938271604938271,0.75,0.5,4,0.9862839797880729,6,648,3
0.9925349922239503,0.49309523809523803,1,0.2,kv_group,0.6666666666666666,0.02983880425276103,0.2,0.8,0.9889707250435782,0.9969135802469136,0.8,0.8,5,0.983173543881228,5,648,0
0.9891135303265941,0.30869218500797446,1,0.2,kv_group,0.6666666666666666,0.02983880425276103,0.2,0.8,0.9913432820563389,0.9969135802469136,0.8,0.8,5,0.9891345458813112,5,648,1
0.9848451080900379,0.3075807617733083,2,0.25,kv_group,0.6666666666666666,0.04120146702261188,0.25,0.75,0.9889319418123006,0.9953703703703703,0.75,0.8571428571428571,8,0.9860498683313575,7,648,2
0.9890965732087228,0.535048285048285,1,0.25,kv_group,0.42857142857142855,0.019622410516088692,0.25,0.75,0.990438656057362,0.9938271604938271,0.75,0.5,4,0.9862839797880729,6,648,3
0.9880684414507421,0.2922536764634235,5,0.22727272727272727,diffusion_block,0.6071428571428571,0.02986960762322043,0.22727272727272727,0.7727272727272727,0.9901590302507692,0.9957561728395061,0.7727272727272727,0.7391304347826086,22,0.9880416998260387,23,2592,0
0.9880684414507421,0.2922536764634235,5,0.22727272727272727,sequence_length,0.6071428571428571,0.02986960762322043,0.22727272727272727,0.7727272727272727,0.9901590302507692,0.9957561728395061,0.7727272727272727,0.7391304347826086,22,0.9880416998260387,23,2592,48
0.9785693233969096,0.3274227729250733,4,0.19047619047619047,region,0.68,0.05912366564966838,0.19047619047619047,0.8095238095238095,0.9873286609606251,0.9930555555555556,0.8095238095238095,0.8095238095238095,21,0.982899013239113,21,1152,is_local
nan,nan,0,nan,region,nan,0.0,nan,nan,0.9894448155673898,1.0,nan,nan,0,0.9888240674381236,0,1296,is_distant
0.9929906542056075,0.6147186147186147,1,0.2,region,0.8,0.04677763159786152,0.2,0.8,0.9870502660849813,0.9976851851851852,0.8,1.0,5,0.9793389167823188,4,432,is_diagonal
0.9574605916648672,0.3335789286148138,3,0.3,region,0.5,0.05210674499183499,0.3,0.7,0.9875085513014179,0.9837962962962963,0.7,0.6363636363636364,10,0.9770551980314444,11,432,is_sink
