request_id,layer,step,mask_ratio,source,strategy,heads_per_group,window_size,baseline_physical_sparsity,physical_tile_sparsity,improvement,required_tile_reduction
context-0-regime-2,1,1,0.14,current,bitmap,1,256,0.4329833984375,0.479217529296875,0.046234130859375,0.08153928955866518
context-0-regime-2,1,1,0.14,current,bitmap,1,512,0.4329833984375,0.5047607421875,0.07177734375,0.12658772874058122
context-0-regime-2,1,1,0.14,current,bitmap,1,1024,0.4329833984375,0.519195556640625,0.086212158203125,0.15204520990312165
context-0-regime-2,1,1,0.14,current,bitmap,1,4096,0.4329833984375,0.5318450927734375,0.0988616943359375,0.1743541442411195
context-0-regime-2,1,1,0.14,current,bitmap,2,512,0.4329833984375,0.46697998046875,0.03399658203125,0.05995694294940801
context-0-regime-2,1,1,0.14,current,bitmap,2,1024,0.4329833984375,0.4640655517578125,0.0310821533203125,0.054817007534983864
context-0-regime-2,1,1,0.14,current,bitmap,2,4096,0.4329833984375,0.4315338134765625,-0.0014495849609375,-0.002556512378901976
context-0-regime-2,1,1,0.14,current,bitmap,4,512,0.4329833984375,0.410614013671875,-0.022369384765625,-0.03945102260495159
context-0-regime-2,1,1,0.14,current,bitmap,4,1024,0.4329833984375,0.39404296875,-0.0389404296875,-0.06867599569429483
context-0-regime-2,1,1,0.14,current,bitmap,4,4096,0.4329833984375,0.3371124267578125,-0.0958709716796875,-0.16907965554359516
context-0-regime-2,1,1,0.14,current,bitmap,8,1024,0.4329833984375,0.3841552734375,-0.048828125,-0.08611410118406893
context-0-regime-2,1,1,0.14,current,bitmap,8,4096,0.4329833984375,0.3321685791015625,-0.1008148193359375,-0.1777987082884822
context-0-regime-2,1,1,0.14,current,bitmap,32,1024,0.4329833984375,0.3904266357421875,-0.0425567626953125,-0.07505382131324012
context-0-regime-2,1,1,0.14,current,bitmap,32,4096,0.4329833984375,0.36505126953125,-0.06793212890625,-0.11980624327233591
context-0-regime-2,1,1,0.14,previous,bitmap,1,256,0.4329833984375,0.4701385498046875,0.0371551513671875,0.06552744886975237
context-0-regime-2,1,1,0.14,previous,bitmap,1,512,0.4329833984375,0.4886932373046875,0.0557098388671875,0.0982508073196986
context-0-regime-2,1,1,0.14,previous,bitmap,1,1024,0.4329833984375,0.4996490478515625,0.0666656494140625,0.11757265877287404
context-0-regime-2,1,1,0.14,previous,bitmap,1,4096,0.4329833984375,0.5055694580078125,0.0725860595703125,0.12801399354144238
context-0-regime-2,1,1,0.14,previous,bitmap,2,512,0.4329833984375,0.4587554931640625,0.0257720947265625,0.045452099031216386
context-0-regime-2,1,1,0.14,previous,bitmap,2,1024,0.4329833984375,0.4546966552734375,0.0217132568359375,0.03829386437029059
context-0-regime-2,1,1,0.14,previous,bitmap,2,4096,0.4329833984375,0.418975830078125,-0.014007568359375,-0.024703982777179778
context-0-regime-2,1,1,0.14,previous,bitmap,4,512,0.4329833984375,0.4102935791015625,-0.0226898193359375,-0.04001614639397211
context-0-regime-2,1,1,0.14,previous,bitmap,4,1024,0.4329833984375,0.3934478759765625,-0.0395355224609375,-0.06972551130247573
