condition,task,target,count,accuracy,dense_accuracy,delta,paired_ci95,matching_tokens,compared_tokens,token_agreement,sequence_exact_match,relative_accuracy,length_terminated,empty_outputs,overall_eligible,overall_skipped,overall_softmax_skipped,overall_pv_omitted,overall_compensated,overall_mass_sum,overall_rows,overall_error_sq,overall_dense_sq,overall_denominator_mass_sum,overall_same_budget_best_mass_sum,overall_wrongly_replaced_vs_mass,overall_unnecessarily_retained_vs_mass,overall_physical_sparsity,overall_pv_omission,overall_mass,overall_denominator_mass,overall_relative_error,overall_rescued_rows,overall_prefix_eligible,overall_prefix_skipped,overall_prefix_replaced,overall_canvas_eligible,overall_canvas_skipped,overall_canvas_replaced,overall_boundary_eligible,overall_boundary_skipped,overall_boundary_replaced,overall_softmax_sparsity,overall_compensation_fraction,overall_mass_selection_gap,overall_wrongly_replaced_fraction,overall_rescued_row_rate,overall_prefix_sparsity,overall_canvas_sparsity,overall_boundary_sparsity,global_eligible,global_skipped,global_softmax_skipped,global_pv_omitted,global_compensated,global_mass_sum,global_rows,global_error_sq,global_dense_sq,global_denominator_mass_sum,global_same_budget_best_mass_sum,global_wrongly_replaced_vs_mass,global_unnecessarily_retained_vs_mass,global_physical_sparsity,global_pv_omission,global_mass,global_denominator_mass,global_relative_error,global_rescued_rows,global_prefix_eligible,global_prefix_skipped,global_prefix_replaced,global_canvas_eligible,global_canvas_skipped,global_canvas_replaced,global_boundary_eligible,global_boundary_skipped,global_boundary_replaced,global_softmax_sparsity,global_compensation_fraction,global_mass_selection_gap,global_wrongly_replaced_fraction,global_rescued_row_rate,global_prefix_sparsity,global_canvas_sparsity,global_boundary_sparsity,local_eligible,local_skipped,local_softmax_skipped,local_pv_omitted,local_compensated,local_mass_sum,local_rows,local_error_sq,local_dense_sq,local_denominator_mass_sum,local_same_budget_best_mass_sum,local_wrongly_replaced_vs_mass,local_unnecessarily_retained_vs_mass,local_physical_sparsity,local_pv_omission,local_mass,local_denominator_mass,local_relative_error,local_rescued_rows,local_prefix_eligible,local_prefix_skipped,local_prefix_replaced,local_canvas_eligible,local_canvas_skipped,local_canvas_replaced,local_boundary_eligible,local_boundary_skipped,local_boundary_replaced,local_softmax_sparsity,local_compensation_fraction,local_mass_selection_gap,local_wrongly_replaced_fraction,local_rescued_row_rate,local_prefix_sparsity,local_canvas_sparsity,local_boundary_sparsity,overall_mass_sample_p10_p50_p90,overall_relative_error_sample_p10_p50_p90,overall_physical_sparsity_sample_p10_p50_p90,global_mass_sample_p10_p50_p90,global_relative_error_sample_p10_p50_p90,global_physical_sparsity_sample_p10_p50_p90,local_mass_sample_p10_p50_p90,local_relative_error_sample_p10_p50_p90,local_physical_sparsity_sample_p10_p50_p90
blasst_s75,niah_multikey_1,0.75,10,0.0,1.0,-1.0,"[-1.0, -1.0]",30,287,0.10452961672473868,0.0,0.0,0,0,11866560.0,8486627.0,8486627.0,8486627.0,0.0,15484442.57212511,40673280.0,3215378292.07277,4890601807.056946,15484442.57212511,31667717.66506195,1430519.0,1430519.0,0.7151716251382035,0.7151716251382035,0.3807030702250989,0.3807030702250989,0.8108394785914865,0.0,10277760.0,7338390.0,7338390.0,1271040.0,981374.0,981374.0,317760.0,166863.0,166863.0,0.7151716251382035,0.0,0.39788468235010405,0.12055043753202276,0.0,0.7140067485522137,0.7721031596173212,0.5251227341389728,6835360.0,4736520.0,4736520.0,4736520.0,0.0,5361958.386133194,6778880.0,60993037.85322439,1087997204.5498047,5361958.386133194,5540497.997587204,487520.0,487520.0,0.6929437513166826,0.6929437513166826,0.7909799828486703,0.7909799828486703,0.23676976469990926,0.0,6570560.0,4670087.0,4670087.0,211840.0,64434.0,64434.0,52960.0,1999.0,1999.0,0.6929437513166826,0.0,0.026337626784072,0.07132323681561761,0.0,0.7107593568889106,0.30416351963746224,0.03774546827794562,5031200.0,3750107.0,3750107.0,3750107.0,0.0,10122484.185991917,33894400.0,3154385254.219546,3802604602.507141,10122484.185991917,26127219.667474747,942999.0,942999.0,0.7453702893941803,0.7453702893941803,0.29864768770038463,0.29864768770038463,0.9107869140996138,0.0,3707200.0,2668303.0,2668303.0,1059200.0,916940.0,916940.0,264800.0,164864.0,164864.0,0.7453702893941803,0.0,0.4721940934633105,0.18743023533153125,0.0,0.7197623543375054,0.865691087613293,0.6225981873111782,"[0.37214601194814695, 0.3787736222694943, 0.390189816251948]","[0.7932574679282683, 0.7962089615548406, 0.8332169186764534]","[0.7022415883112094, 0.7133361863084507, 0.733253628741089]","[0.770018389001618, 0.790541062210859, 0.8147052696289029]","[0.2173711180514749, 0.23603424035440068, 0.2589909167959873]","[0.6698425307463952, 0.6877993466391009, 0.7273366616919542]","[0.2861569844381972, 0.29791863259632, 0.3060590290638328]","[0.8876087028905111, 0.8933686984511419, 0.9397368671935707]","[0.7374330378898636, 0.7435064875730995, 0.757460115131579]"
blasst_s75,niah_multikey_2,0.75,10,0.0,1.0,-1.0,"[-1.0, -1.0]",26,289,0.08996539792387544,0.0,0.0,0,0,11708960.0,9178512.0,9178512.0,9178512.0,0.0,15423759.43793989,40550400.0,3322761734.8786755,5000600827.270569,15423759.43793989,31106715.93896103,1220760.0,1220760.0,0.7838878943988193,0.7838878943988193,0.38036022919477713,0.38036022919477713,0.8151518265550205,0.0,10124960.0,8060176.0,8060176.0,1267200.0,966795.0,966795.0,316800.0,151541.0,151541.0,0.7838878943988193,0.0,0.3867522022229408,0.10425861904046133,0.0,0.796069910399646,0.7629379734848485,0.4783491161616162,6692960.0,5358310.0,5358310.0,5358310.0,0.0,5402102.928930283,6758400.0,67115209.09052137,1178388681.4511719,5402102.928930283,5557390.139921188,340420.0,340420.0,0.8005889770744185,0.8005889770744185,0.7993168396262847,0.7993168396262847,0.23865261231465448,0.0,6428960.0,5304014.0,5304014.0,211200.0,52581.0,52581.0,52800.0,1715.0,1715.0,0.8005889770744185,0.0,0.02297691923989491,0.050862398699529056,0.0,0.8250189766307459,0.24896306818181818,0.032481060606060604,5016000.0,3820202.0,3820202.0,3820202.0,0.0,10021656.509009607,33792000.0,3255646525.788154,3822212145.819397,10021656.509009607,25549325.79903984,880340.0,880340.0,0.76160326953748,0.76160326953748,0.2965689071084756,0.2965689071084756,0.9229139894339143,0.0,3696000.0,2756162.0,2756162.0,1056000.0,914214.0,914214.0,264000.0,149826.0,149826.0,0.76160326953748,0.0,0.45950725881955,0.17550637958532694,0.0,0.7457148268398268,0.8657329545454545,0.5675227272727272,"[0.3737102416454147, 0.38141644040145006, 0.3888293649581165]","[0.7961614990739757, 0.8123331599710621, 0.8433843546768182]","[0.7737678467365967, 0.7819522569444444, 0.7944160088158686]","[0.7918239875731876, 0.802027968809566, 0.8073697746838802]","[0.22844580596017747, 0.23657269745179338, 0.24508854113424403]","[0.7810316496480618, 0.8047952222602572, 0.8161105473675914]","[0.2868275550969824, 0.2981484037262213, 0.30770340439747806]","[0.8993022432244072, 0.9193007374013098, 0.956925015450628]","[0.748644437799043, 0.7592879037081339, 0.7725841291145925]"
blasst_s75,niah_multikey_3,0.75,10,0.0,1.0,-1.0,"[-1.0, -1.0]",25,827,0.030229746070133012,0.0,0.0,0,0,16624640.0,12732616.0,12732616.0,12732616.0,0.0,20599110.6159384,56893440.0,5435149260.818596,7328236011.386841,20599110.6159384,44109892.43925476,1820754.0,1820754.0,0.7658882237449954,0.7658882237449954,0.3620647761137031,0.3620647761137031,0.8612039513775757,0.0,14409920.0,11091139.0,11091139.0,1777920.0,1354854.0,1354854.0,436800.0,286623.0,286623.0,0.7658882237449954,0.0,0.41324240234579523,0.10952140918540192,0.0,0.7696877567675601,0.7620444114470842,0.6561881868131868,9587040.0,7415823.0,7415823.0,7415823.0,0.0,7696278.423101425,9482240.0,88162846.37168477,1701223089.2822266,7696278.423101425,7914395.107637405,526353.0,526353.0,0.7735258223601863,0.7735258223601863,0.8116519327818559,0.8116519327818559,0.2276471236693756,0.0,9224320.0,7339427.0,7339427.0,296320.0,73714.0,73714.0,66400.0,2682.0,2682.0,0.7735258223601863,0.0,0.023002653859845377,0.05490255595053322,0.0,0.795660493131201,0.24876484881209504,0.04039156626506024,7037600.0,5316793.0,5316793.0,5316793.0,0.0,12902832.192836974,47411200.0,5346986414.446912,5627012922.104614,12902832.192836974,36195497.331617355,1294401.0,1294401.0,0.7554838297146754,0.7554838297146754,0.2721473447800725,0.2721473447800725,0.9748001426863853,0.0,5185600.0,3751712.0,3751712.0,1481600.0,1281140.0,1281140.0,370400.0,283941.0,283941.0,0.7554838297146754,0.0,0.4912903520429852,0.18392648061839265,0.0,0.7234865782165998,0.864700323974082,0.766579373650108,"[0.3520605851730213, 0.36600084747326594, 0.36885644885488367]","[0.8449153778652349, 0.8631652096183804, 0.8808100935760267]","[0.7587737650876323, 0.7654775933159723, 0.7720694323020006]","[0.804202893897503, 0.8144621090158277, 0.8203448106146728]","[0.21790202349215412, 0.2258888373808233, 0.23871426379509225]","[0.7663676883012821, 0.7731584100452196, 0.7810565812276387]","[0.2599713533651857, 0.2761513837988405, 0.2790626776292559]","[0.9538460050037472, 0.9807137299413674, 0.9949745699492744]","[0.7438045637026033, 0.7582846765350877, 0.7677938596491228]"
blasst_s75,niah_multivalue,0.75,10,0.0,1.0,-1.0,"[-1.0, -1.0]",22,830,0.02650602409638554,0.0,0.0,0,0,15657280.0,11095712.0,11095712.0,11095712.0,0.0,20851438.726527285,53207040.0,4555450440.55792,6787884623.22699,20851438.726527285,42836496.615470886,1888378.0,1888378.0,0.7086615299720003,0.7086615299720003,0.3918924775091282,0.3918924775091282,0.8192160214197284,0.0,13578880.0,9607116.0,9607116.0,1662720.0,1252502.0,1252502.0,415680.0,236094.0,236094.0,0.7086615299720003,0.0,0.41319828896596394,0.12060702752968587,0.0,0.707504300796531,0.7532849788298691,0.5679705542725173,9075680.0,6201105.0,6201105.0,6201105.0,0.0,7315125.919586182,8867840.0,66724079.6414808,1608319968.6518555,7315125.919586182,7521098.118961334,647812.0,647812.0,0.6832661574669887,0.6832661574669887,0.8249050410907484,0.8249050410907484,0.2036831341306576,0.0,8729280.0,6115548.0,6115548.0,277120.0,82514.0,82514.0,69280.0,3043.0,3043.0,0.6832661574669887,0.0,0.02322687366654705,0.07137889392309997,0.0,0.7005787418893654,0.29775548498845267,0.04392321016166282,6581600.0,4894607.0,4894607.0,4894607.0,0.0,13536312.806941103,44339200.0,4488726360.916439,5179564654.575134,13536312.806941103,35315398.49650955,1240566.0,1240566.0,0.7436804120578583,0.7436804120578583,0.3052899647928042,0.3052899647928042,0.9309255203901172,0.0,4849600.0,3491568.0,3491568.0,1385600.0,1169988.0,1169988.0,346400.0,233051.0,233051.0,0.7436804120578583,0.0,0.4911925720258473,0.18849003281876747,0.0,0.7199703068294292,0.8443908775981525,0.6727800230946882,"[0.38469189575515994, 0.3903034738398814, 0.40153098260540127]","[0.8004935310203517, 0.8191153874182505, 0.8479694858271007]","[0.6929928903945428, 0.7098559971554994, 0.7212283370206489]","[0.8123024536611047, 0.8317894725129009, 0.841426253011051]","[0.18745316343045504, 0.19838077006342786, 0.2160901407340491]","[0.658589475986005, 0.6856778217011996, 0.7022741730279899]","[0.29868173773328704, 0.30530902980492575, 0.3137362965788549]","[0.9096237067739182, 0.9308749723573098, 0.9607159641826808]","[0.7358798754699248, 0.742068941885965, 0.7527586231203007]"
blasst_s75,niah_multiquery,0.75,10,0.025,1.0,-0.975,"[-1.0, -0.925]",28,1108,0.02527075812274368,0.0,0.025,2,0,16757760.0,12180907.0,12180907.0,12180907.0,0.0,22626398.12581871,58982400.0,5057932515.467543,7539253513.270782,22626398.12581871,45781101.471131325,1894853.0,1894853.0,0.7268815760578979,0.7268815760578979,0.3836127069400145,0.3836127069400145,0.8190724940061287,0.0,14453760.0,10522240.0,10522240.0,1843200.0,1375838.0,1375838.0,460800.0,282829.0,282829.0,0.7268815760578979,0.0,0.39256970461209806,0.11307316729682249,0.0,0.727993269571378,0.7464398871527778,0.6137782118055556,9461760.0,6615445.0,6615445.0,6615445.0,0.0,8104053.57438755,9830400.0,77794740.85853916,1802552484.7163086,8104053.57438755,8341544.980055809,627566.0,627566.0,0.6991770030100108,0.6991770030100108,0.8243869602851919,0.8243869602851919,0.2077452773460295,0.0,9077760.0,6531982.0,6531982.0,307200.0,79965.0,79965.0,76800.0,3498.0,3498.0,0.6991770030100108,0.0,0.024158875088323838,0.06632656080898268,0.0,0.7195587898336153,0.260302734375,0.045546875,7296000.0,5565462.0,5565462.0,5565462.0,0.0,14522344.55143116,49152000.0,4980137774.609003,5736701028.554474,14522344.55143116,37439556.491075516,1267287.0,1267287.0,0.7628100328947368,0.7628100328947368,0.29545785627097904,0.29545785627097904,0.9317289082494357,0.0,5376000.0,3990258.0,3990258.0,1536000.0,1295873.0,1295873.0,384000.0,279331.0,279331.0,0.7628100328947368,0.0,0.4662518705168529,0.17369613486842106,0.0,0.7422354910714286,0.8436673177083334,0.7274244791666666,"[0.37882518786474134, 0.38502076455863377, 0.3900676357731832]","[0.797187776558563, 0.8175448950231227, 0.8355750885507811]","[0.7016927439108315, 0.7296322141608214, 0.7461663290895061]","[0.8094319962423954, 0.829436874788856, 0.8387733573436466]","[0.19474376257512915, 0.2038327587892827, 0.22303875274544688]","[0.6658747500268144, 0.7033476296120671, 0.7301481792355371]","[0.28839509828818904, 0.29767855507163365, 0.30302669918376113]","[0.8979081414823403, 0.9339789726312266, 0.954475795979538]","[0.7459370888157895, 0.7660553728070175, 0.7713593750000001]"
blasst_s75,vt,0.75,10,0.1,0.0,0.1,"[0.0, 0.3]",29,300,0.09666666666666666,0.0,,0,0,11513440.0,9122573.0,9122573.0,9122573.0,0.0,17340157.18789317,38952960.0,3535009602.073702,5284064799.732056,17340157.18789317,33605706.952913284,1102804.0,1102804.0,0.7923412116621965,0.7923412116621965,0.44515634210835764,0.44515634210835764,0.8179207602597725,0.0,9991840.0,8099786.0,8099786.0,1217280.0,899774.0,899774.0,304320.0,123013.0,123013.0,0.7923412116621965,0.0,0.417569031083135,0.09578405758834892,0.0,0.8106400823071627,0.7391676524710831,0.40422252891692956,6695040.0,5575352.0,5575352.0,5575352.0,0.0,5568156.428113937,6492160.0,39110518.61059596,1292094686.2231445,5568156.428113937,5701700.508422852,218053.0,218053.0,0.8327585794857089,0.8327585794857089,0.8576739371971636,0.8576739371971636,0.1739801164434675,0.0,6441440.0,5529046.0,5529046.0,202880.0,44386.0,44386.0,50720.0,1920.0,1920.0,0.8327585794857089,0.0,0.020570053773923347,0.0325693349106204,0.0,0.8583555850865645,0.2187795741324921,0.03785488958990536,4818400.0,3547221.0,3547221.0,3547221.0,0.0,11772000.759779233,32460800.0,3495899083.463106,3991970113.508911,11772000.759779233,27904006.444490433,884751.0,884751.0,0.736182342686369,0.736182342686369,0.36265282309059643,0.36265282309059643,0.9358059518777889,0.0,3550400.0,2570740.0,2570740.0,1014400.0,855388.0,855388.0,253600.0,121093.0,121093.0,0.736182342686369,0.0,0.4969688265449773,0.18361925120371908,0.0,0.7240705272645336,0.8432452681388013,0.47749605678233437,"[0.41844596039519794, 0.43860847809359443, 0.4764749053758051]","[0.7865688646369423, 0.8386729889442877, 0.8786327808367006]","[0.7798493024963289, 0.7905363780286344, 0.8052520219385213]","[0.8381022898014635, 0.8550952969274173, 0.8766345641583515]","[0.16148104621803708, 0.1772577589046868, 0.1911821749188761]","[0.8131376262626263, 0.8316672585227273, 0.8467233332755912]","[0.3345146945139449, 0.3536312863954347, 0.3968783553142876]","[0.9052895689891078, 0.9557210337147957, 0.9988720241999163]","[0.7244277686403509, 0.7364983926435407, 0.7502857611739994]"
blasst_s75,cwe,0.75,10,0.0,1.0,-1.0,"[-1.0, -1.0]",17,675,0.025185185185185185,0.0,0.0,0,0,14446880.0,10619752.0,10619752.0,10619752.0,0.0,19020932.072218366,49397760.0,4607900109.540642,6554870022.451843,19020932.072218366,39176918.80660057,1636249.0,1636249.0,0.7350896525755042,0.7350896525755042,0.38505657082868466,0.38505657082868466,0.8384351666362608,0.0,12517280.0,9230905.0,9230905.0,1543680.0,1168583.0,1168583.0,385920.0,220264.0,220264.0,0.7350896525755042,0.0,0.4080344277631659,0.11325967959863999,0.0,0.7374529450487646,0.7570111681177446,0.5707504145936981,8336480.0,5994190.0,5994190.0,5994190.0,0.0,6734023.578275681,8232960.0,76659811.3541007,1551561117.2822266,6734023.578275681,6934330.758638382,536364.0,536364.0,0.7190312937834674,0.7190312937834674,0.8179346891367966,0.8179346891367966,0.2222795092932095,0.0,8014880.0,5930534.0,5930534.0,257280.0,60872.0,60872.0,64320.0,2784.0,2784.0,0.7190312937834674,0.0,0.024329910550118235,0.06433938544805481,0.0,0.739940460743018,0.23659825870646767,0.04328358208955224,6110400.0,4625562.0,4625562.0,4625562.0,0.0,12286908.493942687,41164800.0,4531240298.186541,5003308905.169617,12286908.493942687,32242588.04796219,1099885.0,1099885.0,0.7569982325216025,0.7569982325216025,0.2984809471670623,0.2984809471670623,0.951655777312371,0.0,4502400.0,3300371.0,3300371.0,1286400.0,1107711.0,1107711.0,321600.0,217480.0,217480.0,0.7569982325216025,0.0,0.48477533120577543,0.18000212752029326,0.0,0.7330248312011372,0.86109375,0.6762437810945273,"[0.37281221650876706, 0.39190940565803256, 0.3977346805679243]","[0.8149447058163968, 0.8435836264079168, 0.8675101040003439]","[0.7172871791294644, 0.7423127893518519, 0.7614686361270172]","[0.8090933575857627, 0.8190040964119059, 0.8353539881552227]","[0.20488793816743608, 0.22343770433280946, 0.23148848229225744]","[0.6869017640165548, 0.7305133213141026, 0.7560635800815312]","[0.28512935451130483, 0.3052700019949196, 0.3109877684783552]","[0.9132024289905961, 0.9610223151526267, 0.9875594561557066]","[0.7484343475877193, 0.7580291445035461, 0.767953904368765]"
blasst_s75,fwe,0.75,10,0.0,1.0,-1.0,"[-1.0, -1.0]",25,341,0.07331378299120235,0.0,0.0,0,0,16245760.0,12634824.0,12634824.0,12634824.0,0.0,23002671.22290572,56033280.0,5192718604.5238085,7419661357.125,23002671.22290572,45406624.53760719,1670916.0,1670916.0,0.7777305586196029,0.7777305586196029,0.4105180211279033,0.4105180211279033,0.8365759058262645,0.0,14056960.0,11102054.0,11102054.0,1751040.0,1327214.0,1327214.0,437760.0,205556.0,205556.0,0.7777305586196029,0.0,0.399832979877342,0.10285243657421998,0.0,0.7897905379256966,0.7579575566520468,0.46956323099415204,9314560.0,7404745.0,7404745.0,7404745.0,0.0,7634845.411482811,9338880.0,86848732.81797217,1827253707.3530273,7634845.411482811,7836093.543787003,452589.0,452589.0,0.7949645501236774,0.7949645501236774,0.8175333028674542,0.8175333028674542,0.21801296290701977,0.0,8949760.0,7332239.0,7332239.0,291840.0,69454.0,69454.0,72960.0,3052.0,3052.0,0.7949645501236774,0.0,0.0215494933336965,0.04858941270441116,0.0,0.8192665501644737,0.23798656798245615,0.04183114035087719,6931200.0,5230079.0,5230079.0,5230079.0,0.0,15367825.81142291,46694400.0,5105869871.705836,5592407649.771973,15367825.81142291,37570530.99382019,1218327.0,1218327.0,0.754570492843952,0.754570492843952,0.32911496477999314,0.32911496477999314,0.9555104927429926,0.0,5107200.0,3769815.0,3769815.0,1459200.0,1257760.0,1257760.0,364800.0,202504.0,202504.0,0.754570492843952,0.0,0.47548967718607116,0.17577432479224378,0.0,0.7381373355263158,0.8619517543859649,0.555109649122807,"[0.4044460552329936, 0.41083243994361707, 0.4166697228482949]","[0.7969629986563136, 0.8336804179211907, 0.8631487474821493]","[0.7660437407817109, 0.7819739517571549, 0.7878622914957616]","[0.8032395082809186, 0.8129833213267073, 0.8377114479446975]","[0.20374264388358584, 0.22037352083645367, 0.22972854267629783]","[0.7746781568066158, 0.7991677226197575, 0.8107729831498514]","[0.3196651359150377, 0.33073626720153604, 0.3371862285420746]","[0.90104720062849, 0.9554812233125062, 0.9862749730119152]","[0.7477277960526316, 0.7516970585430969, 0.7634789136302295]"
blasst_s75,qa_1,0.75,10,0.1,1.0,-0.9,"[-1.0, -0.7]",26,92,0.2826086956521739,0.0,0.1,0,0,16657920.0,12534210.0,12534210.0,12534210.0,0.0,21191489.59436305,58982400.0,5015058766.008053,7358613415.694122,21191489.59436305,45397864.50116348,1895702.0,1895702.0,0.752447484439834,0.752447484439834,0.3592849662672772,0.3592849662672772,0.8255436082929403,0.0,14353920.0,10860408.0,10860408.0,1843200.0,1443246.0,1443246.0,460800.0,230556.0,230556.0,0.752447484439834,0.0,0.41039996518962324,0.11380184320731519,0.0,0.7566161717495987,0.7830110677083333,0.5003385416666667,9361920.0,7025516.0,7025516.0,7025516.0,0.0,7550048.809944153,9830400.0,98949225.5442695,1566178701.0292969,7550048.809944153,7851169.523633957,577447.0,577447.0,0.7504353807765929,0.7504353807765929,0.7680306813501132,0.7680306813501132,0.2513538506965557,0.0,8977920.0,6926819.0,6926819.0,307200.0,95428.0,95428.0,76800.0,3269.0,3269.0,0.7504353807765929,0.0,0.030631583016947843,0.061680403165162705,0.0,0.7715393988808098,0.3106380208333333,0.042565104166666666,7296000.0,5508694.0,5508694.0,5508694.0,0.0,13641440.784418894,49152000.0,4916109540.463783,5792434714.664825,13641440.784418894,37546694.977529526,1318255.0,1318255.0,0.7550293311403509,0.7550293311403509,0.2775358232507099,0.2775358232507099,0.9212557293894672,0.0,5376000.0,3933589.0,3933589.0,1536000.0,1347818.0,1347818.0,384000.0,227287.0,227287.0,0.7550293311403509,0.0,0.48635364162415834,0.18068188048245615,0.0,0.7316943824404762,0.8774856770833334,0.5918932291666666,"[0.35071575794676474, 0.3605633524402424, 0.368561784120221]","[0.8058685426769532, 0.8168561551254112, 0.8594380215389321]","[0.7357316188262719, 0.7542088899276662, 0.7715767290728228]","[0.7525275830103784, 0.7661268459089721, 0.7802990832540673]","[0.2392399810539016, 0.2519471280074537, 0.26620044157356804]","[0.7183764782701818, 0.7560188157564508, 0.7782683873500187]","[0.26742556058684497, 0.28139791291785154, 0.2859308801027271]","[0.893310921868168, 0.9127866182293367, 0.9606901786686696]","[0.7473159265350877, 0.7553632127192982, 0.7625435855263158]"
blasst_s75,qa_2,0.75,10,0.1,0.6,-0.5,"[-0.8, -0.2]",30,111,0.2702702702702703,0.0,0.16666666666666669,0,0,14785920.0,11342727.0,11342727.0,11342727.0,0.0,19959402.841900233,53329920.0,4462346951.728029,6605080151.499786,19959402.841900233,41549168.6767025,1603504.0,1603504.0,0.7671302834047526,0.7671302834047526,0.3742627561020199,0.3742627561020199,0.8219447408376376,0.0,12702720.0,9864319.0,9864319.0,1666560.0,1284038.0,1284038.0,416640.0,194370.0,194370.0,0.7671302834047526,0.0,0.4048340187797444,0.10844803705146518,0.0,0.7765517149083031,0.7704721102150538,0.46651785714285715,8189120.0,6342602.0,6342602.0,6342602.0,0.0,6978276.543984413,8888320.0,90189103.18600655,1470517839.616211,6978276.543984413,7207269.647809982,426732.0,426732.0,0.774515698878512,0.774515698878512,0.7851063580051588,0.7851063580051588,0.2476520261355531,0.0,7841920.0,6267044.0,6267044.0,277760.0,73028.0,73028.0,69440.0,2530.0,2530.0,0.774515698878512,0.0,0.02576337303625085,0.052109628384979095,0.0,0.7991721415163633,0.2629176267281106,0.03643433179723502,6596800.0,5000125.0,5000125.0,5000125.0,0.0,12981126.29791582,44441600.0,4372157848.542023,5134562311.883575,12981126.29791582,34341899.02889252,1176772.0,1176772.0,0.7579621937909289,0.7579621937909289,0.29209403572139214,0.29209403572139214,0.922775811859723,0.0,4860800.0,3597275.0,3597275.0,1388800.0,1211010.0,1211010.0,347200.0,191840.0,191840.0,0.7579621937909289,0.0,0.4806481479284431,0.17838527771040505,0.0,0.7400582208689928,0.8719830069124423,0.5525345622119816,"[0.3612255245989237, 0.37510888144002014, 0.3878443699965494]","[0.8002371421615965, 0.8234339368729692, 0.8476792060973648]","[0.7563218681167401, 0.7678827765959357, 0.7830631232516216]","[0.7645200862335818, 0.7801531548398392, 0.8087925976780631]","[0.2312567791588675, 0.25265186490446045, 0.26857003032352716]","[0.754499392968143, 0.7760903569425539, 0.8037772281444704]","[0.2800995969939306, 0.2942524393469914, 0.3045933792445062]","[0.9019845596964788, 0.9228584686586336, 0.948627473189925]","[0.7495098684210527, 0.7584176260964912, 0.7662039473684211]"
mass_s75,niah_single_1,0.75,10,0.5,1.0,-0.5,"[-0.8, -0.2]",61,291,0.20962199312714777,0.1,0.5,0,0,12829760.0,10470259.0,10470259.0,10470259.0,0.0,18311353.232882172,43622400.0,2797078681.597862,5257111392.525391,18311353.232882172,35145875.034944534,1157728.0,1157728.0,0.8160915714713292,0.8160915714713292,0.4197695044949882,0.4197695044949882,0.7294218220655079,0.0,11125760.0,9237624.0,9237624.0,1363200.0,1090404.0,1090404.0,340800.0,142231.0,142231.0,0.8160915714713292,0.0,0.3859146173081344,0.09023769735365275,0.0,0.8302915036815463,0.7998855633802817,0.41734448356807513,7433760.0,6390829.0,6390829.0,6390829.0,0.0,6119241.793388367,7270400.0,40764221.63593228,1315355031.383789,6119241.793388367,6319640.612377167,201230.0,201230.0,0.8597034340629776,0.8597034340629776,0.8416650794163136,0.8416650794163136,0.17604272477396068,0.0,7149760.0,6291188.0,6291188.0,227200.0,98763.0,98763.0,56800.0,878.0,878.0,0.8597034340629776,0.0,0.02756365798151409,0.027069746669249477,0.0,0.879915969207358,0.4346963028169014,0.01545774647887324,5396000.0,4079430.0,4079430.0,4079430.0,0.0,12192111.439493805,36352000.0,2756314459.9619293,3941756361.1416016,12192111.439493805,28826234.422567368,956498.0,956498.0,0.7560100074128985,0.7560100074128985,0.3353903895107231,0.3353903895107231,0.836217964266208,0.0,3976000.0,2946436.0,2946436.0,1136000.0,991641.0,991641.0,284000.0,141353.0,141353.0,0.7560100074128985,0.0,0.45758480917345845,0.17726056338028168,0.0,0.7410553319919517,0.8729234154929577,0.4977218309859155,"[0.41387502806490417, 0.4211456642181297, 0.4307931902630817]","[0.7041398956409345, 0.730589802931829, 0.7690407017357078]","[0.8117628633542281, 0.8160569690265487, 0.8208372720568518]","[0.8320569819098131, 0.8416216285647049, 0.853919221413]","[0.16264340575273417, 0.1759854785932307, 0.18643040819204568]","[0.8552742326653944, 0.8609390676117775, 0.8654074228689568]","[0.3300007409474974, 0.33713363803718494, 0.3480731964841477]","[0.8073967758713715, 0.8381881458090186, 0.8803816545022222]","[0.7490844298245614, 0.7543816337719298, 0.76255493848257]"
