correct_pre_skips,false_skip_budget,false_skip_new_max,false_skip_rate,head,incorrect_pre_skips,layer,noise_bucket,oracle_skip_recall,physical_pre_qk_sparsity,policy,pre_skips,skip_precision,split,threshold,tiles
0,1e-05,0,0.0,1,0,1,low,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,1,0,1,mid,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,2,0,1,high,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,2,0,1,low,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,2,0,1,mid,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,3,0,1,high,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,3,0,1,low,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,3,0,1,mid,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,1,0,2,high,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,1,0,2,low,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,1,0,2,mid,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,2,0,2,high,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,2,0,2,low,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,2,0,2,mid,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,3,0,2,high,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,3,0,2,low,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,3,0,2,mid,0.0,0.0,leader_head_score,0,0.0,held_out_samples,-inf,72
0,1e-05,0,0.0,all,0,all,all,0.0,0.0,leader_head_score,0,0.0,held_out_samples,per-layer-head-noise,1944
0,uncalibrated,0,0.0,all,0,all,all,0.0,0.0,clustered_head_binary,0,0.0,held_out_samples,source exact skip mask,0
