run_id,batch_size,batch_id,block_index,active_requests,batch_block_steps,max_request_steps_used,min_request_steps_used,mean_request_steps_used,latency_ms,waste_token_steps
20260623_064730,16,0,0,16,3,3,3,3,716.9368409959134,144
