condition,id,task,canvas_index,iterations,stopped_natively,hit_cap,final_entropy,final_flips,dense_bootstrap_steps,generated_tokens,returned_tokens,eligible,skipped,global_eligible,global_skipped,local_eligible,local_skipped
M_s70,ruler4k/ruler_4096_niah_single_2_p0428,niah_single_2,0,14,True,False,0.0007545874104835093,0,0,23,23,338240,249227,125440,95375,212800,153852
M_s70,ruler4k/ruler_4096_niah_single_2_p0437,niah_single_2,0,14,True,False,0.0019753966480493546,0,0,27,27,360640,265994,147840,111405,212800,154589
M_s70,ruler4k/ruler_4096_niah_single_3_p0468,niah_single_3,0,48,False,True,0.907098114490509,68,0,128,128,1159680,715361,430080,262029,729600,453332
M_s70,ruler4k/ruler_4096_niah_single_3_p0488,niah_single_3,0,10,True,False,0.0026748927775770426,0,0,50,50,257600,189929,105600,80147,152000,109782
M_s70,ruler4k/ruler_4096_niah_single_3_p0475,niah_single_3,0,8,True,False,0.004337667487561703,0,0,50,50,206080,152342,84480,66400,121600,85942
M_s70,ruler4k/ruler_4096_niah_single_3_p0480,niah_single_3,0,10,True,False,0.0039944276213645935,0,0,50,50,257600,186798,105600,79641,152000,107157
M_s70,ruler4k/ruler_4096_niah_single_3_p0451,niah_single_3,0,15,True,False,0.004453256260603666,0,0,54,54,386400,281770,158400,120520,228000,161250
M_s70,ruler4k/ruler_4096_niah_single_3_p0493,niah_single_3,0,36,True,False,0.0004790189559571445,0,0,48,48,869760,642621,322560,247411,547200,395210
M_s70,ruler4k/ruler_4096_niah_single_3_p0495,niah_single_3,0,48,False,True,0.40121185779571533,24,0,128,128,1236480,819825,506880,354467,729600,465358
M_s70,ruler4k/ruler_4096_niah_single_3_p0477,niah_single_3,0,6,True,False,0.0036872103810310364,0,0,50,50,144960,106165,53760,39877,91200,66288
M_s70,ruler4k/ruler_4096_niah_single_3_p0491,niah_single_3,0,12,True,False,0.002150207757949829,0,0,47,47,289920,210133,107520,80407,182400,129726
M_s70,ruler4k/ruler_4096_niah_single_3_p0464,niah_single_3,0,16,True,False,0.0024005635641515255,0,0,55,55,412160,303254,168960,130657,243200,172597
M_s70,ruler4k/ruler_4096_niah_multikey_1_p0143,niah_multikey_1,0,7,True,False,0.0016712126089259982,0,0,25,25,169120,121801,62720,44311,106400,77490
M_s70,ruler4k/ruler_4096_niah_multikey_1_p0130,niah_multikey_1,0,9,True,False,0.0006574635626748204,0,0,23,23,217440,161623,80640,61081,136800,100542
M_s70,ruler4k/ruler_4096_niah_multikey_1_p0104,niah_multikey_1,0,48,True,True,0.0019279426196590066,0,0,108,108,1159680,818913,430080,321564,729600,497349
M_s70,ruler4k/ruler_4096_niah_multikey_1_p0140,niah_multikey_1,0,7,True,False,0.00234191189520061,0,0,25,25,169120,123699,62720,46182,106400,77517
M_s70,ruler4k/ruler_4096_niah_multikey_1_p0109,niah_multikey_1,0,8,True,False,0.0026364426594227552,0,0,29,29,193280,135209,71680,48328,121600,86881
M_s70,ruler4k/ruler_4096_niah_multikey_1_p0112,niah_multikey_1,0,9,True,False,0.00133893929887563,0,0,24,24,217440,153754,80640,57030,136800,96724
M_s70,ruler4k/ruler_4096_niah_multikey_1_p0110,niah_multikey_1,0,48,False,True,0.040204305201768875,5,0,128,128,1159680,719399,430080,264032,729600,455367
M_s70,ruler4k/ruler_4096_niah_multikey_1_p0115,niah_multikey_1,0,16,True,False,3.075343920500018e-05,0,0,28,28,386560,277277,143360,102826,243200,174451
M_s70,ruler4k/ruler_4096_niah_multikey_1_p0124,niah_multikey_1,0,6,True,False,0.004157714080065489,0,0,27,27,144960,104701,53760,39542,91200,65159
M_s70,ruler4k/ruler_4096_niah_multikey_1_p0138,niah_multikey_1,0,9,True,False,0.004247420467436314,0,0,25,25,217440,155225,80640,57035,136800,98190
M_s70,ruler4k/ruler_4096_niah_multikey_2_p0155,niah_multikey_2,0,9,True,False,0.003209610003978014,0,0,24,24,231840,176914,95040,77315,136800,99599
M_s70,ruler4k/ruler_4096_niah_multikey_2_p0187,niah_multikey_2,0,4,True,False,0.00425393832847476,0,0,23,23,103040,79990,42240,34983,60800,45007
M_s70,ruler4k/ruler_4096_niah_multikey_2_p0199,niah_multikey_2,0,9,True,False,0.0017946392763406038,0,0,24,24,218880,165366,82080,64532,136800,100834
M_s70,ruler4k/ruler_4096_niah_multikey_2_p0172,niah_multikey_2,0,27,True,False,0.001486879657022655,0,0,23,23,695520,528816,285120,233350,410400,295466
M_s70,ruler4k/ruler_4096_niah_multikey_2_p0160,niah_multikey_2,0,6,True,False,0.004186832346022129,0,0,26,26,154560,118956,63360,52336,91200,66620
M_s70,ruler4k/ruler_4096_niah_multikey_2_p0192,niah_multikey_2,0,18,True,False,0.0026924926787614822,0,0,24,24,463680,355973,190080,157487,273600,198486
M_s70,ruler4k/ruler_4096_niah_multikey_2_p0191,niah_multikey_2,0,18,True,False,0.0028081617783755064,0,0,24,24,463680,354775,190080,154355,273600,200420
M_s70,ruler4k/ruler_4096_niah_multikey_2_p0186,niah_multikey_2,0,11,True,False,0.004625849891453981,0,0,24,24,283360,217143,116160,94861,167200,122282
M_s70,ruler4k/ruler_4096_niah_multikey_2_p0188,niah_multikey_2,0,48,False,True,0.009402135387063026,2,0,128,128,1236480,920333,506880,420951,729600,499382
M_s70,ruler4k/ruler_4096_niah_multikey_2_p0195,niah_multikey_2,0,5,True,False,0.002398890210315585,0,0,24,24,128800,98935,52800,43520,76000,55415
M_s70,ruler4k/ruler_4096_niah_multikey_3_p0221,niah_multikey_3,0,38,True,False,0.002824586583301425,0,0,78,78,972800,723267,395200,324324,577600,398943
M_s70,ruler4k/ruler_4096_niah_multikey_3_p0247,niah_multikey_3,0,8,True,False,0.003280879929661751,0,0,78,78,204800,150535,83200,64669,121600,85866
M_s70,ruler4k/ruler_4096_niah_multikey_3_p0222,niah_multikey_3,0,18,True,False,0.002720656804740429,0,0,77,77,460800,333286,187200,143084,273600,190202
M_s70,ruler4k/ruler_4096_niah_multikey_3_p0203,niah_multikey_3,0,10,True,False,0.0021611948031932116,0,0,78,78,256000,187092,104000,81870,152000,105222
M_s70,ruler4k/ruler_4096_niah_multikey_3_p0249,niah_multikey_3,0,17,True,False,0.004525667056441307,0,0,83,83,435200,320856,176800,140897,258400,179959
M_s70,ruler4k/ruler_4096_niah_multikey_3_p0201,niah_multikey_3,0,17,True,False,0.0002628204529173672,0,0,76,76,435200,310852,176800,133193,258400,177659
M_s70,ruler4k/ruler_4096_niah_multikey_3_p0242,niah_multikey_3,0,13,True,False,0.00314728869125247,0,0,75,75,332800,240054,135200,103622,197600,136432
M_s70,ruler4k/ruler_4096_niah_multikey_3_p0217,niah_multikey_3,0,24,True,False,0.001763588865287602,0,0,75,75,614400,449354,249600,194749,364800,254605
M_s70,ruler4k/ruler_4096_niah_multikey_3_p0218,niah_multikey_3,0,29,True,False,0.0011278009042143822,0,0,81,81,742400,532959,301600,229074,440800,303885
M_s70,ruler4k/ruler_4096_niah_multikey_3_p0229,niah_multikey_3,0,18,True,False,0.004071603529155254,0,0,79,79,460800,338560,187200,144321,273600,194239
M_s70,ruler4k/ruler_4096_niah_multivalue_p0333,niah_multivalue,0,43,True,False,0.0001707064511720091,0,0,114,114,1038880,656208,385280,224086,653600,432122
M_s70,ruler4k/ruler_4096_niah_multivalue_p0323,niah_multivalue,0,15,True,False,0.0010337939020246267,0,0,67,67,362400,247309,134400,88216,228000,159093
M_s70,ruler4k/ruler_4096_niah_multivalue_p0301,niah_multivalue,0,21,True,False,0.0015680734068155289,0,0,70,70,507360,337606,188160,119187,319200,218419
M_s70,ruler4k/ruler_4096_niah_multivalue_p0341,niah_multivalue,0,29,True,False,0.0031811457592993975,0,0,67,67,747040,517329,306240,213120,440800,304209
M_s70,ruler4k/ruler_4096_niah_multivalue_p0338,niah_multivalue,0,15,True,False,0.00431520352140069,0,0,71,71,362400,247832,134400,89676,228000,158156
M_s70,ruler4k/ruler_4096_niah_multivalue_p0306,niah_multivalue,0,12,True,False,0.0026719700545072556,0,0,67,67,289920,204918,107520,78093,182400,126825
M_s70,ruler4k/ruler_4096_niah_multivalue_p0329,niah_multivalue,0,30,True,False,0.0022290884517133236,0,0,67,67,724800,505191,268800,185395,456000,319796
M_s70,ruler4k/ruler_4096_niah_multivalue_p0336,niah_multivalue,0,16,True,False,0.00027363357366994023,0,0,67,67,386560,272277,143360,102553,243200,169724
M_s70,ruler4k/ruler_4096_niah_multivalue_p0305,niah_multivalue,0,48,False,True,0.0017298676539212465,4,0,123,123,1236480,759076,506880,273648,729600,485428
M_s70,ruler4k/ruler_4096_niah_multivalue_p0334,niah_multivalue,0,24,True,False,0.0005746895330958068,0,0,67,67,579840,390809,215040,137970,364800,252839
