policy,split,records,reused_tiles,reuse_fraction,prediction_precision,unsafe_reuse_rate,unsafe_wilson95_upper,oracle_safe_recall,mean_reused_tile_error,maximum_reused_tile_error
stable_query_x_stable_kv,calibration,245760,8774,0.03570149739583333,0.1828128561659449,0.8171871438340551,0.825135237818661,0.3129145532579009,0.04131115972995758,0.16973428428173065
stable_query_x_stable_kv,development,245760,8577,0.03489990234375,0.2210563133962924,0.7789436866037076,0.7875995586011257,0.3716189729517836,0.03748541697859764,0.15354129672050476
stable_query_x_stable_kv,final_benchmark,245760,4973,0.020235188802083335,0.19304242911723302,0.806957570882767,0.8176885606891967,0.18611865063978286,0.03851792588829994,0.12069971114397049
stable_query_x_stable_kv,heldout,245760,8627,0.03510335286458333,0.1905645067810363,0.8094354932189637,0.8175846974695683,0.31101021566401815,0.04049772024154663,0.17151224613189697
stable_query_x_any_kv,calibration,245760,26432,0.10755208333333334,0.09261501210653755,0.9073849878934624,0.9108208149964881,0.4775653531018338,0.14680913090705872,3.096325397491455
stable_query_x_any_kv,development,245760,22912,0.09322916666666667,0.12137744413407825,0.8786225558659218,0.8827877121532886,0.5450803606428851,0.12325331568717957,3.415559768676758
stable_query_x_any_kv,final_benchmark,245760,13248,0.05390625,0.10288345410628019,0.8971165458937198,0.9021752896399123,0.2642497091896084,0.13357920944690704,2.5531435012817383
stable_query_x_any_kv,heldout,245760,21184,0.08619791666666667,0.11735271903323263,0.8826472809667674,0.8869120213504577,0.47029890276201286,0.13252784311771393,2.935612916946411
any_query_x_stable_kv,calibration,245760,12030,0.0489501953125,0.17190357439733994,0.8280964256026601,0.8347335741184421,0.4034334763948498,0.04627947509288788,0.33159172534942627
any_query_x_stable_kv,development,245760,10555,0.042948404947916664,0.20388441496920895,0.796115585030791,0.8036931872162031,0.4217953743629949,0.04218198359012604,0.21562929451465607
any_query_x_stable_kv,final_benchmark,245760,12691,0.05163981119791667,0.16358049011110232,0.8364195098888977,0.8427529771871307,0.40248158200853046,0.04541743919253349,0.22159631550312042
any_query_x_stable_kv,heldout,245760,12113,0.04928792317708333,0.17997193098324116,0.8200280690167588,0.826767582328381,0.41241013999243287,0.04281798005104065,0.2125304788351059
protect_masked_or_new,calibration,245760,51328,0.20885416666666667,0.03125,0.96875,0.9702204993889285,0.3129145532579009,0.39002567529678345,10.297050476074219
protect_masked_or_new,development,245760,60672,0.246875,0.03125,0.96875,0.9701050711065385,0.3716189729517836,0.47555047273635864,10.072399139404297
protect_masked_or_new,final_benchmark,245760,30720,0.125,0.03125,0.96875,0.9706378185477579,0.18611865063978286,0.5016863346099854,11.540721893310547
protect_masked_or_new,heldout,245760,52608,0.2140625,0.03125,0.96875,0.97020291554014,0.31101021566401815,0.425590455532074,11.377365112304688
fixed_prefix_kv_tile,calibration,245760,3840,0.015625,0.015625,0.984375,0.9878413244373331,0.011705033164260631,1.1067347526550293,14.333219528198242
fixed_prefix_kv_tile,development,245760,3840,0.015625,0.015885416666666652,0.9841145833333333,0.9876129110176814,0.01195609564876519,1.199041485786438,16.1778507232666
fixed_prefix_kv_tile,final_benchmark,245760,3840,0.015625,0.01692708333333337,0.9830729166666666,0.986696639579649,0.01260178363706863,1.1036709547042847,14.849763870239258
fixed_prefix_kv_tile,heldout,245760,3840,0.015625,0.013541666666666674,0.9864583333333333,0.9896581442661155,0.009837306091562617,1.1555793285369873,17.155370712280273
fixed_external_outside_local4,calibration,245760,211200,0.859375,0.020511363636363633,0.9794886363636364,0.9800844751456277,0.8451033944596177,0.9056371450424194,16.53414535522461
fixed_external_outside_local4,development,245760,211200,0.859375,0.02028409090909089,0.9797159090909091,0.9803084555382022,0.839670717365739,0.921129584312439,21.494335174560547
fixed_external_outside_local4,final_benchmark,245760,211200,0.859375,0.01991477272727271,0.9800852272727273,0.9806723816155031,0.8154323381155487,0.8822892904281616,16.47594451904297
fixed_external_outside_local4,heldout,245760,211200,0.859375,0.021671401515151567,0.9783285984848484,0.9789409471821849,0.8658721150208097,0.8861448168754578,21.59992790222168
fixed_external_outside_local8,calibration,245760,180480,0.734375,0.020173980496453914,0.9798260195035461,0.9804645204270822,0.7103004291845494,0.9152681231498718,15.322857856750488
fixed_external_outside_local8,development,245760,180480,0.734375,0.019725177304964592,0.9802748226950354,0.9809062064481449,0.697765582124657,0.92185378074646,21.494335174560547
fixed_external_outside_local8,final_benchmark,245760,180480,0.734375,0.019376108156028415,0.9806238918439716,0.9812496804489809,0.6779759596742924,0.8770081996917725,16.47594451904297
fixed_external_outside_local8,heldout,245760,180480,0.734375,0.02194703014184396,0.978052969858156,0.9787187956514894,0.7493378736284525,0.8793348670005798,17.155370712280273
fixed_local_only,calibration,245760,34560,0.140625,0.022974537037037,0.977025462962963,0.978552812824742,0.15489660554038237,0.8615691065788269,13.17596435546875
fixed_local_only,development,245760,34560,0.140625,0.023668981481481444,0.9763310185185186,0.9778815538198488,0.16032928263426108,0.8966863751411438,14.298967361450195
fixed_local_only,final_benchmark,245760,34560,0.140625,0.027546296296296346,0.9724537037037037,0.9741274466497941,0.18456766188445134,0.7654994130134583,11.942079544067383
fixed_local_only,heldout,245760,34560,0.140625,0.020515046296296302,0.9794849537037037,0.9809270315996208,0.13412788497919031,0.8802580833435059,19.71615219116211
reuse_one_step_refresh,calibration,245760,131072,0.5333333333333333,0.0208587646484375,0.9791412353515625,0.9799009868968294,0.5333593445181428,0.9311147928237915,16.53414535522461
reuse_one_step_refresh,development,245760,131072,0.5333333333333333,0.02083587646484375,0.9791641235351562,0.9799234589418013,0.535280282242258,0.9364149570465088,21.494335174560547
reuse_one_step_refresh,final_benchmark,245760,131072,0.5333333333333333,0.020904541015625,0.979095458984375,0.9798560420789216,0.5312136487010469,0.8915657997131348,16.47594451904297
reuse_one_step_refresh,heldout,245760,131072,0.5333333333333333,0.0213165283203125,0.9786834716796875,0.9794514955255694,0.5285660234581915,0.9264845252037048,21.59992790222168
