dimension,value,error_threshold,records,oracle_reuse_fraction,median_tile_error,p99_tile_error
step,12,0.0001,65536,0.0205078125,0.30575960874557495,3.6975595951080322
step,12,0.0005,65536,0.0205078125,0.30575960874557495,3.6975595951080322
step,12,0.001,65536,0.0206298828125,0.30575960874557495,3.6975595951080322
step,12,0.005,65536,0.02081298828125,0.30575960874557495,3.6975595951080322
step,12,0.01,65536,0.021942138671875,0.30575960874557495,3.6975595951080322
step,13,1e-05,65536,0.02276611328125,0.40688931941986084,3.920260429382324
step,13,0.0001,65536,0.02276611328125,0.40688931941986084,3.920260429382324
step,13,0.0005,65536,0.02276611328125,0.40688931941986084,3.920260429382324
step,13,0.001,65536,0.02276611328125,0.40688931941986084,3.920260429382324
step,13,0.005,65536,0.022796630859375,0.40688931941986084,3.920260429382324
step,13,0.01,65536,0.0237579345703125,0.40688931941986084,3.920260429382324
step,14,1e-05,65536,0.02532958984375,0.35890915989875793,4.008926868438721
step,14,0.0001,65536,0.02532958984375,0.35890915989875793,4.008926868438721
step,14,0.0005,65536,0.02532958984375,0.35890915989875793,4.008926868438721
step,14,0.001,65536,0.02532958984375,0.35890915989875793,4.008926868438721
step,14,0.005,65536,0.02532958984375,0.35890915989875793,4.008926868438721
step,14,0.01,65536,0.0258941650390625,0.35890915989875793,4.008926868438721
step,15,1e-05,65536,0.02655029296875,0.4193685054779053,3.850470542907715
step,15,0.0001,65536,0.02655029296875,0.4193685054779053,3.850470542907715
step,15,0.0005,65536,0.02655029296875,0.4193685054779053,3.850470542907715
step,15,0.001,65536,0.02655029296875,0.4193685054779053,3.850470542907715
step,15,0.005,65536,0.02655029296875,0.4193685054779053,3.850470542907715
step,15,0.01,65536,0.02679443359375,0.4193685054779053,3.850470542907715
distance_bucket,0,1e-05,107520,0.023065476190476192,0.5157220959663391,4.905999660491943
distance_bucket,0,0.0001,107520,0.023065476190476192,0.5157220959663391,4.905999660491943
distance_bucket,0,0.0005,107520,0.023121279761904763,0.5157220959663391,4.905999660491943
distance_bucket,0,0.001,107520,0.023214285714285715,0.5157220959663391,4.905999660491943
distance_bucket,0,0.005,107520,0.02349330357142857,0.5157220959663391,4.905999660491943
distance_bucket,0,0.01,107520,0.024135044642857144,0.5157220959663391,4.905999660491943
distance_bucket,1,1e-05,122880,0.021647135416666668,0.5202503204345703,5.555692195892334
distance_bucket,1,0.0001,122880,0.021647135416666668,0.5202503204345703,5.555692195892334
distance_bucket,1,0.0005,122880,0.0216552734375,0.5202503204345703,5.555692195892334
distance_bucket,1,0.001,122880,0.021736653645833333,0.5202503204345703,5.555692195892334
distance_bucket,1,0.005,122880,0.022102864583333333,0.5202503204345703,5.555692195892334
distance_bucket,1,0.01,122880,0.0227783203125,0.5202503204345703,5.555692195892334
distance_bucket,2,1e-05,109440,0.019407894736842107,0.6017817258834839,5.442300319671631
distance_bucket,2,0.0001,109440,0.019407894736842107,0.6017817258834839,5.442300319671631
distance_bucket,2,0.0005,109440,0.019407894736842107,0.6017817258834839,5.442300319671631
distance_bucket,2,0.001,109440,0.019517543859649124,0.6017817258834839,5.442300319671631
distance_bucket,2,0.005,109440,0.019828216374269007,0.6017817258834839,5.442300319671631
distance_bucket,2,0.01,109440,0.02041301169590643,0.6017817258834839,5.442300319671631
distance_bucket,3,1e-05,99840,0.022556089743589743,0.564166784286499,4.8782806396484375
distance_bucket,3,0.0001,99840,0.022556089743589743,0.564166784286499,4.8782806396484375
distance_bucket,3,0.0005,99840,0.022556089743589743,0.564166784286499,4.8782806396484375
distance_bucket,3,0.001,99840,0.022556089743589743,0.564166784286499,4.8782806396484375
distance_bucket,3,0.005,99840,0.02267628205128205,0.564166784286499,4.8782806396484375
distance_bucket,3,0.01,99840,0.023217147435897437,0.564166784286499,4.8782806396484375
distance_bucket,4,1e-05,92160,0.02230902777777778,0.5804164409637451,4.9414191246032715
distance_bucket,4,0.0001,92160,0.02230902777777778,0.5804164409637451,4.9414191246032715
distance_bucket,4,0.0005,92160,0.02230902777777778,0.5804164409637451,4.9414191246032715
distance_bucket,4,0.001,92160,0.02230902777777778,0.5804164409637451,4.9414191246032715
distance_bucket,4,0.005,92160,0.022330729166666667,0.5804164409637451,4.9414191246032715
