policy,split,records,reused_tiles,reuse_fraction,prediction_precision,unsafe_reuse_rate,unsafe_wilson95_upper,oracle_safe_recall,mean_reused_tile_error,maximum_reused_tile_error
qkv_sum_b0_fro:all,development,245760,3878,0.015779622395833335,0.9953584321815369,0.0046415678184631255,0.007325460118922566,0.7565660525284202,9.916270209942013e-05,0.043220266699790955
qkv_sum_b0_fro:all,final_benchmark,245760,3479,0.014156087239583334,0.9534348950847945,0.04656510491520552,0.05408080552672458,0.643078712679333,0.0027873050421476364,0.43453770875930786
qkv_sum_b0_fro:all,heldout,245760,3642,0.0148193359375,0.9928610653487095,0.007138934651290499,0.010439957775077122,0.6840711312902006,0.0001475627941545099,0.028946077451109886
qkv_sum_b0_fro:protect_masked_new,calibration,245760,1608,0.00654296875,0.9975124378109452,0.0024875621890547263,0.00637876416852221,0.3129145532579009,4.712321242550388e-05,0.020596859976649284
qkv_sum_b0_fro:protect_masked_new,development,245760,1908,0.007763671875,0.9937106918238994,0.006289308176100629,0.01096122512316083,0.3716189729517836,0.00012955507554579526,0.022100349888205528
qkv_sum_b0_fro:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
qkv_sum_b0_fro:protect_masked_new,heldout,245760,1645,0.006693522135416667,0.9993920972644377,0.0006079027355623101,0.0034354477915107076,0.31101021566401815,1.3435218534141313e-05,0.022100934758782387
qkv_max_b0_fro:all,calibration,245760,3418,0.013907877604166667,0.9959040374488005,0.004095962551199532,0.006863865322167081,0.6640655481857198,0.0001924527605297044,0.17384546995162964
qkv_max_b0_fro:all,development,245760,3862,0.015714518229166665,0.9994821336095288,0.0005178663904712584,0.0018863672471798889,0.7565660525284202,1.0656761332938913e-05,0.021745003759860992
qkv_max_b0_fro:all,final_benchmark,245760,3574,0.014542643229166667,0.927252378287633,0.0727476217123671,0.08172902950165642,0.6424970918960837,0.006672414019703865,0.43453770875930786
qkv_max_b0_fro:all,heldout,245760,3626,0.014754231770833333,0.9972421400992829,0.0027578599007170436,0.00506945117461429,0.6840711312902006,5.58163519599475e-05,0.026806002482771873
qkv_max_b0_fro:protect_masked_new,calibration,245760,1608,0.00654296875,0.9975124378109452,0.0024875621890547263,0.00637876416852221,0.3129145532579009,4.718677882920019e-05,0.02069908007979393
qkv_max_b0_fro:protect_masked_new,development,245760,1900,0.007731119791666667,0.9978947368421053,0.002105263157894737,0.005400780605306859,0.3716189729517836,4.245325180818327e-05,0.021429743617773056
qkv_max_b0_fro:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
qkv_max_b0_fro:protect_masked_new,heldout,245760,1644,0.006689453125,1.0,0.0,0.002331206561244873,0.31101021566401815,0.0,0.0
qkv_sum_b0.1_fro:all,calibration,245760,3418,0.013907877604166667,0.9959040374488005,0.004095962551199532,0.006863865322167081,0.6640655481857198,6.88718500896357e-05,0.05448923632502556
qkv_sum_b0.1_fro:all,development,245760,3881,0.015791829427083334,0.9945890234475651,0.0054109765524349394,0.008258174106306871,0.7565660525284202,9.830572525970638e-05,0.022014474496245384
qkv_sum_b0.1_fro:all,final_benchmark,245760,3433,0.013968912760416667,0.966501602097291,0.033498397902709004,0.04005801345902439,0.6432725862737495,0.0018281657248735428,0.43453770875930786
qkv_sum_b0.1_fro:all,heldout,245760,3639,0.01480712890625,0.9939543830722726,0.006045616927727398,0.009137109948553232,0.6842603102534998,0.00011188239295734093,0.026806002482771873
qkv_sum_b0.1_fro:protect_masked_new,calibration,245760,1608,0.00654296875,0.9975124378109452,0.0024875621890547263,0.00637876416852221,0.3129145532579009,4.712321242550388e-05,0.020596859976649284
qkv_sum_b0.1_fro:protect_masked_new,development,245760,1906,0.0077555338541666664,0.9947534102833159,0.005246589716684155,0.009631125975419283,0.3716189729517836,0.00010698814003262669,0.022014474496245384
qkv_sum_b0.1_fro:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
qkv_sum_b0.1_fro:protect_masked_new,heldout,245760,1644,0.006689453125,1.0,0.0,0.002331206561244873,0.31101021566401815,0.0,0.0
qkv_max_b0.1_fro:all,calibration,245760,3418,0.013907877604166667,0.9959040374488005,0.004095962551199532,0.006863865322167081,0.6640655481857198,0.0001924527605297044,0.17384546995162964
qkv_max_b0.1_fro:all,development,245760,3862,0.015714518229166665,0.9994821336095288,0.0005178663904712584,0.0018863672471798889,0.7565660525284202,1.0656761332938913e-05,0.021745003759860992
qkv_max_b0.1_fro:all,final_benchmark,245760,3574,0.014542643229166667,0.927252378287633,0.0727476217123671,0.08172902950165642,0.6424970918960837,0.006672414019703865,0.43453770875930786
qkv_max_b0.1_fro:all,heldout,245760,3626,0.014754231770833333,0.9972421400992829,0.0027578599007170436,0.00506945117461429,0.6840711312902006,5.58163519599475e-05,0.026806002482771873
qkv_max_b0.1_fro:protect_masked_new,calibration,245760,1608,0.00654296875,0.9975124378109452,0.0024875621890547263,0.00637876416852221,0.3129145532579009,4.718677882920019e-05,0.02069908007979393
qkv_max_b0.1_fro:protect_masked_new,development,245760,1900,0.007731119791666667,0.9978947368421053,0.002105263157894737,0.005400780605306859,0.3716189729517836,4.245325180818327e-05,0.021429743617773056
qkv_max_b0.1_fro:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
qkv_max_b0.1_fro:protect_masked_new,heldout,245760,1644,0.006689453125,1.0,0.0,0.002331206561244873,0.31101021566401815,0.0,0.0
qkv_sum_b0.25_fro:all,calibration,245760,3418,0.013907877604166667,0.9959040374488005,0.004095962551199532,0.006863865322167081,0.6640655481857198,6.767705781385303e-05,0.05448923632502556
qkv_sum_b0.25_fro:all,development,245760,3880,0.015787760416666668,0.9948453608247423,0.005154639175257732,0.00794878953595529,0.7565660525284202,8.665743371238932e-05,0.021429743617773056
qkv_sum_b0.25_fro:all,final_benchmark,245760,3408,0.0138671875,0.9747652582159625,0.02523474178403756,0.031059001149222273,0.6440480806514153,0.0013283067382872105,0.43453770875930786
qkv_sum_b0.25_fro:all,heldout,245760,3635,0.014790852864583334,0.9950481430536451,0.0049518569463548835,0.007814304428689805,0.6842603102534998,8.145285391947255e-05,0.02242717519402504
qkv_sum_b0.25_fro:protect_masked_new,calibration,245760,1608,0.00654296875,0.9975124378109452,0.0024875621890547263,0.00637876416852221,0.3129145532579009,4.712321242550388e-05,0.020596859976649284
qkv_sum_b0.25_fro:protect_masked_new,development,245760,1906,0.0077555338541666664,0.9947534102833159,0.005246589716684155,0.009631125975419283,0.3716189729517836,0.00010698814003262669,0.022014474496245384
qkv_sum_b0.25_fro:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
qkv_sum_b0.25_fro:protect_masked_new,heldout,245760,1644,0.006689453125,1.0,0.0,0.002331206561244873,0.31101021566401815,0.0,0.0
qkv_max_b0.25_fro:all,calibration,245760,3418,0.013907877604166667,0.9959040374488005,0.004095962551199532,0.006863865322167081,0.6640655481857198,0.00015055951371323317,0.08116976916790009
qkv_max_b0.25_fro:all,development,245760,3870,0.0157470703125,0.9974160206718347,0.002583979328165375,0.004750276843780906,0.7565660525284202,9.777220839168876e-05,0.04507962614297867
qkv_max_b0.25_fro:all,final_benchmark,245760,3521,0.014326985677083333,0.9414938937801761,0.05850610621982391,0.06675014751160219,0.6426909654905002,0.004282028414309025,0.43453770875930786
qkv_max_b0.25_fro:all,heldout,245760,3649,0.014847819010416667,0.9909564264181968,0.009043573581803233,0.012672935642066651,0.6840711312902006,0.00021205148368608207,0.03685029596090317
qkv_max_b0.25_fro:protect_masked_new,calibration,245760,1608,0.00654296875,0.9975124378109452,0.0024875621890547263,0.00637876416852221,0.3129145532579009,4.718677882920019e-05,0.02069908007979393
qkv_max_b0.25_fro:protect_masked_new,development,245760,1900,0.007731119791666667,0.9978947368421053,0.002105263157894737,0.005400780605306859,0.3716189729517836,4.245325180818327e-05,0.021429743617773056
qkv_max_b0.25_fro:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
qkv_max_b0.25_fro:protect_masked_new,heldout,245760,1644,0.006689453125,1.0,0.0,0.002331206561244873,0.31101021566401815,0.0,0.0
qkv_sum_b0.5_fro:all,calibration,245760,3418,0.013907877604166667,0.9959040374488005,0.004095962551199532,0.006863865322167081,0.6640655481857198,6.485411722678691e-05,0.05448923632502556
qkv_sum_b0.5_fro:all,development,245760,3872,0.015755208333333333,0.996900826446281,0.0030991735537190084,0.005409552569259674,0.7565660525284202,4.1560124373063445e-05,0.014668683521449566
qkv_sum_b0.5_fro:all,final_benchmark,245760,3399,0.01383056640625,0.9776404824948515,0.022359517505148575,0.027895519077614225,0.6442419542458317,0.0011809259885922074,0.43453770875930786
qkv_sum_b0.5_fro:all,heldout,245760,3629,0.014766438802083334,0.9966933039404795,0.003306696059520529,0.005771209524829222,0.6842603102534998,4.8417874495498836e-05,0.016429753974080086
qkv_sum_b0.5_fro:protect_masked_new,calibration,245760,1608,0.00654296875,0.9975124378109452,0.0024875621890547263,0.00637876416852221,0.3129145532579009,4.712321242550388e-05,0.020596859976649284
qkv_sum_b0.5_fro:protect_masked_new,development,245760,1907,0.007759602864583334,0.994231777661248,0.0057682223387519665,0.01029966051604867,0.3716189729517836,0.00011646381608443335,0.022014474496245384
qkv_sum_b0.5_fro:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
qkv_sum_b0.5_fro:protect_masked_new,heldout,245760,1644,0.006689453125,1.0,0.0,0.002331206561244873,0.31101021566401815,0.0,0.0
qkv_max_b0.5_fro:all,calibration,245760,3433,0.013968912760416667,0.9915525779201865,0.008447422079813574,0.012105548384831497,0.6640655481857198,0.00020100967958569527,0.27294978499412537
qkv_max_b0.5_fro:all,development,245760,3880,0.015787760416666668,0.9948453608247423,0.005154639175257732,0.00794878953595529,0.7565660525284202,7.648258906556293e-05,0.01831984519958496
qkv_max_b0.5_fro:all,final_benchmark,245760,3425,0.013936360677083334,0.9696350364963504,0.030364963503649634,0.036658508342996866,0.6438542070569988,0.0007237865356728435,0.1253054440021515
qkv_max_b0.5_fro:all,heldout,245760,3642,0.0148193359375,0.9928610653487095,0.007138934651290499,0.010439957775077122,0.6840711312902006,0.00012188893015263602,0.02242717519402504
qkv_max_b0.5_fro:protect_masked_new,calibration,245760,1608,0.00654296875,0.9975124378109452,0.0024875621890547263,0.00637876416852221,0.3129145532579009,4.6787037717876956e-05,0.02005629427731037
qkv_max_b0.5_fro:protect_masked_new,development,245760,1903,0.007743326822916666,0.9963215974776668,0.0036784025223331584,0.007573594616383257,0.3716189729517836,6.94379850756377e-05,0.01960432529449463
qkv_max_b0.5_fro:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
qkv_max_b0.5_fro:protect_masked_new,heldout,245760,1646,0.006697591145833333,0.9987849331713244,0.001215066828675577,0.004419577549841403,0.31101021566401815,2.424930607958231e-05,0.020331701263785362
qkv_sum_b1_fro:all,calibration,245760,3418,0.013907877604166667,0.9959040374488005,0.004095962551199532,0.006863865322167081,0.6640655481857198,8.355410682270303e-05,0.12006471306085587
qkv_sum_b1_fro:all,development,245760,3958,0.016105143229166667,0.9964628600303184,0.0035371399696816574,0.005928819950904568,0.773030184241474,0.0008344464586116374,1.3342936038970947
qkv_sum_b1_fro:all,final_benchmark,245760,3383,0.013765462239583333,0.9825598581141,0.01744014188590009,0.02242996732117325,0.6444358278402481,0.0008635186241008341,0.21790747344493866
qkv_sum_b1_fro:all,heldout,245760,3626,0.014754231770833333,0.9975179260893546,0.002482073910645339,0.004710796463812146,0.6842603102534998,3.563961581676267e-05,0.016052132472395897
qkv_sum_b1_fro:protect_masked_new,calibration,245760,1608,0.00654296875,0.9975124378109452,0.0024875621890547263,0.00637876416852221,0.3129145532579009,4.712321242550388e-05,0.020596859976649284
qkv_sum_b1_fro:protect_masked_new,development,245760,1907,0.007759602864583334,0.994231777661248,0.0057682223387519665,0.01029966051604867,0.3716189729517836,0.0001086204792954959,0.021429743617773056
qkv_sum_b1_fro:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
qkv_sum_b1_fro:protect_masked_new,heldout,245760,1646,0.006697591145833333,0.9987849331713244,0.001215066828675577,0.004419577549841403,0.31101021566401815,1.9018700186279602e-05,0.015890996903181076
qkv_max_b1_fro:all,calibration,245760,3427,0.013944498697916667,0.995914794280712,0.004085205719288007,0.006845870739875678,0.6658213031603589,8.871462341630831e-05,0.0641169622540474
qkv_max_b1_fro:all,development,245760,3880,0.015787760416666668,0.9969072164948454,0.003092783505154639,0.005398415266784987,0.7581340650725206,5.7524535804986954e-05,0.013612073846161366
qkv_max_b1_fro:all,final_benchmark,245760,3349,0.013627115885416667,0.992236488504031,0.007763511495968946,0.011351373273614409,0.6442419542458317,0.00014359745546244085,0.04094287380576134
qkv_max_b1_fro:all,heldout,245760,3628,0.014762369791666667,0.9983461962513782,0.0016538037486218302,0.0036036589122635334,0.6852062050699962,3.463673056103289e-05,0.013085518032312393
qkv_max_b1_fro:protect_masked_new,calibration,245760,1608,0.00654296875,0.9975124378109452,0.0024875621890547263,0.00637876416852221,0.3129145532579009,3.7358371628215536e-05,0.015747006982564926
qkv_max_b1_fro:protect_masked_new,development,245760,1902,0.0077392578125,0.9968454258675079,0.0031545741324921135,0.006865507898669773,0.3716189729517836,4.7213685320457444e-05,0.015476739034056664
qkv_max_b1_fro:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
qkv_max_b1_fro:protect_masked_new,heldout,245760,1646,0.006697591145833333,0.9987849331713244,0.001215066828675577,0.004419577549841403,0.31101021566401815,1.9018700186279602e-05,0.015890996903181076
qkv_sum_b2_fro:all,calibration,245760,3424,0.013932291666666667,0.9959112149532711,0.0040887850467289715,0.00685185844141836,0.6652360515021459,7.980613736435771e-05,0.0641169622540474
qkv_sum_b2_fro:all,development,245760,3969,0.01614990234375,0.9962207105064248,0.003779289493575208,0.006226513410302898,0.7749901999215993,0.0008562346920371056,1.3342936038970947
qkv_sum_b2_fro:all,final_benchmark,245760,3359,0.013667805989583334,0.9916641857695743,0.008335814230425722,0.012021278589059168,0.6457929430011632,0.00015202265058178455,0.03208598122000694
qkv_sum_b2_fro:all,heldout,245760,3715,0.015116373697916666,0.9975773889636609,0.0024226110363391655,0.00459810154813031,0.7010972379871359,0.0017333166906610131,3.992147922515869
qkv_sum_b2_fro:protect_masked_new,calibration,245760,1608,0.00654296875,0.9975124378109452,0.0024875621890547263,0.00637876416852221,0.3129145532579009,3.878827556036413e-05,0.018046291545033455
qkv_sum_b2_fro:protect_masked_new,development,245760,1901,0.007735188802083333,0.997369805365597,0.0026301946344029457,0.006142493308764674,0.3716189729517836,4.303088644519448e-05,0.018538855016231537
qkv_sum_b2_fro:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
qkv_sum_b2_fro:protect_masked_new,heldout,245760,1647,0.00670166015625,0.9981785063752276,0.0018214936247723133,0.0053418189886401774,0.31101021566401815,2.8818732971558347e-05,0.016159674152731895
qkv_max_b2_fro:all,calibration,245760,3462,0.0140869140625,0.9959560947429231,0.004043905257076834,0.00677677966865386,0.6726492391728444,0.0001602515985723585,0.0326467864215374
qkv_max_b2_fro:all,development,245760,3943,0.016044108072916667,0.9936596500126808,0.0063403499873193,0.00934328632327024,0.7679341434731478,0.0001974719052668661,0.01596006751060486
qkv_max_b2_fro:all,final_benchmark,245760,3375,0.01373291015625,0.9917037037037038,0.008296296296296296,0.01196441349257171,0.6488949205118263,0.0001929664285853505,0.04094287380576134
qkv_max_b2_fro:all,heldout,245760,3667,0.014921061197916667,0.9945459503681483,0.00545404963185165,0.008409666734732603,0.6899356791524782,0.00013095496979076415,0.01196746714413166
qkv_max_b2_fro:protect_masked_new,calibration,245760,1608,0.00654296875,0.9975124378109452,0.0024875621890547263,0.00637876416852221,0.3129145532579009,3.7358371628215536e-05,0.015747006982564926
qkv_max_b2_fro:protect_masked_new,development,245760,1902,0.0077392578125,0.9968454258675079,0.0031545741324921135,0.006865507898669773,0.3716189729517836,4.7213685320457444e-05,0.015476739034056664
qkv_max_b2_fro:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
qkv_max_b2_fro:protect_masked_new,heldout,245760,1646,0.006697591145833333,0.9987849331713244,0.001215066828675577,0.004419577549841403,0.31101021566401815,1.9018700186279602e-05,0.015890996903181076
q_only_mean:all,calibration,245760,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
q_only_mean:all,development,245760,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
q_only_mean:all,final_benchmark,245760,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
q_only_mean:all,heldout,245760,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
q_only_mean:protect_masked_new,calibration,245760,1655,0.006734212239583333,0.9691842900302114,0.03081570996978852,0.04028928856017278,0.3129145532579009,0.0007743836613371968,0.03461696580052376
q_only_mean:protect_masked_new,development,245760,1990,0.008097330729166666,0.9527638190954774,0.04723618090452261,0.05746105586165328,0.3716189729517836,0.0013018574099987745,0.054850805550813675
q_only_mean:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
q_only_mean:protect_masked_new,heldout,245760,1689,0.00687255859375,0.9733570159857904,0.02664298401420959,0.035463255555316285,0.31101021566401815,0.0007337950519286096,0.03352545574307442
kv_only_max_mean:all,calibration,245760,4020,0.016357421875,0.9435323383084577,0.05646766169154229,0.06403556105392445,0.739953179867343,0.038817547261714935,2.4502155780792236
kv_only_max_mean:all,development,245760,4498,0.018302408854166667,0.9248554913294798,0.07514450867052024,0.08321641825574892,0.8153665229321835,0.050292860716581345,2.299692392349243
kv_only_max_mean:all,final_benchmark,245760,3984,0.0162109375,0.9332329317269077,0.06676706827309237,0.07494301890533508,0.7208220240403257,0.04303703457117081,2.3997297286987305
kv_only_max_mean:all,heldout,245760,4312,0.017545572916666665,0.9329777365491652,0.06702226345083488,0.07487797010200381,0.761066969353008,0.04724898934364319,5.023910045623779
kv_only_max_mean:protect_masked_new,calibration,245760,1608,0.00654296875,0.9975124378109452,0.0024875621890547263,0.00637876416852221,0.3129145532579009,3.7358371628215536e-05,0.015747006982564926
kv_only_max_mean:protect_masked_new,development,245760,1902,0.0077392578125,0.9968454258675079,0.0031545741324921135,0.006865507898669773,0.3716189729517836,4.7213685320457444e-05,0.015476739034056664
kv_only_max_mean:protect_masked_new,final_benchmark,245760,960,0.00390625,1.0,0.0,0.003985571263342763,0.18611865063978286,0.0,0.0
kv_only_max_mean:protect_masked_new,heldout,245760,1646,0.006697591145833333,0.9987849331713244,0.001215066828675577,0.004419577549841403,0.31101021566401815,1.9018700186279602e-05,0.015890996903181076
kv_only_sum_mean:all,calibration,245760,4012,0.016324869791666665,0.943419740777667,0.056580259222333,0.06416270171649963,0.7383925087787748,0.038876861333847046,2.4502155780792236
kv_only_sum_mean:all,development,245760,4491,0.01827392578125,0.9242930305054553,0.07570696949454464,0.08381136194544177,0.8136025088200706,0.050358135253190994,2.299692392349243
kv_only_sum_mean:all,final_benchmark,245760,3985,0.016215006510416668,0.9322459222082811,0.06775407779171895,0.07598079051373115,0.7202404032570764,0.04302454739809036,2.3997297286987305
kv_only_sum_mean:all,heldout,245760,4308,0.017529296875,0.9312906220984215,0.06870937790157845,0.07665374354899743,0.7589860007567159,0.04728345572948456,5.023910045623779
