policy,reuse_fraction,tile_safe_fraction_at_1pct,median_tile_error,p99_tile_error,query_safe_fraction_at_1pct,median_query_error
reuse_1_then_refresh,0.5,0.2265625,0.3307839035987854,2.2115862369537354,0.015625,0.5342926979064941
reuse_2_then_refresh,0.625,0.19876302083333333,0.44092482328414917,2.30196213722229,0.0125,0.7165190577507019
reuse_3_then_refresh,0.75,0.1921657986111111,0.5259609222412109,2.3162472248077393,0.006944444444444444,0.7916142344474792
