batch_size,block_size,scheduler,mean_latency_ms,p50_latency_ms,p95_latency_ms,throughput_tokens_per_s,straggler_ratio,batch_waste_ratio,block_internal_waste_ratio,mean_steps_needed
4,16,real_llada_confidence_cutoff,460.749,460.749,460.749,138.904,1.000,2.081,1.430,2.750
