run_id,batch_size,batch_id,block_index,active_requests,batch_block_steps,max_request_steps_used,min_request_steps_used,mean_request_steps_used,latency_ms,waste_token_steps
20260623_052639,4,0,0,4,4,4,2,2.75,458.8711730102659,133
