dimension,value,veto_bin,kept_tiles,tiles,fraction_of_kept,mean_veto_attention_mass,new_max_fraction,mean_v_max_norm,mean_v_variance
layer,18,5-8,43126,4002,0.09279784816583964,0.1003018468618393,0.5882058970514743,12.833927154541016,0.5700564980506897
layer,18,9-16,43126,4597,0.10659462968974633,0.11077596247196198,0.6567326517293888,12.819275856018066,0.5644538402557373
layer,18,17-32,43126,4993,0.11577702546027918,0.12309762090444565,0.7039855798117365,12.919612884521484,0.5632665753364563
layer,18,33-64,43126,6121,0.14193294068543338,0.1941513866186142,0.7706257147524914,12.938763618469238,0.560888409614563
layer,18,65-128,43126,12837,0.29766266289477344,0.19567309319972992,0.9320713562358807,12.868278503417969,0.529445230960846
layer,19,1,49701,5182,0.10426349570431179,0.06506221741437912,0.45966808182169044,14.572052001953125,0.7132742404937744
layer,19,2-4,49701,7435,0.14959457556185993,0.08462386578321457,0.5331540013449899,14.500580787658691,0.7130681872367859
layer,19,5-8,49701,5133,0.10327760004828877,0.10994832217693329,0.6405610753945061,14.451870918273926,0.7080994844436646
layer,19,9-16,49701,5781,0.11631556709120541,0.1237364411354065,0.6941705587268638,14.58923053741455,0.708446741104126
layer,19,17-32,49701,6013,0.12098348121768174,0.1455819457769394,0.727091302178613,14.501179695129395,0.6981317400932312
layer,19,33-64,49701,7111,0.1430755920404016,0.2051207274198532,0.7816059625931655,14.39126205444336,0.6801844835281372
layer,19,65-128,49701,13046,0.2624896883362508,0.19745291769504547,0.9204353824927181,14.357605934143066,0.6467067003250122
layer,20,1,43296,4708,0.10873983739837398,0.06260578334331512,0.3927357689039932,14.229609489440918,0.6737827658653259
layer,20,2-4,43296,5959,0.1376339615668884,0.08037608861923218,0.48011411310622587,14.17845344543457,0.6768880486488342
layer,20,5-8,43296,3950,0.09123244641537324,0.09097392112016678,0.5891139240506329,14.063804626464844,0.6672248840332031
layer,20,9-16,43296,4408,0.10181079083518108,0.09884069114923477,0.6719600725952813,14.306743621826172,0.6725115776062012
layer,20,17-32,43296,4918,0.11359016999260901,0.10441642254590988,0.7025213501423343,14.417747497558594,0.6820372939109802
layer,20,33-64,43296,6246,0.14426274944567627,0.18278007209300995,0.7700928594300352,14.433472633361816,0.6783133149147034
layer,20,65-128,43296,13107,0.302730044345898,0.19227591156959534,0.9357595178149081,14.396087646484375,0.6578244566917419
layer,21,1,43975,5058,0.11501989766913019,0.06933553516864777,0.4193357058125741,15.82973861694336,0.7551535964012146
layer,21,2-4,43975,6530,0.14849346219442866,0.09220042079687119,0.4906584992343032,15.931439399719238,0.7540241479873657
