dimension,value,veto_bin,kept_tiles,tiles,fraction_of_kept,mean_veto_attention_mass,new_max_fraction,mean_v_max_norm,mean_v_variance
layer,28,33-64,42956,5475,0.12745600148989664,0.20935091376304626,0.6370776255707763,24.067888259887695,1.413379430770874
layer,28,65-128,42956,10982,0.2556569512990036,0.20000356435775757,0.8839009287925697,24.031274795532227,1.384922981262207
layer,29,1,43311,6125,0.1414190390431992,0.06388887017965317,0.43689795918367347,27.08964729309082,1.9022425413131714
layer,29,2-4,43311,7154,0.16517743760245665,0.091051384806633,0.5,27.266725540161133,1.8705693483352661
layer,29,5-8,43311,4081,0.09422548544249729,0.11637377738952637,0.5871110022053418,27.134992599487305,1.832319974899292
layer,29,9-16,43311,4375,0.10101359931657085,0.13844960927963257,0.5856,27.04962921142578,1.784548044204712
layer,29,17-32,43311,4680,0.10805569024035465,0.17680226266384125,0.5955128205128205,26.747419357299805,1.7084614038467407
layer,29,33-64,43311,5485,0.12664219251460368,0.21693815290927887,0.6546946216955333,26.1769962310791,1.5777454376220703
layer,29,65-128,43311,11411,0.2634665558403177,0.1982370913028717,0.8759092104110069,26.31109046936035,1.5433835983276367
layer,30,1,44876,6352,0.14154559229877886,0.06601230055093765,0.4505667506297229,32.73122787475586,2.5895817279815674
layer,30,2-4,44876,7675,0.17102682948569392,0.09062951058149338,0.5183061889250814,32.99433517456055,2.569556951522827
layer,30,5-8,44876,4435,0.09882788127284071,0.11776091158390045,0.6187147688838782,33.12065124511719,2.560138702392578
layer,30,9-16,44876,4540,0.10116766200196096,0.14292649924755096,0.6143171806167401,32.804161071777344,2.4535796642303467
layer,30,17-32,44876,5075,0.11308940190747839,0.16900743544101715,0.6001970443349753,32.192626953125,2.297776937484741
layer,30,33-64,44876,5889,0.13122827346465818,0.2293032705783844,0.7016471387332315,31.678686141967773,2.180253028869629
layer,30,65-128,44876,10910,0.243114359568589,0.20978736877441406,0.9089825847846013,31.55286407470703,2.054699420928955
layer,31,1,49412,6307,0.1276410588521007,0.06618259847164154,0.4450610432852386,37.5694580078125,3.5790464878082275
layer,31,2-4,49412,8113,0.16419088480531044,0.08575931936502457,0.5028965857266116,37.26948928833008,3.4492013454437256
layer,31,5-8,49412,5094,0.10309236622682749,0.10608343780040741,0.6012956419316844,37.35578536987305,3.416072368621826
layer,31,9-16,49412,5840,0.11818991338136485,0.11875414848327637,0.6671232876712329,37.08137512207031,3.32165789604187
layer,31,17-32,49412,6040,0.12223751315469926,0.1326926350593567,0.6874172185430464,36.57111358642578,3.171917676925659
layer,31,33-64,49412,6824,0.13810410426617017,0.21789687871932983,0.7448710433763188,36.432777404785156,2.9792895317077637
layer,31,65-128,49412,11194,0.2265441593135271,0.22433577477931976,0.9064677505806682,36.13569641113281,2.690275192260742
head,0,1,45671,4573,0.10012918482187821,0.06195322051644325,0.3901158976601793,14.037622451782227,0.7995787262916565
head,0,2-4,45671,5720,0.12524359002430427,0.07329396158456802,0.44265734265734263,13.39533805847168,0.7642531991004944
head,0,5-8,45671,3825,0.08375117689562304,0.0768045112490654,0.5126797385620915,11.795517921447754,0.6326104402542114
head,0,9-16,45671,4948,0.10834008451752754,0.07149992883205414,0.5559822150363783,10.666834831237793,0.5422254204750061
head,0,17-32,45671,5009,0.10967572420135316,0.08294511586427689,0.6664004791375524,10.82419490814209,0.5363790392875671
head,0,33-64,45671,6020,0.13181230978082373,0.15462671220302582,0.748671096345515,11.353418350219727,0.5646650195121765
head,0,65-128,45671,15576,0.3410479297584901,0.1371457874774933,0.8159989727786338,9.657620429992676,0.4271976947784424
head,1,1,48825,4354,0.08917562724014337,0.05620991066098213,0.4650895728066146,15.55965805053711,0.8841517567634583
head,1,2-4,48825,5708,0.11690732206861239,0.07224904000759125,0.5120882971268396,15.440208435058594,0.8678666949272156
head,1,5-8,48825,3799,0.07780849974398361,0.092110775411129,0.5835746249012899,15.131128311157227,0.834218442440033
head,1,9-16,48825,4645,0.09513568868407578,0.10291830450296402,0.6015069967707212,14.737483024597168,0.8090394139289856
head,1,17-32,48825,5743,0.1176241679467486,0.11786531656980515,0.5993383249172907,14.378008842468262,0.7705079913139343
head,1,33-64,48825,6886,0.1410343061955965,0.14979663491249084,0.6443508568109207,13.266632080078125,0.6602222919464111
head,1,65-128,48825,17690,0.3623143881208397,0.12475807964801788,0.7581684567552289,10.31708812713623,0.43339502811431885
head,2,1,50072,4512,0.09011024125259626,0.06113680079579353,0.48138297872340424,14.916977882385254,0.8741691708564758
head,2,2-4,50072,6013,0.12008707461255792,0.07909350097179413,0.5132213537335772,14.884504318237305,0.8569120764732361
head,2,5-8,50072,3983,0.07954545454545454,0.0927899032831192,0.5839819231734873,14.91169548034668,0.8522995114326477
head,2,9-16,50072,4448,0.08883208180220482,0.10631926357746124,0.6292715827338129,14.522768020629883,0.8182657957077026
head,2,17-32,50072,4813,0.09612158491771848,0.12293542921543121,0.6623727404944941,14.032902717590332,0.7604979276657104
head,2,33-64,50072,5951,0.11884885764499122,0.15766942501068115,0.6911443454881533,13.067367553710938,0.6441357135772705
head,2,65-128,50072,20352,0.40645470522447674,0.10343974828720093,0.7057783018867925,8.896702766418457,0.33880743384361267
head,3,1,48439,4681,0.09663700737009434,0.055826593190431595,0.44093142490920745,14.53200912475586,0.7372778654098511
head,3,2-4,48439,6102,0.1259728730981234,0.07057975977659225,0.4829564077351688,13.76518726348877,0.6836960315704346
head,3,5-8,48439,3948,0.08150457276161771,0.09087448567152023,0.5531914893617021,13.49582290649414,0.647922933101654
head,3,9-16,48439,4493,0.09275583723858874,0.10817902535200119,0.6033830402848877,12.927713394165039,0.6087167263031006
head,3,17-32,48439,5160,0.1065257333966432,0.11233293265104294,0.6294573643410852,12.63206672668457,0.5790700912475586
head,3,33-64,48439,6594,0.1361299779103615,0.14655639231204987,0.6766757658477404,12.055923461914062,0.5230377912521362
head,3,65-128,48439,17461,0.3604739982245711,0.13564260303974152,0.8113510108241223,10.12414264678955,0.40187233686447144
head,4,1,45461,4144,0.09115505598205055,0.053403958678245544,0.4283301158301158,17.12454605102539,1.235771656036377
head,4,2-4,45461,5619,0.12360044873627944,0.06747502833604813,0.46378359138636766,16.516931533813477,1.127134084701538
head,4,5-8,45461,3746,0.08240029915751963,0.08194875717163086,0.5208222103577149,15.860730171203613,1.0426973104476929
head,4,9-16,45461,3966,0.08723961197509954,0.08695580065250397,0.5748865355521936,15.68010139465332,0.9971020221710205
head,4,17-32,45461,4437,0.09760014078000924,0.10875577479600906,0.610773044850124,15.337747573852539,0.9490385055541992
head,4,33-64,45461,6367,0.1400541123160511,0.1562943160533905,0.6357782315062038,13.677051544189453,0.7842075228691101
head,4,65-128,45461,17182,0.3779503310529905,0.13041071593761444,0.7607379816086602,10.830682754516602,0.5240870118141174
head,5,1,45405,4170,0.0918401057152296,0.05572514981031418,0.4594724220623501,15.526457786560059,0.8983440399169922
head,5,2-4,45405,5405,0.11903975333113093,0.07419712841510773,0.5078630897317299,15.537388801574707,0.8877997398376465
head,5,5-8,45405,3336,0.07347208457218368,0.08516155928373337,0.572841726618705,15.050272941589355,0.8352500200271606
head,5,9-16,45405,3898,0.08584957603788129,0.10192516446113586,0.6067213955874807,14.660907745361328,0.7989609241485596
head,5,17-32,45405,4567,0.10058363616341813,0.12545689940452576,0.6328005255090869,13.878424644470215,0.7203458547592163
head,5,33-64,45405,5761,0.12688029952648386,0.16819274425506592,0.6981426835618816,12.871455192565918,0.638636589050293
head,5,65-128,45405,18268,0.4023345446536725,0.12213079631328583,0.7311145171885264,9.010774612426758,0.36446839570999146
head,6,1,44740,4068,0.09092534644613322,0.06211492419242859,0.43289085545722716,16.223697662353516,1.074137806892395
head,6,2-4,44740,5364,0.11989271345552079,0.08529046177864075,0.5212527964205816,15.769085884094238,0.9987071752548218
head,6,5-8,44740,3700,0.08270004470272686,0.10071148723363876,0.6167567567567568,14.897786140441895,0.902485191822052
head,6,9-16,44740,4337,0.09693786320965579,0.11159718781709671,0.6352317270002306,14.14739990234375,0.8285082578659058
head,6,17-32,44740,5041,0.11267322306660706,0.12475061416625977,0.6222971632612577,13.494654655456543,0.7360157370567322
head,6,33-64,44740,6225,0.13913723737147965,0.17554283142089844,0.6881927710843373,12.886141777038574,0.6850878000259399
head,6,65-128,44740,16005,0.3577335717478766,0.15412123501300812,0.8329272102467978,10.480196952819824,0.4819590151309967
head,7,1,52347,4659,0.08900223508510516,0.0582558698952198,0.5265078342992059,15.229094505310059,0.8479251265525818
head,7,2-4,52347,6301,0.12036983972338434,0.0733024924993515,0.5470560228535153,15.091705322265625,0.8364388942718506
head,7,5-8,52347,4150,0.07927865971306856,0.08581606298685074,0.6146987951807229,14.567572593688965,0.7990649938583374
head,7,9-16,52347,5036,0.09620417597952127,0.09725020080804825,0.6445591739475774,14.404796600341797,0.7626299858093262
head,7,17-32,52347,5625,0.10745601467132787,0.1021495908498764,0.6430222222222223,13.968844413757324,0.713257908821106
head,7,33-64,52347,7155,0.13668405066192904,0.14133591949939728,0.6763102725366876,12.930495262145996,0.6191563606262207
head,7,65-128,52347,19421,0.3710050241656637,0.11035390198230743,0.7723598166932701,9.988580703735352,0.39192503690719604
head,8,1,46226,4436,0.09596331069095314,0.056862518191337585,0.4294409377817854,15.119294166564941,0.9589143395423889
head,8,2-4,46226,5651,0.12224722017911997,0.07456792145967484,0.48628561316581137,14.539962768554688,0.8926498293876648
head,8,5-8,46226,3882,0.08397871327824168,0.09148819744586945,0.5461102524471921,13.768308639526367,0.8173943758010864
head,8,9-16,46226,4348,0.09405962012720115,0.10544208437204361,0.5816467341306347,13.406197547912598,0.7803442478179932
head,8,17-32,46226,4635,0.10026824730671051,0.12032503634691238,0.6379719525350593,13.379476547241211,0.7847498059272766
head,8,33-64,46226,5610,0.12136027343919006,0.18867620825767517,0.6951871657754011,13.383620262145996,0.7513546347618103
head,8,65-128,46226,17664,0.38212261497858346,0.12411724030971527,0.7514719202898551,9.2235746383667,0.4247487783432007
head,9,1,50041,4317,0.08626925920744989,0.055094629526138306,0.4857539958304378,15.736151695251465,0.9251742362976074
head,9,2-4,50041,6177,0.12343878020023581,0.0672701895236969,0.5206410879067509,15.235763549804688,0.8583037257194519
head,9,5-8,50041,4287,0.08566975080434044,0.08455776423215866,0.6006531373921157,14.672412872314453,0.8057117462158203
head,9,9-16,50041,4732,0.09456245878379729,0.09511327743530273,0.6320794590025359,14.294917106628418,0.7487393617630005
head,9,17-32,50041,5411,0.10813133230750785,0.10905475169420242,0.6366660506375901,13.453274726867676,0.678462028503418
head,9,33-64,50041,6607,0.13203173397813792,0.14575214684009552,0.6453761162403512,13.000548362731934,0.6194647550582886
head,9,65-128,50041,18510,0.3698966847185308,0.11811187118291855,0.7636412749864938,10.361841201782227,0.4186638593673706
head,10,1,45631,4264,0.0934452455567487,0.05532306432723999,0.3956378986866792,15.313675880432129,0.8095648288726807
head,10,2-4,45631,5613,0.12300848107646117,0.0712021216750145,0.4673080349189382,15.278217315673828,0.7931620478630066
head,10,5-8,45631,3602,0.07893756437509587,0.08082279562950134,0.5619100499722376,14.310723304748535,0.6978866457939148
head,10,9-16,45631,4112,0.09011417676579518,0.09071073681116104,0.5933852140077821,13.982413291931152,0.6624664664268494
head,10,17-32,45631,4637,0.10161951305033859,0.10102294385433197,0.5973689885701963,13.470011711120605,0.6176283955574036
head,10,33-64,45631,5935,0.13006508733098113,0.16403809189796448,0.6719460825610784,13.175079345703125,0.5893558859825134
head,10,65-128,45631,17468,0.38280993184457934,0.1277826875448227,0.74158461186169,9.889068603515625,0.37664949893951416
head,11,1,48017,4785,0.09965220651019431,0.06310789287090302,0.4459770114942529,14.6423978805542,0.8307561278343201
head,11,2-4,48017,5922,0.12333132015744423,0.08235814422369003,0.5118203309692672,14.131160736083984,0.8040051460266113
head,11,5-8,48017,3727,0.07761834350334257,0.09815676510334015,0.565870673463912,13.722514152526855,0.7520095705986023
head,11,9-16,48017,4194,0.08734406564341796,0.10597866028547287,0.6111111111111112,13.001434326171875,0.6807673573493958
head,11,17-32,48017,4937,0.10281775204615032,0.1108391284942627,0.6175815272432651,12.446537017822266,0.621764063835144
head,11,33-64,48017,6316,0.1315367474019618,0.15003593266010284,0.6458201393286891,11.647422790527344,0.5577714443206787
head,11,65-128,48017,18136,0.3776995647374888,0.1171964630484581,0.7594838994265549,9.316150665283203,0.3909163773059845
head,12,1,48585,4246,0.08739322836266337,0.057867687195539474,0.4585492227979275,15.680802345275879,0.9413321614265442
head,12,2-4,48585,6130,0.12617062879489555,0.07148974388837814,0.49836867862969003,14.981650352478027,0.8907172679901123
head,12,5-8,48585,4287,0.08823711021920345,0.08516298979520798,0.5369722416608351,14.403188705444336,0.8352817893028259
head,12,9-16,48585,4671,0.09614078419265205,0.09262951463460922,0.5825305073859988,13.805784225463867,0.804637610912323
head,12,17-32,48585,5119,0.10536173716167542,0.10886876285076141,0.6364524321156476,13.416945457458496,0.7217055559158325
head,12,33-64,48585,6442,0.13259236389832252,0.15726973116397858,0.669823036324123,12.837931632995605,0.6364670991897583
head,12,65-128,48585,17690,0.3641041473705876,0.12067441642284393,0.7655172413793103,10.418627738952637,0.4603201150894165
head,13,1,49396,4374,0.0885496801360434,0.06469736993312836,0.49657064471879286,16.510473251342773,0.8835470676422119
head,13,2-4,49396,6139,0.12428131832537047,0.08374808728694916,0.5238638214692947,15.96453857421875,0.8253223299980164
head,13,5-8,49396,4138,0.08377196534132318,0.1077568307518959,0.597873368777187,15.443536758422852,0.795874297618866
head,13,9-16,49396,4822,0.09761924042432586,0.1227438747882843,0.6030692658647864,14.892502784729004,0.7423747181892395
head,13,17-32,49396,5384,0.10899667989310875,0.12979549169540405,0.6149702823179792,14.08359432220459,0.6772790551185608
head,13,33-64,49396,6363,0.1288160984695117,0.17429783940315247,0.6976269055476976,13.880195617675781,0.6352002024650574
head,13,65-128,49396,18176,0.3679650174103166,0.12593981623649597,0.7546214788732394,9.716689109802246,0.3709396719932556
head,14,1,48612,4261,0.08765325434049206,0.05701694265007973,0.45928185871861066,15.782234191894531,0.9131012558937073
head,14,2-4,48612,5855,0.1204435118900683,0.07436156272888184,0.5280956447480786,15.567642211914062,0.8855376839637756
head,14,5-8,48612,3836,0.0789105570640994,0.08852297067642212,0.5969760166840459,14.826165199279785,0.8139557838439941
head,14,9-16,48612,4318,0.08882580432814943,0.10276369750499725,0.6398795738767948,14.899528503417969,0.793979823589325
head,14,17-32,48612,4792,0.09857648317287912,0.1159292608499527,0.6381469115191987,14.346420288085938,0.7446704506874084
head,14,33-64,48612,6142,0.12634740393318522,0.1622680425643921,0.6732334744382937,13.122808456420898,0.6210882067680359
head,14,65-128,48612,19408,0.39924298527112645,0.12137771397829056,0.745929513602638,9.766542434692383,0.3938831686973572
head,15,1,46656,4247,0.09102794924554183,0.05643994361162186,0.42053214033435365,14.88674545288086,0.8049388527870178
head,15,2-4,46656,5628,0.1206275720164609,0.0711861327290535,0.503909026297086,14.00601863861084,0.7319937944412231
head,15,5-8,46656,3729,0.07992541152263374,0.08496984094381332,0.587288817377313,13.105290412902832,0.6663693189620972
head,15,9-16,46656,4293,0.0920138888888889,0.09605324268341064,0.6019100861868157,12.973028182983398,0.6392943263053894
head,15,17-32,46656,4927,0.10560270919067215,0.10487626492977142,0.6358839050131926,12.537627220153809,0.6070457696914673
head,15,33-64,46656,5808,0.12448559670781893,0.16036997735500336,0.6909435261707989,12.976737022399902,0.6198340654373169
head,15,65-128,46656,18024,0.3863168724279835,0.12215074151754379,0.7739125610297382,9.350112915039062,0.38034921884536743
head,16,1,47987,4311,0.08983683080834393,0.06042459234595299,0.47529575504523314,15.734679222106934,0.911878228187561
head,16,2-4,47987,5627,0.11726092483380916,0.07972385734319687,0.5249688999466856,15.164523124694824,0.8546435832977295
head,16,5-8,47987,3779,0.07875049492570904,0.0968979001045227,0.6035988356708124,15.169931411743164,0.8487879633903503
head,16,9-16,47987,4303,0.08967011899055995,0.1047578901052475,0.6414129676969557,14.8295259475708,0.8023843169212341
head,16,17-32,47987,5083,0.1059245212244983,0.11629357188940048,0.6482392288018887,13.743461608886719,0.7141908407211304
head,16,33-64,47987,6432,0.13403630149832246,0.15601050853729248,0.6857898009950248,13.352378845214844,0.6627255082130432
head,16,65-128,47987,18452,0.3845208077187572,0.12048789858818054,0.7724907869065684,10.223052024841309,0.4402543604373932
head,17,1,47852,4317,0.09021566496698152,0.05632530897855759,0.467685892981237,15.11439037322998,0.8315646648406982
head,17,2-4,47852,6003,0.12544930201454485,0.07244990766048431,0.5160752956854906,14.6448335647583,0.7795620560646057
head,17,5-8,47852,4024,0.0840926189083006,0.08637198060750961,0.5673459244532804,14.157177925109863,0.7357574701309204
head,17,9-16,47852,4371,0.09134414444537324,0.10269573330879211,0.5941432166552276,13.736394882202148,0.706378161907196
head,17,17-32,47852,4896,0.10231547270751484,0.12438211590051651,0.6582924836601307,13.340041160583496,0.6505277752876282
head,17,33-64,47852,5983,0.12503134665217755,0.15773163735866547,0.7038275112819655,13.04983901977539,0.6025582551956177
head,17,65-128,47852,18258,0.3815514503051074,0.12536543607711792,0.7943367291050498,9.729610443115234,0.3897460103034973
head,18,1,47885,4333,0.0904876266054088,0.058541182428598404,0.49042234018001385,16.62569236755371,1.0338943004608154
head,18,2-4,47885,5792,0.12095645818105878,0.0762086808681488,0.5160566298342542,15.92088794708252,0.9390333890914917
head,18,5-8,47885,3762,0.07856322439177195,0.09176021069288254,0.588782562466773,14.975301742553711,0.8386154174804688
head,18,9-16,47885,4352,0.0908844105669834,0.10626570135354996,0.6266084558823529,14.572599411010742,0.7592042684555054
head,18,17-32,47885,4787,0.099968674950402,0.1254633665084839,0.6411113432212241,13.970458984375,0.7171756029129028
head,18,33-64,47885,6792,0.14183982457972225,0.15452304482460022,0.6501766784452296,12.54811954498291,0.580083429813385
head,18,65-128,47885,18067,0.3772997807246528,0.13025806844234467,0.7579011457353185,10.307516098022461,0.41979706287384033
head,19,1,46662,4529,0.09705970597059706,0.05754006281495094,0.44844336498123205,14.541096687316895,0.8045302033424377
head,19,2-4,46662,5795,0.1241909905276242,0.07499970495700836,0.5064710957722174,14.602124214172363,0.7931323051452637
head,19,5-8,46662,3829,0.08205820582058206,0.0946391373872757,0.5743013841734135,14.1055326461792,0.7485730051994324
head,19,9-16,46662,4210,0.09022330804509023,0.10734450817108154,0.6270783847980997,13.774520874023438,0.6974782347679138
head,19,17-32,46662,4668,0.10003857528610004,0.11478768289089203,0.6465295629820051,13.111705780029297,0.6314265131950378
head,19,33-64,46662,5574,0.11945480262311946,0.16782930493354797,0.7047003946896304,12.877593040466309,0.5933325886726379
head,19,65-128,46662,18057,0.38697441172688696,0.12190646678209305,0.7755441103173285,9.566650390625,0.37752875685691833
head,20,1,47394,4380,0.09241676161539436,0.054316308349370956,0.41598173515981735,15.373510360717773,0.9277191758155823
head,20,2-4,47394,5730,0.12090137992150905,0.06818991899490356,0.4673647469458988,14.560844421386719,0.8428277969360352
head,20,5-8,47394,3980,0.08397687470987888,0.0696820542216301,0.5221105527638191,13.829866409301758,0.7775624394416809
head,20,9-16,47394,4624,0.09756509262775878,0.07361152768135071,0.5735294117647058,13.375645637512207,0.7470515370368958
head,20,17-32,47394,5047,0.10649027303034139,0.09042254835367203,0.5975827224093521,12.777714729309082,0.6895663142204285
head,20,33-64,47394,6046,0.12756889057686627,0.1492406725883484,0.6467085676480318,12.463183403015137,0.6424391865730286
head,20,65-128,47394,17587,0.3710807275182513,0.12803776562213898,0.7668732586569625,10.112561225891113,0.4487931728363037
head,21,1,48863,4497,0.0920328264740192,0.05913098528981209,0.43028685790527016,14.933586120605469,0.8276845216751099
head,21,2-4,48863,6035,0.12350858522808669,0.08028988540172577,0.5052195526097764,14.101051330566406,0.7387275695800781
head,21,5-8,48863,4007,0.08200478889957637,0.0953284427523613,0.594709258797105,13.54719066619873,0.6960001587867737
head,21,9-16,48863,4611,0.09436588011378753,0.09793999046087265,0.6284970722186076,12.381072044372559,0.6118823885917664
head,21,17-32,48863,5567,0.11393078607535354,0.10824040323495865,0.627267828273756,12.140810012817383,0.6022917032241821
head,21,33-64,48863,7397,0.15138243660847675,0.14224855601787567,0.6590509666080844,10.880763053894043,0.488974928855896
head,21,65-128,48863,16749,0.3427746966006999,0.13575471937656403,0.8054212191772643,9.60567569732666,0.3904995322227478
head,22,1,47230,4286,0.09074740630954901,0.05584369972348213,0.42743817078861407,15.703959465026855,0.928124189376831
head,22,2-4,47230,5725,0.1212153292398899,0.0712374746799469,0.49816593886462884,15.40860652923584,0.8899222016334534
head,22,5-8,47230,4016,0.08503070082574635,0.08622503280639648,0.5500498007968128,14.499056816101074,0.7873170375823975
head,22,9-16,47230,4445,0.09411391065001058,0.09686695039272308,0.5865016872890889,14.086519241333008,0.7473353147506714
head,22,17-32,47230,4869,0.10309125555790812,0.1100057065486908,0.6019716574245225,13.755517959594727,0.6999098062515259
head,22,33-64,47230,5979,0.12659326699131906,0.1646314114332199,0.6447566482689413,13.424103736877441,0.6567844152450562
head,22,65-128,47230,17910,0.37920813042557694,0.12566186487674713,0.7496370742601899,10.053603172302246,0.4148748517036438
head,23,1,47699,4345,0.09109205643724187,0.06453409045934677,0.4934407364787112,15.845425605773926,0.9648414850234985
head,23,2-4,47699,5901,0.12371328539382377,0.0888809785246849,0.5414336553126589,15.564412117004395,0.9173647165298462
head,23,5-8,47699,3830,0.08029518438541688,0.1080876812338829,0.6122715404699739,14.962084770202637,0.8663272261619568
head,23,9-16,47699,4527,0.09490765005555672,0.11477122455835342,0.6282306163021869,14.388639450073242,0.8093814253807068
head,23,17-32,47699,5464,0.114551667749848,0.11714950948953629,0.611090775988287,13.120027542114258,0.6867275238037109
head,23,33-64,47699,6681,0.140065829472316,0.1658516228199005,0.6705582996557402,12.742140769958496,0.6473612785339355
head,23,65-128,47699,16951,0.35537432650579676,0.1381233036518097,0.7888620140404696,10.118293762207031,0.4568614065647125
head,24,1,49186,4591,0.09333956816980442,0.05528143048286438,0.4617730341973426,15.148359298706055,0.8377630114555359
head,24,2-4,49186,6168,0.12540153702273005,0.07382124662399292,0.4978923476005188,15.142420768737793,0.8321905136108398
head,24,5-8,49186,4006,0.08144593990159801,0.0929524302482605,0.5786320519221169,14.608322143554688,0.7711026072502136
head,24,9-16,49186,4303,0.08748424348391819,0.09781832247972488,0.6286311875435743,13.889303207397461,0.7099687457084656
head,24,17-32,49186,4874,0.09909323791322734,0.11505956202745438,0.6282314320886335,13.370136260986328,0.6387457847595215
head,24,33-64,49186,6433,0.1307892489732851,0.15581625699996948,0.651173635939686,12.772544860839844,0.5945358276367188
head,24,65-128,49186,18811,0.3824462245354369,0.1161898747086525,0.7431290202541067,9.775365829467773,0.40146970748901367
head,25,1,45378,4223,0.09306271761646613,0.05883572995662689,0.43784039782145395,14.933323860168457,0.9005960822105408
head,25,2-4,45378,5306,0.11692890828154612,0.07278910279273987,0.48567659253675083,14.562005043029785,0.8389877676963806
head,25,5-8,45378,3510,0.07735025783419278,0.08868969231843948,0.59002849002849,14.581932067871094,0.8398786783218384
head,25,9-16,45378,3922,0.08642954735775045,0.10919329524040222,0.6585925548189699,14.394318580627441,0.841428816318512
head,25,17-32,45378,4396,0.09687513773194059,0.12992540001869202,0.7029117379435851,13.730865478515625,0.7676871418952942
head,25,33-64,45378,5577,0.12290096522543964,0.185181125998497,0.7326519634211942,13.091886520385742,0.690096378326416
head,25,65-128,45378,18444,0.40645246595266427,0.12396228313446045,0.7533073086098461,9.43566608428955,0.4115779399871826
head,26,1,48605,4483,0.09223330933031582,0.05725281313061714,0.4434530448360473,13.990524291992188,0.7447680830955505
head,26,2-4,48605,5827,0.11988478551589343,0.07944539934396744,0.5048910245409302,13.745448112487793,0.7216547727584839
head,26,5-8,48605,4002,0.08233720810616192,0.09404014050960541,0.5572213893053474,13.614953994750977,0.7081144452095032
head,26,9-16,48605,4627,0.09519596749305627,0.1059647724032402,0.5805057272530797,13.230000495910645,0.6662030816078186
head,26,17-32,48605,4976,0.10237629873469807,0.1244310811161995,0.6296221864951769,13.314569473266602,0.6636395454406738
head,26,33-64,48605,6354,0.13072729143092274,0.17307081818580627,0.6894869373622915,12.332757949829102,0.6037663817405701
head,26,65-128,48605,18336,0.37724513938895177,0.12101005017757416,0.7330388307155323,8.773582458496094,0.3508578836917877
head,27,1,47806,4632,0.09689160356440614,0.06042824313044548,0.46481001727115717,14.964698791503906,0.8626993894577026
head,27,2-4,47806,6152,0.12868677571852905,0.07177649438381195,0.5047139141742523,14.784889221191406,0.8231301307678223
head,27,5-8,47806,3809,0.07967619127306196,0.07810506969690323,0.5431871882383827,14.366451263427734,0.7687597870826721
head,27,9-16,47806,4331,0.09059532276283312,0.09221941232681274,0.610251673978296,14.259292602539062,0.7625483274459839
head,27,17-32,47806,4819,0.10080324645441995,0.10407179594039917,0.6071799128449886,13.268791198730469,0.664837658405304
head,27,33-64,47806,5794,0.12119817596117642,0.143181711435318,0.6971004487400759,12.976578712463379,0.6315149664878845
head,27,65-128,47806,18269,0.38214868426557336,0.11606299132108688,0.7435546554272264,9.766242980957031,0.3876097798347473
head,28,1,48253,4375,0.09066793774480343,0.05606040731072426,0.4674285714285714,15.215802192687988,0.8307377696037292
head,28,2-4,48253,6106,0.12654135494166166,0.06976726651191711,0.5106452669505405,14.733172416687012,0.7960368394851685
head,28,5-8,48253,4144,0.0858806706318778,0.08654499799013138,0.5579150579150579,14.340706825256348,0.7496939301490784
head,28,9-16,48253,4774,0.09893685366712951,0.09193000197410583,0.5909090909090909,13.769259452819824,0.6967807412147522
head,28,17-32,48253,5208,0.10793111309141401,0.11467739194631577,0.6155913978494624,13.044108390808105,0.6302286982536316
head,28,33-64,48253,6270,0.1299401073508383,0.16366514563560486,0.661244019138756,12.628867149353027,0.5762584209442139
head,28,65-128,48253,17376,0.3601019625722753,0.13197234272956848,0.7536256906077348,9.615074157714844,0.37290510535240173
head,29,1,46669,4343,0.09305963273264908,0.05614136904478073,0.49021413769283906,16.933103561401367,1.042273759841919
head,29,2-4,46669,5561,0.11915832779789581,0.07335936278104782,0.5218485883833843,16.600688934326172,0.9691480398178101
head,29,5-8,46669,3671,0.07866035269665088,0.09275821596384048,0.6044674475619722,16.288848876953125,0.9416091442108154
head,29,9-16,46669,4209,0.09018834772547087,0.09957216680049896,0.641720123544785,15.600852012634277,0.8742859363555908
head,29,17-32,46669,4850,0.10392337525980844,0.11716611683368683,0.6449484536082474,14.602107048034668,0.7717979550361633
head,29,33-64,46669,6307,0.1351432428378581,0.15734675526618958,0.6889170762644681,13.467971801757812,0.6583265066146851
head,29,65-128,46669,17728,0.3798667209496668,0.12180542945861816,0.7621841155234657,10.36181640625,0.43639156222343445
head,30,1,44034,3775,0.08572920924739974,0.05546693131327629,0.41324503311258276,15.621587753295898,0.8871843814849854
head,30,2-4,44034,5219,0.11852205114229913,0.07067754119634628,0.45985821038513125,14.862617492675781,0.8122020959854126
head,30,5-8,44034,3419,0.07764454739519462,0.08406670391559601,0.5405089207370576,13.949928283691406,0.7405655384063721
head,30,9-16,44034,3919,0.0889994095471681,0.08405151218175888,0.571574381219699,12.930367469787598,0.6565962433815002
head,30,17-32,44034,4608,0.10464640959258754,0.1072545275092125,0.6043836805555556,12.54958724975586,0.6211248636245728
head,30,33-64,44034,5600,0.12717445610210293,0.15604113042354584,0.6744642857142857,12.215499877929688,0.5794023275375366
head,30,65-128,44034,17494,0.39728391697324794,0.1306709349155426,0.7811249571281582,9.662930488586426,0.3883858919143677
head,31,1,49405,4617,0.09345207974901326,0.05825547128915787,0.48104829976175006,15.55743408203125,0.9045426845550537
head,31,2-4,49405,6115,0.12377289748001215,0.07468084245920181,0.5339329517579722,14.710516929626465,0.8065758943557739
