run_id,batch_size,batch_id,block_index,active_requests,batch_block_steps,max_request_steps_used,min_request_steps_used,mean_request_steps_used,latency_ms,waste_token_steps
20260623_064629,16,0,0,16,16,16,2,3.9375,21083.75397398777,3380
