policy,reuse_fraction,tile_safe_fraction_at_1pct,median_tile_error,p99_tile_error,query_safe_fraction_at_1pct,median_query_error
reuse_1_then_refresh,0.5,0.6796875,0.0,1.362579345703125,0.046875,0.05398900434374809
reuse_2_then_refresh,0.625,0.5962890625,0.0,1.353556752204895,0.0375,0.12361165881156921
reuse_3_then_refresh,0.75,0.5764973958333334,0.0,1.3020944595336914,0.020833333333333332,0.11115007102489471
