dimension,value,error_threshold,records,oracle_reuse_fraction,median_tile_error,p99_tile_error
all,0,1e-05,983040,0.0197509765625,0.018161704763770103,1.6994884014129639
all,0,0.0001,983040,0.028025309244791668,0.018161704763770103,1.6994884014129639
all,0,0.0005,983040,0.06528828938802084,0.018161704763770103,1.6994884014129639
all,0,0.001,983040,0.11470235188802083,0.018161704763770103,1.6994884014129639
all,0,0.005,983040,0.3019480387369792,0.018161704763770103,1.6994884014129639
all,0,0.01,983040,0.4044392903645833,0.018161704763770103,1.6994884014129639
split,calibration,1e-05,245760,0.019193522135416665,0.018018104135990143,1.787537932395935
split,calibration,0.0001,245760,0.027144368489583334,0.018018104135990143,1.787537932395935
split,calibration,0.0005,245760,0.06455078125,0.018018104135990143,1.787537932395935
split,calibration,0.001,245760,0.11370849609375,0.018018104135990143,1.787537932395935
split,calibration,0.005,245760,0.30316162109375,0.018018104135990143,1.787537932395935
split,calibration,0.01,245760,0.4060587565104167,0.018018104135990143,1.787537932395935
split,development,1e-05,245760,0.020060221354166668,0.018580589443445206,1.6937094926834106
split,development,0.0001,245760,0.028165690104166665,0.018580589443445206,1.6937094926834106
split,development,0.0005,245760,0.06457926432291666,0.018580589443445206,1.6937094926834106
split,development,0.001,245760,0.113623046875,0.018580589443445206,1.6937094926834106
split,development,0.005,245760,0.29659830729166664,0.018580589443445206,1.6937094926834106
split,development,0.01,245760,0.3985066731770833,0.018580589443445206,1.6937094926834106
split,final_benchmark,1e-05,245760,0.018355305989583334,0.017617663368582726,1.689625859260559
split,final_benchmark,0.0001,245760,0.02691650390625,0.017617663368582726,1.689625859260559
split,final_benchmark,0.0005,245760,0.06470133463541666,0.017617663368582726,1.689625859260559
split,final_benchmark,0.001,245760,0.11597493489583334,0.017617663368582726,1.689625859260559
split,final_benchmark,0.005,245760,0.3065104166666667,0.017617663368582726,1.689625859260559
split,final_benchmark,0.01,245760,0.4103515625,0.017617663368582726,1.689625859260559
split,heldout,1e-05,245760,0.021394856770833335,0.018452342599630356,1.6122347116470337
split,heldout,0.0001,245760,0.029874674479166665,0.018452342599630356,1.6122347116470337
split,heldout,0.0005,245760,0.06732177734375,0.018452342599630356,1.6122347116470337
split,heldout,0.001,245760,0.1155029296875,0.018452342599630356,1.6122347116470337
split,heldout,0.005,245760,0.3015218098958333,0.018452342599630356,1.6122347116470337
split,heldout,0.01,245760,0.4028401692708333,0.018452342599630356,1.6122347116470337
phase,0,1e-05,237568,0.010569605334051725,0.0553068071603775,2.8538010120391846
phase,0,0.0001,237568,0.011920797413793104,0.0553068071603775,2.8538010120391846
phase,0,0.0005,237568,0.01746868265086207,0.0553068071603775,2.8538010120391846
phase,0,0.001,237568,0.02732270339439655,0.0553068071603775,2.8538010120391846
phase,0,0.005,237568,0.13236210264008622,0.0553068071603775,2.8538010120391846
phase,0,0.01,237568,0.2197307718211207,0.0553068071603775,2.8538010120391846
phase,1,1e-05,540672,0.019026322798295456,0.01387842372059822,1.3210455179214478
phase,1,0.0001,540672,0.028294418797348484,0.01387842372059822,1.3210455179214478
phase,1,0.0005,540672,0.06912508877840909,0.01387842372059822,1.3210455179214478
phase,1,0.001,540672,0.12246426669034091,0.01387842372059822,1.3210455179214478
phase,1,0.005,540672,0.3384362423058712,0.01387842372059822,1.3210455179214478
phase,1,0.01,540672,0.4458322236032197,0.01387842372059822,1.3210455179214478
phase,2,1e-05,204800,0.032314453125,0.009418284520506859,0.8728148937225342
phase,2,0.0001,204800,0.04599609375,0.009418284520506859,0.8728148937225342
phase,2,0.0005,204800,0.1106298828125,0.009418284520506859,0.8728148937225342
phase,2,0.001,204800,0.1955712890625,0.009418284520506859,0.8728148937225342
phase,2,0.005,204800,0.4023388671875,0.009418284520506859,0.8728148937225342
phase,2,0.01,204800,0.509423828125,0.009418284520506859,0.8728148937225342
layer,0,1e-05,30720,0.4620768229166667,0.0005346412071958184,0.053561870008707047
layer,0,0.0001,30720,0.46673177083333334,0.0005346412071958184,0.053561870008707047
layer,0,0.0005,30720,0.49684244791666665,0.0005346412071958184,0.053561870008707047
layer,0,0.001,30720,0.5281901041666667,0.0005346412071958184,0.053561870008707047
layer,0,0.005,30720,0.7026041666666667,0.0005346412071958184,0.053561870008707047
layer,0,0.01,30720,0.85166015625,0.0005346412071958184,0.053561870008707047
layer,1,1e-05,30720,0.0,0.0015228444244712591,0.04597197473049164
layer,1,0.0001,30720,0.02548828125,0.0015228444244712591,0.04597197473049164
layer,1,0.0005,30720,0.16002604166666667,0.0015228444244712591,0.04597197473049164
layer,1,0.001,30720,0.36448567708333335,0.0015228444244712591,0.04597197473049164
layer,1,0.005,30720,0.80869140625,0.0015228444244712591,0.04597197473049164
layer,1,0.01,30720,0.9216145833333333,0.0015228444244712591,0.04597197473049164
layer,2,1e-05,30720,0.0,0.002131436485797167,0.11334185302257538
layer,2,0.0001,30720,6.510416666666667e-05,0.002131436485797167,0.11334185302257538
layer,2,0.0005,30720,0.07405598958333333,0.002131436485797167,0.11334185302257538
layer,2,0.001,30720,0.27470703125,0.002131436485797167,0.11334185302257538
layer,2,0.005,30720,0.7226888020833333,0.002131436485797167,0.11334185302257538
layer,2,0.01,30720,0.8545247395833333,0.002131436485797167,0.11334185302257538
layer,3,1e-05,30720,0.0,0.0018520180601626635,0.06304608285427094
layer,3,0.0001,30720,0.0044596354166666664,0.0018520180601626635,0.06304608285427094
layer,3,0.0005,30720,0.13424479166666667,0.0018520180601626635,0.06304608285427094
layer,3,0.001,30720,0.28828125,0.0018520180601626635,0.06304608285427094
layer,3,0.005,30720,0.7380859375,0.0018520180601626635,0.06304608285427094
layer,3,0.01,30720,0.85361328125,0.0018520180601626635,0.06304608285427094
layer,4,1e-05,30720,0.0,0.0025935343001037836,0.078827865421772
layer,4,0.0001,30720,0.00016276041666666666,0.0025935343001037836,0.078827865421772
layer,4,0.0005,30720,0.05029296875,0.0025935343001037836,0.078827865421772
layer,4,0.001,30720,0.19456380208333332,0.0025935343001037836,0.078827865421772
layer,4,0.005,30720,0.6945638020833333,0.0025935343001037836,0.078827865421772
