label,logical_batch_size,physical_batch_size,request_sizes,prompt_lengths,physical_sequence_length,dense_attention_positions_per_forward,block_diagonal_attention_positions_per_forward,forward_calls,forward_ms_mean,total_ms,mode_wall_ms,gpu_sample_count,gpu_util_pct_mean,gpu_util_pct_max,sm_util_pct_mean,sm_util_pct_max,mem_util_pct_mean,mem_util_pct_max,mem_used_mib_mean,mem_used_mib_max,request_steps,mean_request_steps
padded_bs8,8,8,"400,400,200,200,100,100,100,100","368,368,168,168,68,68,68,68",400,1280000,440000,19,157.56201047119438,3138.6862059880514,3266.536024020752,65,59.49230769230769,100.0,59.49230769230769,100.0,32.676923076923075,56.0,18044.416346153845,18713.0625,"6,4,15,8,12,18,18,19",12.5
packed_bs4_block_diagonal,8,4,"400,400,200,200,100,100,100,100","368,368,168,168,68,68,68,68",400,640000,440000,19,96.57284137057631,1889.0560389845632,1956.449672987219,39,65.74358974358974,100.0,65.74358974358974,100.0,37.282051282051285,54.0,18714.959935897437,18715.0625,"6,4,15,8,12,17,18,19",12.375
