run_id,batch_size,batch_id,block_index,active_requests,batch_block_steps,max_request_steps_used,min_request_steps_used,mean_request_steps_used,latency_ms,waste_token_steps
20260623_054828,4,0,0,4,4,4,2,2.75,460.74860100634396,133
