benchmark,task,condition,count,accuracy,dense_accuracy,delta,paired_ci95,matching_tokens,compared_tokens,token_agreement,sequence_exact_match,relative_accuracy,length_terminated,empty_outputs,overall_eligible,overall_skipped,overall_softmax_skipped,overall_pv_omitted,overall_compensated,overall_mass_sum,overall_rows,overall_error_sq,overall_dense_sq,overall_denominator_mass_sum,overall_same_budget_best_mass_sum,overall_wrongly_replaced_vs_mass,overall_unnecessarily_retained_vs_mass,overall_physical_sparsity,overall_pv_omission,overall_mass,overall_denominator_mass,overall_relative_error,overall_rescued_rows,overall_prefix_eligible,overall_prefix_skipped,overall_prefix_replaced,overall_canvas_eligible,overall_canvas_skipped,overall_canvas_replaced,overall_boundary_eligible,overall_boundary_skipped,overall_boundary_replaced,overall_softmax_sparsity,overall_compensation_fraction,overall_mass_selection_gap,overall_wrongly_replaced_fraction,overall_rescued_row_rate,overall_prefix_sparsity,overall_canvas_sparsity,overall_boundary_sparsity,global_eligible,global_skipped,global_softmax_skipped,global_pv_omitted,global_compensated,global_mass_sum,global_rows,global_error_sq,global_dense_sq,global_denominator_mass_sum,global_same_budget_best_mass_sum,global_wrongly_replaced_vs_mass,global_unnecessarily_retained_vs_mass,global_physical_sparsity,global_pv_omission,global_mass,global_denominator_mass,global_relative_error,global_rescued_rows,global_prefix_eligible,global_prefix_skipped,global_prefix_replaced,global_canvas_eligible,global_canvas_skipped,global_canvas_replaced,global_boundary_eligible,global_boundary_skipped,global_boundary_replaced,global_softmax_sparsity,global_compensation_fraction,global_mass_selection_gap,global_wrongly_replaced_fraction,global_rescued_row_rate,global_prefix_sparsity,global_canvas_sparsity,global_boundary_sparsity,local_eligible,local_skipped,local_softmax_skipped,local_pv_omitted,local_compensated,local_mass_sum,local_rows,local_error_sq,local_dense_sq,local_denominator_mass_sum,local_same_budget_best_mass_sum,local_wrongly_replaced_vs_mass,local_unnecessarily_retained_vs_mass,local_physical_sparsity,local_pv_omission,local_mass,local_denominator_mass,local_relative_error,local_rescued_rows,local_prefix_eligible,local_prefix_skipped,local_prefix_replaced,local_canvas_eligible,local_canvas_skipped,local_canvas_replaced,local_boundary_eligible,local_boundary_skipped,local_boundary_replaced,local_softmax_sparsity,local_compensation_fraction,local_mass_selection_gap,local_wrongly_replaced_fraction,local_rescued_row_rate,local_prefix_sparsity,local_canvas_sparsity,local_boundary_sparsity,overall_mass_sample_p10_p50_p90,overall_relative_error_sample_p10_p50_p90,overall_physical_sparsity_sample_p10_p50_p90,global_mass_sample_p10_p50_p90,global_relative_error_sample_p10_p50_p90,global_physical_sparsity_sample_p10_p50_p90,local_mass_sample_p10_p50_p90,local_relative_error_sample_p10_p50_p90,local_physical_sparsity_sample_p10_p50_p90,equal_task_macro,dense_equal_task_macro,correct,unparsed_answers
longbench_v2,Long Structured Data Understanding,cancel_guard_gaussian_r32_s50,3,0.0,0.0,0.0,"(0.0, 0.0)",95,1989,0.04776269482151835,0.0,,0,0,20419840.0,9473273.0,0.0,9473273.0,0.0,18611649.654665224,25559040.0,189662540.52916023,2551173085.7154846,18611649.654665224,23518739.228956223,2800685.0,2800685.0,0.4639249377076412,0.4639249377076412,0.7281826568863785,0.7281826568863785,0.2726596165049654,0.0,19421440.0,9097976.0,9097976.0,798720.0,291054.0,291054.0,199680.0,84243.0,84243.0,0.0,0.0,0.1919903710894853,0.13715509034350906,0.0,0.46845012522243457,0.3644005408653846,0.42189002403846154,17258240.0,7941995.0,0.0,7941995.0,0.0,3860647.4402427673,4259840.0,7259162.705405369,651606762.965332,3860647.4402427673,3962398.716506958,2151857.0,2151857.0,0.4601856852147148,0.4601856852147148,0.9062893066976148,0.9062893066976148,0.10554811310160678,0.0,17091840.0,7926652.0,7926652.0,133120.0,15304.0,15304.0,33280.0,39.0,39.0,0.0,0.0,0.023886173251622286,0.12468577328858563,0.0,0.4637682075189096,0.1149639423076923,0.001171875,3161600.0,1531278.0,0.0,1531278.0,0.0,14751002.214422459,21299200.0,182403377.82375485,1899566322.7501526,14751002.214422459,19556340.512449265,648828.0,648828.0,0.48433641194331983,0.48433641194331983,0.6925613269241314,0.6925613269241314,0.3098769035022432,0.0,2329600.0,1171324.0,1171324.0,665600.0,275750.0,275750.0,166400.0,84204.0,84204.0,0.0,0.0,0.2256112106570578,0.2052214068825911,0.0,0.5028004807692308,0.4142878605769231,0.5060336538461538,"[0.7106040784611891, 0.7380738924989936, 0.740326090991222]","[0.2657071759921071, 0.26766748402296664, 0.28261484675694776]","[0.4459556986555541, 0.446163472163755, 0.4918878867308004]","[0.8904384799669809, 0.9029447948710332, 0.9198514274229662]","[0.0938594578590305, 0.10864897500731051, 0.11792818662173075]","[0.43830669821612733, 0.4419452539550375, 0.49210252710437696]","[0.6737918665324341, 0.7008730538866024, 0.7069570185876631]","[0.30229697793767457, 0.30402198100837613, 0.3203735587448189]","[0.4728153859858727, 0.49396646859083193, 0.49567102651168865]",0.0,0.0,0.0,0
longbench_v2,Long Structured Data Understanding,dense,3,0.0,0.0,0.0,"(0.0, 0.0)",1858,1858,1.0,1.0,,0,0,13153920.0,0.0,0.0,0.0,0.0,16465920.0,16465920.0,0.0,1709530937.8847656,16465920.0,16465920.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12510720.0,0.0,0.0,514560.0,0.0,0.0,128640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11117120.0,0.0,0.0,0.0,0.0,2744320.0,2744320.0,0.0,438241296.54833984,2744320.0,2744320.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11009920.0,0.0,0.0,85760.0,0.0,0.0,21440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2036800.0,0.0,0.0,0.0,0.0,13721600.0,13721600.0,0.0,1271289641.3364258,13721600.0,13721600.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1500800.0,0.0,0.0,428800.0,0.0,0.0,107200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,0
longbench_v2,Long Structured Data Understanding,full_centered_s50,3,0.0,0.0,0.0,"(0.0, 0.0)",83,2008,0.04133466135458167,0.0,,0,0,22876480.0,11370622.0,0.0,11370622.0,0.0,20673858.678745344,28631040.0,219281480.1324159,2860251126.996582,20673858.678745344,26224150.193771362,3162435.0,3162435.0,0.497044213095721,0.497044213095721,0.7220785091545869,0.7220785091545869,0.27688465918838984,0.0,21758080.0,10947237.0,10947237.0,894720.0,323006.0,323006.0,223680.0,100379.0,100379.0,0.0,0.0,0.19385574240495693,0.13823958056484215,0.0,0.5031343298673412,0.36101350143061517,0.4487616237482117,19334880.0,9635969.0,0.0,9635969.0,0.0,4256151.752609253,4771840.0,10311730.06108132,726185934.3081055,4256151.752609253,4383071.010959625,2434281.0,2434281.0,0.49837231986958286,0.49837231986958286,0.891930943327784,0.891930943327784,0.11916311610494133,0.0,19148480.0,9617297.0,9617297.0,149120.0,18598.0,18598.0,37280.0,74.0,74.0,0.0,0.0,0.026597551122915335,0.12590101412576649,0.0,0.5022485857885326,0.12471834763948497,0.0019849785407725323,3541600.0,1734653.0,0.0,1734653.0,0.0,16417706.926136091,23859200.0,208969750.07133454,2134065192.6884766,16417706.926136091,21841079.182811737,728154.0,728154.0,0.4897935961147504,0.4897935961147504,0.6881080223199475,0.6881080223199475,0.31292327760353617,0.0,2609600.0,1329940.0,1329940.0,745600.0,304408.0,304408.0,186400.0,100305.0,100305.0,0.0,0.0,0.22730738066136524,0.2056002936525864,0.0,0.5096336603310853,0.4082725321888412,0.5381169527896996,"[0.7026210788032121, 0.7315541536657759, 0.7344648851657066]","[0.268620655876176, 0.26891670833678516, 0.28996658753371424]","[0.46507009204049193, 0.5120435207985226, 0.5317733398966152]","[0.8754160838202958, 0.894410331446803, 0.9061324853450513]","[0.11090365630166896, 0.11538003039008199, 0.12936077159385312]","[0.4603926817070631, 0.5178463228792843, 0.5389604622829615]","[0.667475970104883, 0.6960523796350084, 0.701889688214575]","[0.30300474265411076, 0.3057098025066389, 0.32781731933003144]","[0.48286541627375457, 0.4931179775280899, 0.4951040466334375]",0.0,0.0,0.0,0
longbench_v2,Long Structured Data Understanding,jl_gaussian_r32_s50,3,0.0,0.0,0.0,"(0.0, 0.0)",81,1986,0.04078549848942598,0.0,,0,0,21786240.0,10262300.0,0.0,10262300.0,0.0,19722648.121013936,27279360.0,216484756.4501613,2702519261.961853,19722648.121013936,25055323.482128143,2988710.0,2988710.0,0.47104502658558794,0.47104502658558794,0.7229879337716844,0.7229879337716844,0.28302790824470453,0.0,20720640.0,9851237.0,9851237.0,852480.0,307414.0,307414.0,213120.0,103649.0,103649.0,0.0,0.0,0.1954838882259044,0.1371833781322523,0.0,0.4754311160273042,0.36061139264264264,0.4863410285285285,18411840.0,8626888.0,0.0,8626888.0,0.0,4114906.0799217224,4546560.0,7621475.455867156,699477736.3374023,4114906.0799217224,4223780.111305237,2276821.0,2276821.0,0.46855110624467733,0.46855110624467733,0.9050592271787291,0.9050592271787291,0.1043836742529296,0.0,18234240.0,8610533.0,8610533.0,142080.0,16324.0,16324.0,35520.0,31.0,31.0,0.0,0.0,0.02394646312454128,0.12366069876774945,0.0,0.47221781659120426,0.11489301801801802,0.0008727477477477477,3374400.0,1635412.0,0.0,1635412.0,0.0,15607742.041092213,22732800.0,208863280.99429417,2003041525.6244507,15607742.041092213,20831543.370822906,711889.0,711889.0,0.48465267899478426,0.48465267899478426,0.6865736750902754,0.6865736750902754,0.3229134030916267,0.0,2486400.0,1240704.0,1240704.0,710400.0,291090.0,291090.0,177600.0,103618.0,103618.0,0.0,0.0,0.22979137324617704,0.2109675794215268,0.0,0.498996138996139,0.4097550675675676,0.5834346846846847,"[0.7092489402945135, 0.7293564640116468, 0.7380259722588371]","[0.27088701882065924, 0.2746029239815839, 0.29445767518081334]","[0.4416194235387463, 0.47044870938759653, 0.4948114686327375]","[0.891739584926728, 0.9074553375766761, 0.921276315505335]","[0.09389951495669578, 0.10141213147643537, 0.11264443553501839]","[0.43280374035896846, 0.4695768231036563, 0.4969598290267497]","[0.6720597624716377, 0.6902814448164761, 0.7034490502988363]","[0.3079635336460486, 0.3155588590857452, 0.33633532377228453]","[0.47718984407826226, 0.4850772643818849, 0.49164321794121296]",0.0,0.0,0.0,0
longbench_v2,Long Structured Data Understanding,jl_sign_r32_s50,3,0.0,0.0,0.0,"(0.0, 0.0)",85,2139,0.039738195418419824,0.0,,0,0,27327360.0,13783858.0,0.0,13783858.0,0.0,24398925.96427491,34160640.0,269941400.04988056,3416468078.847229,24398925.96427491,31155694.866529465,3825563.0,3825563.0,0.5043977171596524,0.5043977171596524,0.7142408913964993,0.7142408913964993,0.2810904328940183,0.0,25992960.0,13272270.0,13272270.0,1067520.0,393515.0,393515.0,266880.0,118073.0,118073.0,0.0,0.0,0.19779397875023874,0.13999021493477598,0.0,0.5106101806027479,0.3686254121702638,0.44241981414868103,23101760.0,11687996.0,0.0,11687996.0,0.0,5134962.95816803,5693440.0,10822456.981538996,888438707.8320312,5134962.95816803,5272178.108444214,2949267.0,2949267.0,0.5059353053620157,0.5059353053620157,0.9019086805460371,0.9019086805460371,0.1103695312852781,0.0,22879360.0,11665106.0,11665106.0,177920.0,22845.0,22845.0,44480.0,45.0,45.0,0.0,0.0,0.024100570178342808,0.1276641693100439,0.0,0.5098528105681278,0.128400404676259,0.0010116906474820144,4225600.0,2095862.0,0.0,2095862.0,0.0,19263963.00610688,28467200.0,259118943.06834155,2528029371.0151978,19263963.00610688,25883516.75808525,876296.0,876296.0,0.4959915751609239,0.4959915751609239,0.6767073335665917,0.6767073335665917,0.3201536991115397,0.0,3113600.0,1607164.0,1607164.0,889600.0,370670.0,370670.0,222400.0,118028.0,118028.0,0.0,0.0,0.23253266046461793,0.20737788716395306,0.0,0.5161754881808839,0.41667041366906477,0.5307014388489208,"[0.7051869333398285, 0.7063713165682362, 0.7424432024147155]","[0.2708356076322719, 0.2805840353517255, 0.28564203948426703]","[0.49691128341966545, 0.4980180733521555, 0.5276840672159999]","[0.8909431719823908, 0.8916703726881399, 0.9139747477097082]","[0.10131287444489313, 0.115855780101298, 0.12105704523914942]","[0.49668256837333224, 0.499183019655704, 0.5333369759549503]","[0.66346573050114, 0.6694933055206926, 0.7126341283953181]","[0.3060035959533557, 0.32098098112911333, 0.32579710287475894]","[0.49297095141700403, 0.49823633603238865, 0.4994873863723169]",0.0,0.0,0.0,0
longbench_v2,Long Structured Data Understanding,mass_s50,3,0.0,0.0,0.0,"(0.0, 0.0)",94,2232,0.042114695340501794,0.0,,0,0,21268480.0,11354922.0,11354922.0,11354922.0,0.0,19430213.484503746,26542080.0,298057934.6948367,2773286527.8656616,19430213.484503746,24053335.612457275,2410449.0,2410449.0,0.5338849790864227,0.5338849790864227,0.7320531580231747,0.7320531580231747,0.32783323022101124,0.0,20231680.0,10856278.0,10856278.0,829440.0,395564.0,395564.0,207360.0,103080.0,103080.0,0.5338849790864227,0.0,0.17418085274226924,0.11333433324807414,0.0,0.5365979493546754,0.476904899691358,0.49710648148148145,17985280.0,9702388.0,9702388.0,9702388.0,0.0,4018361.5318832397,4423680.0,8967103.68209619,699387185.9331055,4018361.5318832397,4084457.093437195,1763493.0,1763493.0,0.5394627161767845,0.5394627161767845,0.9083752739536404,0.9083752739536404,0.11323149990531077,0.0,17812480.0,9665903.0,9665903.0,138240.0,36276.0,36276.0,34560.0,209.0,209.0,0.5394627161767845,0.0,0.014941307136582004,0.09805201809479752,0.0,0.5426477952536648,0.26241319444444444,0.006047453703703703,3283200.0,1652534.0,1652534.0,1652534.0,0.0,15411851.952620506,22118400.0,289090831.0127405,2073899341.9325562,15411851.952620506,19968878.51902008,646956.0,646956.0,0.5033302875243665,0.5033302875243665,0.6967887348370816,0.6967887348370816,0.3733561606216743,0.0,2419200.0,1190375.0,1190375.0,691200.0,359288.0,359288.0,172800.0,102871.0,102871.0,0.5033302875243665,0.0,0.20602876186340668,0.19705043859649124,0.0,0.4920531580687831,0.5198032407407407,0.595318287037037,"[0.7255691714596149, 0.7317175067636348, 0.7422363147782769]","[0.32510281514421785, 0.32512535328936326, 0.3290240607577966]","[0.5061195357579478, 0.5077087591986917, 0.5470174844278011]","[0.8864404872252875, 0.8893891917401925, 0.9189171282603907]","[0.10345307929525296, 0.13100094380866373, 0.13370425382335416]","[0.508051033524871, 0.5113782671829622, 0.5543339239596211]","[0.6919185114804705, 0.6928011856382736, 0.7113293425598838]","[0.36496408011411446, 0.36684923305199085, 0.3768581709559808]","[0.4897172836752899, 0.4975535236396075, 0.5087644159290011]",0.0,0.0,0.0,0
longbench_v2,Long-dialogue History Understanding,blasst_aggressive_s50,4,0.0,0.0,0.0,"(0.0, 0.0)",209,3829,0.05458344215199791,0.0,,0,0,32987520.0,16348396.0,16348396.0,16348396.0,0.0,30879432.87809038,41041920.0,507145392.33822787,4214311706.8631897,30879432.87809038,36845653.10866356,2646424.0,2646424.0,0.4955933637933376,0.4955933637933376,0.752387628992269,0.752387628992269,0.3468988936348918,0.0,31384320.0,15696226.0,15696226.0,1282560.0,501435.0,501435.0,320640.0,150735.0,150735.0,0.4955933637933376,0.0,0.1453689357265249,0.0802250063054149,0.0,0.5001295551409112,0.3909641654191617,0.4701066616766467,27910720.0,13814223.0,13814223.0,13814223.0,0.0,6190829.869054794,6840320.0,22991042.443602033,1066254837.7905273,6190829.869054794,6274625.811084747,1740090.0,1740090.0,0.4949432691095034,0.4949432691095034,0.9050497446106022,0.9050497446106022,0.14684150407564783,0.0,27643520.0,13777386.0,13777386.0,213760.0,35483.0,35483.0,53440.0,1354.0,1354.0,0.4949432691095034,0.0,0.012250295604584727,0.062344862475779916,0.0,0.4983947775102447,0.1659945733532934,0.02533682634730539,5076800.0,2534173.0,2534173.0,2534173.0,0.0,24688603.009035587,34201600.0,484154349.8946258,3148056869.0726624,24688603.009035587,30571027.29757881,906334.0,906334.0,0.4991673889063977,0.4991673889063977,0.7218552058686023,0.7218552058686023,0.39216662844336586,0.0,3740800.0,1918840.0,1918840.0,1068800.0,465952.0,465952.0,267200.0,149381.0,149381.0,0.4991673889063977,0.0,0.17199266375091296,0.17852466120390797,0.0,0.5129491017964072,0.4359580838323353,0.5590606287425149,"[0.7388314927772972, 0.7508676817933624, 0.7565314408560316]","[0.3377337751959034, 0.3528001295409473, 0.37623425686980083]","[0.4923653738566511, 0.497597333405938, 0.5017738840548434]","[0.8864408323401255, 0.9002692481887187, 0.9113627459075863]","[0.13954352869269043, 0.15321091907400242, 0.16640604888326876]","[0.4912380606606192, 0.49840604247652265, 0.5010930679392446]","[0.7089850549064548, 0.7209873685142911, 0.7258897498039975]","[0.3828602868069041, 0.3981417603850682, 0.42170942009653883]","[0.492101756285366, 0.498988679856625, 0.5073382119247394]",0.0,0.0,0.0,1
longbench_v2,Long-dialogue History Understanding,blasst_original_s50,4,0.0,0.0,0.0,"(0.0, 0.0)",252,3050,0.08262295081967214,0.0,,0,0,17563200.0,8304379.0,8304379.0,8304379.0,0.0,20584721.142799377,21995520.0,43723207.35798107,2315029308.945038,20584721.142799377,21350229.410398483,1247291.0,1247291.0,0.472828357019222,0.472828357019222,0.9358597179243491,0.9358597179243491,0.137428801608833,0.0,16704000.0,8124194.0,8124194.0,687360.0,146696.0,146696.0,171840.0,33489.0,33489.0,0.472828357019222,0.0,0.03480291748497448,0.0710172975312016,0.0,0.486362188697318,0.21341945996275605,0.19488477653631284,14842400.0,7673256.0,7673256.0,7673256.0,0.0,3279831.9205379486,3665920.0,14767455.331871048,591414640.0610352,3279831.9205379486,3330174.5959148407,960869.0,960869.0,0.5169821592195333,0.5169821592195333,0.8946818044414359,0.8946818044414359,0.15801808613470075,0.0,14699200.0,7652624.0,7652624.0,114560.0,19895.0,19895.0,28640.0,737.0,737.0,0.5169821592195333,0.0,0.013732617017526866,0.06473811512962863,0.0,0.5206149994557527,0.17366445530726257,0.025733240223463686,2720800.0,631123.0,631123.0,631123.0,0.0,17304889.22226143,18329600.0,28955752.02611002,1723614668.8840027,17304889.22226143,18020054.814483643,286422.0,286422.0,0.2319622905027933,0.2319622905027933,0.9440953006209316,0.9440953006209316,0.12961263314185434,0.0,2004800.0,471570.0,471570.0,572800.0,126801.0,126801.0,143200.0,32752.0,32752.0,0.2319622905027933,0.0,0.039016977578464,0.10527124375183769,0.0,0.2352204708699122,0.22137046089385476,0.22871508379888267,"[0.932942199154601, 0.9350592179363608, 0.9391769757459237]","[0.1316446055897979, 0.13514991473041965, 0.14518953493817466]","[0.4505271604300459, 0.46681074005043166, 0.4976361672857256]","[0.8905660309658276, 0.8951845557600988, 0.8989650842442541]","[0.1553381184347318, 0.15902328002687466, 0.15958841606552704]","[0.4906801566511999, 0.5119072066063993, 0.5442873872596266]","[0.9401801044371761, 0.9434997365166409, 0.9480842134854149]","[0.12062347202260107, 0.1258937511102508, 0.141329998466509]","[0.20771224256292908, 0.23465165356151713, 0.2558941314389698]",0.0,0.0,0.0,0
longbench_v2,Long-dialogue History Understanding,cancel_guard_gaussian_r32_s50,4,0.0,0.0,0.0,"(0.0, 0.0)",211,5083,0.041510918748770415,0.0,,0,0,56495040.0,28211959.0,0.0,28211959.0,0.0,49643779.14679735,69427200.0,588167753.2656089,7279583177.399414,49643779.14679735,62418878.115400314,6670983.0,6670983.0,0.49937054651169377,0.49937054651169377,0.7150479804283818,0.7150479804283818,0.2842479549540182,0.0,53783040.0,27175186.0,27175186.0,2169600.0,797607.0,797607.0,542400.0,239166.0,239166.0,0.0,0.0,0.1840071177953736,0.11808086161192204,0.0,0.5052742648983769,0.3676285951327434,0.44094026548672566,47907040.0,23765627.0,0.0,23765627.0,0.0,10491384.514297485,11571200.0,19651456.47811033,1871594739.208496,10491384.514297485,10724550.238204956,4959888.0,4959888.0,0.49607796682909233,0.49607796682909233,0.9066807690038617,0.9066807690038617,0.10246875606259813,0.0,47455040.0,23718774.0,23718774.0,361600.0,46607.0,46607.0,90400.0,246.0,246.0,0.0,0.0,0.020150522323308794,0.10353150601665224,0.0,0.4998156992386899,0.12889103982300884,0.0027212389380530974,8588000.0,4446332.0,0.0,4446332.0,0.0,39152394.632499866,57856000.0,568516296.7874986,5407988438.190918,39152394.632499866,51694327.87719536,1711095.0,1711095.0,0.517737773637634,0.517737773637634,0.6767214227132858,0.6767214227132858,0.32423028795529324,0.0,6328000.0,3456412.0,3456412.0,1808000.0,751000.0,751000.0,452000.0,238920.0,238920.0,0.0,0.0,0.21677843688978657,0.199242547741034,0.0,0.546209228824273,0.4153761061946903,0.5285840707964602,"[0.7101491648383138, 0.72033414633855, 0.7313216880769392]","[0.26572867426610214, 0.28599230534864306, 0.2953311426817629]","[0.44916019457161543, 0.4689562850972815, 0.5345631163222225]","[0.8985978271567812, 0.9073870259730352, 0.910601736894548]","[0.09233368194739328, 0.09679127924314476, 0.1098309232817582]","[0.43880464414763193, 0.46140444765604105, 0.5375048651729211]","[0.6704331746116317, 0.6843575150923391, 0.6963447803318571]","[0.30035740915805514, 0.32640345427021533, 0.33831163807085923]","[0.5023512426900585, 0.5124853256812243, 0.5199249968715608]",0.0,0.0,0.0,1
longbench_v2,Long-dialogue History Understanding,dense,4,0.0,0.0,0.0,"(0.0, 0.0)",2967,2967,1.0,1.0,,0,0,18820160.0,0.0,0.0,0.0,0.0,23470080.0,23470080.0,0.0,2507250325.308441,23470080.0,23470080.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17903360.0,0.0,0.0,733440.0,0.0,0.0,183360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15916960.0,0.0,0.0,0.0,0.0,3911680.0,3911680.0,0.0,645876328.942627,3911680.0,3911680.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15764160.0,0.0,0.0,122240.0,0.0,0.0,30560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2903200.0,0.0,0.0,0.0,0.0,19558400.0,19558400.0,0.0,1861373996.3658142,19558400.0,19558400.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2139200.0,0.0,0.0,611200.0,0.0,0.0,152800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.0,0.0,0.0,1
longbench_v2,Long-dialogue History Understanding,full_centered_s50,4,0.0,0.0,0.0,"(0.0, 0.0)",239,3351,0.07132199343479559,0.0,,0,0,32334080.0,17080625.0,0.0,17080625.0,0.0,28556562.8480647,40304640.0,343201401.3995735,4161064039.4803467,28556562.8480647,36401782.30910301,4011515.0,4011515.0,0.5282545537092752,0.5282545537092752,0.7085179981278755,0.7085179981278755,0.2871919922982691,0.0,30759680.0,16468291.0,16468291.0,1259520.0,468319.0,468319.0,314880.0,144015.0,144015.0,0.0,0.0,0.1946480470000058,0.12406460922964253,0.0,0.5353856412030294,0.3718233930386179,0.45736471036585363,27348480.0,14526461.0,0.0,14526461.0,0.0,5943885.233901978,6717440.0,16205558.017625831,1053350975.7150879,5943885.233901978,6113996.236930847,3028979.0,3028979.0,0.5311615490147898,0.5311615490147898,0.8848438145933536,0.8848438145933536,0.12403534074418908,0.0,27086080.0,14500809.0,14500809.0,209920.0,25571.0,25571.0,52480.0,81.0,81.0,0.0,0.0,0.025323784511490928,0.11075493043854723,0.0,0.5353601923940268,0.12181307164634146,0.0015434451219512196,4985600.0,2554164.0,0.0,2554164.0,0.0,22612677.61416272,33587200.0,326995843.38194764,3107713063.765259,22612677.61416272,30287786.072172165,982536.0,982536.0,0.5123082477535301,0.5123082477535301,0.6732528348347799,0.6732528348347799,0.32437745296067355,0.0,3673600.0,1967482.0,1967482.0,1049600.0,442748.0,442748.0,262400.0,143934.0,143934.0,0.0,0.0,0.22851289949770878,0.19707477535301668,0.0,0.5355732796167247,0.42182545731707316,0.5485289634146342,"[0.7037606147824376, 0.7115467259378185, 0.7185374393289313]","[0.27882575358422845, 0.2844140662749026, 0.2998220335770231]","[0.4688780372140524, 0.5186622916370266, 0.5639280740279333]","[0.8750621035504692, 0.8880618077946032, 0.8991270550961296]","[0.09993177593603375, 0.11978888888209949, 0.13525446685895173]","[0.4622297416882698, 0.519583409812862, 0.5729038718271744]","[0.667339166193935, 0.6773172565764618, 0.6837218294023878]","[0.3152317308135634, 0.32105203724694026, 0.3401880906538306]","[0.5050174220272905, 0.5133365314327485, 0.5147921188819979]",0.0,0.0,0.0,0
longbench_v2,Long-dialogue History Understanding,jl_gaussian_r32_s50,4,0.0,0.0,0.0,"(0.0, 0.0)",229,4481,0.051104664137469315,0.0,,0,0,55790080.0,28933906.0,0.0,28933906.0,0.0,49027737.48068695,69058560.0,619910970.8854729,7113272250.416443,49027737.48068695,62375048.47487259,6800893.0,6800893.0,0.5186209806474557,0.5186209806474557,0.7099443932900852,0.7099443932900852,0.29520923929129467,0.0,53092480.0,27907312.0,27907312.0,2158080.0,793877.0,793877.0,539520.0,232717.0,232717.0,0.0,0.0,0.19327525789975408,0.12190147424058184,0.0,0.5256358715961281,0.3678626371589561,0.4313408214709371,47247680.0,24541813.0,0.0,24541813.0,0.0,10430753.116485596,11509760.0,20476334.293841634,1865153451.183838,10430753.116485596,10668933.945480347,5078479.0,5078479.0,0.5194289539719199,0.5194289539719199,0.9062528772524879,0.9062528772524879,0.10477769048816835,0.0,46798080.0,24497311.0,24497311.0,359680.0,44380.0,44380.0,89920.0,122.0,122.0,0.0,0.0,0.020693813684625133,0.1074863146719585,0.0,0.5234682918615464,0.12338745551601424,0.001356761565836299,8542400.0,4392093.0,0.0,4392093.0,0.0,38596984.36420135,57548800.0,599434636.5916312,5248118799.232605,38596984.36420135,51706114.52939224,1722414.0,1722414.0,0.5141521118186927,0.5141521118186927,0.6706826964976047,0.6706826964976047,0.33796294679247424,0.0,6294400.0,3410001.0,3410001.0,1798400.0,749497.0,749497.0,449600.0,232595.0,232595.0,0.0,0.0,0.22779154674277988,0.20163115752013486,0.0,0.5417515569395018,0.4167576734875445,0.5173376334519573,"[0.6996260438553683, 0.7122731606639423, 0.7176690478381237]","[0.2865196112180113, 0.2932064465882539, 0.30751697843518605]","[0.46577045021511465, 0.49724421070402103, 0.544078431814869]","[0.8955865753041021, 0.9088395725076319, 0.9157343174821156]","[0.08956950209720228, 0.09777496742518424, 0.11474810141786035]","[0.4581239801249396, 0.49435535834187305, 0.5491084810223643]","[0.6597206227851192, 0.6724846507267218, 0.6791494907446137]","[0.3280411537176757, 0.33595158880076703, 0.35157409044424737]","[0.5075037826046598, 0.5129136034530771, 0.5164239584414686]",0.0,0.0,0.0,0
