request_id,layer,step,remaining_mask_ratio,tau,pack_m,grouping,candidate_tiles,retained_tiles,all_tiles,exception_rows,grouping_keys,complete_packs,partial_packs,total_packs,full_pack_rows,partial_pack_rows,padded_rows,weighted_utilization,complete_pack_row_fraction,partial_pack_row_fraction,original_v_loads,packed_v_loads,v_load_reduction,v_load_factor,v_bytes_before,v_bytes_after,average_rows_per_original_v_load,average_rows_per_packed_v_load,extra_qk_flops,baseline_qk_flops,candidate_main_pv_flops,packed_pv_flops,pv_flops_avoided,extra_qk_fraction_of_baseline,extra_qk_fraction_of_pv_avoided,q_read_bytes,tile_record_bytes,expanded_descriptor_bytes,count_offset_bytes,pack_descriptor_bytes,total_metadata_bytes,zero_tile_fraction,candidate_fraction_of_retained
context-0,0,2,0.15,1,64,kv-head,3980,41634,65536,3980,1485,0,1485,1485,0,3980,91060,0.041877104377104374,0.0,1.0,3980,1485,0.6268844221105527,2.68013468013468,65208320,24330240,1.0,2.68013468013468,65208320,137438953472,8346664960,1557135360,6789529600,0.0004744529724121094,0.009604247104247104,1018880,159200,127360,11880,47520,345960,0.364715576171875,0.0955949464380074
context-0,0,2,0.15,1,128,kv-head,3980,41634,65536,3980,1485,0,1485,1485,0,3980,186100,0.020938552188552187,0.0,1.0,3980,1485,0.6268844221105527,2.68013468013468,65208320,24330240,1.0,2.68013468013468,65208320,137438953472,8346664960,3114270720,5232394240,0.0004744529724121094,0.012462424849699399,1018880,159200,127360,11880,47520,345960,0.364715576171875,0.0955949464380074
context-0,0,2,0.15,2,64,q-head,6207,41634,65536,8434,1670,0,1670,1670,0,8434,98446,0.07891092814371257,0.0,1.0,6207,1670,0.7309489286289673,3.7167664670658684,101695488,27361280,1.3587884646367006,5.050299401197605,138182656,137438953472,13017022464,1751121920,11265900544,0.001005411148071289,0.012265566827997022,2159104,248280,269888,13360,53440,584968,0.364715576171875,0.14908488254791757
context-0,0,2,0.15,2,128,q-head,6207,41634,65536,8434,1670,0,1670,1670,0,8434,205326,0.03945546407185629,0.0,1.0,6207,1670,0.7309489286289673,3.7167664670658684,101695488,27361280,1.3587884646367006,5.050299401197605,138182656,137438953472,13017022464,3502243840,9514778624,0.001005411148071289,0.014522950187348468,2159104,248280,269888,13360,53440,584968,0.364715576171875,0.14908488254791757
context-0,0,2,0.15,2,64,kv-head,6207,41634,65536,8434,1670,0,1670,1670,0,8434,98446,0.07891092814371257,0.0,1.0,6207,1670,0.7309489286289673,3.7167664670658684,101695488,27361280,1.3587884646367006,5.050299401197605,138182656,137438953472,13017022464,1751121920,11265900544,0.001005411148071289,0.012265566827997022,2159104,248280,269888,13360,53440,584968,0.364715576171875,0.14908488254791757
context-0,0,2,0.15,2,128,kv-head,6207,41634,65536,8434,1670,0,1670,1670,0,8434,205326,0.03945546407185629,0.0,1.0,6207,1670,0.7309489286289673,3.7167664670658684,101695488,27361280,1.3587884646367006,5.050299401197605,138182656,137438953472,13017022464,3502243840,9514778624,0.001005411148071289,0.014522950187348468,2159104,248280,269888,13360,53440,584968,0.364715576171875,0.14908488254791757
context-0,0,2,0.15,4,64,q-head,9398,41634,65536,19440,1783,0,1783,1783,0,19440,94672,0.1703589455973079,0.0,1.0,9398,1783,0.8102787827197276,5.270891755468312,153976832,29212672,2.0685252181315175,10.902972518227706,318504960,137438953472,19709034496,1869611008,17839423488,0.0023174285888671875,0.01785399400458473,4976640,375920,622080,14264,57056,1069320,0.364715576171875,0.22572897151366672
context-0,0,2,0.15,4,128,q-head,9398,41634,65536,19440,1783,0,1783,1783,0,19440,208784,0.08517947279865395,0.0,1.0,9398,1783,0.8102787827197276,5.270891755468312,153976832,29212672,2.0685252181315175,10.902972518227706,318504960,137438953472,19709034496,3739222016,15969812480,0.0023174285888671875,0.01994418910045962,4976640,375920,622080,14264,57056,1069320,0.364715576171875,0.22572897151366672
context-0,0,2,0.15,4,64,kv-head,9398,41634,65536,19440,1783,0,1783,1783,0,19440,94672,0.1703589455973079,0.0,1.0,9398,1783,0.8102787827197276,5.270891755468312,153976832,29212672,2.0685252181315175,10.902972518227706,318504960,137438953472,19709034496,1869611008,17839423488,0.0023174285888671875,0.01785399400458473,4976640,375920,622080,14264,57056,1069320,0.364715576171875,0.22572897151366672
context-0,0,2,0.15,4,128,kv-head,9398,41634,65536,19440,1783,0,1783,1783,0,19440,208784,0.08517947279865395,0.0,1.0,9398,1783,0.8102787827197276,5.270891755468312,153976832,29212672,2.0685252181315175,10.902972518227706,318504960,137438953472,19709034496,3739222016,15969812480,0.0023174285888671875,0.01994418910045962,4976640,375920,622080,14264,57056,1069320,0.364715576171875,0.22572897151366672
context-0,0,2,0.15,8,64,q-head,13733,41634,65536,47172,1869,69,1861,1930,4416,42756,76348,0.38189766839378236,0.09361485627066904,0.906385143729331,13733,1930,0.8594626083157358,7.115544041450777,225001472,31621120,3.4349377412073108,24.44145077720207,772866048,137438953472,28800188416,2023751680,26776436736,0.005623340606689453,0.028863663063909775,12076032,549320,1509504,14952,61760,2135536,0.364715576171875,0.32985060287265217
context-0,0,2,0.15,8,128,q-head,13733,41634,65536,47172,1869,0,1869,1869,0,47172,192060,0.19718097913322633,0.0,1.0,13733,1869,0.8639044637005753,7.3477795612627075,225001472,30621696,3.4349377412073108,25.23916532905297,772866048,137438953472,28800188416,3919577088,24880611328,0.005623340606689453,0.03106298465947404,12076032,549320,1509504,14952,59808,2133584,0.364715576171875,0.32985060287265217
