tau,layer,step,remaining_mask_ratio,exception_kv_tiles_per_row,row_count
1,0,0,0.9,0,130877
1,0,0,0.9,1,181
1,0,0,0.9,2,12
1,0,0,0.9,3,1
1,0,0,0.9,4,1
1,0,1,0.5,0,130827
1,0,1,0.5,1,149
1,0,1,0.5,2,39
1,0,1,0.5,3,14
1,0,1,0.5,4,7
1,0,1,0.5,5,8
1,0,1,0.5,6,6
1,0,1,0.5,7,4
1,0,1,0.5,8,5
1,0,1,0.5,9,2
1,0,1,0.5,10,4
1,0,1,0.5,13,2
1,0,1,0.5,14,1
1,0,1,0.5,16,2
1,0,1,0.5,17,1
1,0,1,0.5,24,1
1,0,2,0.15,0,127681
1,0,2,0.15,1,2945
1,0,2,0.15,2,352
1,0,2,0.15,3,68
1,0,2,0.15,4,13
1,0,2,0.15,5,6
1,0,2,0.15,6,4
1,0,2,0.15,7,3
1,1,0,0.9,0,131005
1,1,0,0.9,1,56
1,1,0,0.9,2,8
1,1,0,0.9,3,2
1,1,0,0.9,5,1
1,1,1,0.5,0,130555
1,1,1,0.5,1,367
1,1,1,0.5,2,74
1,1,1,0.5,3,34
1,1,1,0.5,4,8
1,1,1,0.5,5,5
1,1,1,0.5,6,7
1,1,1,0.5,7,5
1,1,1,0.5,8,1
1,1,1,0.5,9,4
1,1,1,0.5,10,1
1,1,1,0.5,11,1
1,1,1,0.5,12,2
1,1,1,0.5,13,1
1,1,1,0.5,14,1
1,1,1,0.5,16,2
1,1,1,0.5,17,1
1,1,1,0.5,18,1
1,1,1,0.5,24,1
1,1,1,0.5,28,1
1,1,2,0.15,0,127325
1,1,2,0.15,1,3352
1,1,2,0.15,2,321
1,1,2,0.15,3,54
1,1,2,0.15,4,10
1,1,2,0.15,5,4
1,1,2,0.15,6,1
1,1,2,0.15,7,2
1,1,2,0.15,8,2
1,1,2,0.15,11,1
1,2,0,0.9,0,131003
1,2,0,0.9,1,48
1,2,0,0.9,2,10
1,2,0,0.9,3,3
1,2,0,0.9,4,2
1,2,0,0.9,5,2
1,2,0,0.9,6,1
1,2,0,0.9,10,2
1,2,0,0.9,13,1
1,2,1,0.5,0,130748
1,2,1,0.5,1,252
1,2,1,0.5,2,38
1,2,1,0.5,3,15
1,2,1,0.5,4,5
1,2,1,0.5,5,4
1,2,1,0.5,7,1
1,2,1,0.5,9,2
1,2,1,0.5,12,1
1,2,1,0.5,13,3
1,2,1,0.5,16,1
1,2,1,0.5,17,2
1,2,2,0.15,0,126037
1,2,2,0.15,1,4558
1,2,2,0.15,2,419
1,2,2,0.15,3,54
1,2,2,0.15,4,4
1,3,0,0.9,0,130857
1,3,0,0.9,1,120
1,3,0,0.9,2,21
1,3,0,0.9,3,27
1,3,0,0.9,4,13
1,3,0,0.9,5,5
1,3,0,0.9,6,9
1,3,0,0.9,7,5
1,3,0,0.9,8,3
1,3,0,0.9,9,3
1,3,0,0.9,10,3
1,3,0,0.9,13,1
1,3,0,0.9,15,1
1,3,0,0.9,16,1
1,3,0,0.9,18,1
1,3,0,0.9,19,1
1,3,0,0.9,20,1
1,3,1,0.5,0,130311
1,3,1,0.5,1,567
1,3,1,0.5,2,106
1,3,1,0.5,3,29
1,3,1,0.5,4,19
1,3,1,0.5,5,12
1,3,1,0.5,6,3
1,3,1,0.5,7,9
1,3,1,0.5,8,3
1,3,1,0.5,9,5
1,3,1,0.5,10,1
1,3,1,0.5,12,3
1,3,1,0.5,14,1
1,3,1,0.5,17,1
1,3,1,0.5,18,1
1,3,1,0.5,29,1
1,3,2,0.15,0,127760
1,3,2,0.15,1,3006
1,3,2,0.15,2,247
1,3,2,0.15,3,46
1,3,2,0.15,4,7
1,3,2,0.15,5,2
1,3,2,0.15,6,4
1,4,0,0.9,0,130684
1,4,0,0.9,1,276
1,4,0,0.9,2,53
1,4,0,0.9,3,27
1,4,0,0.9,4,9
1,4,0,0.9,5,11
1,4,0,0.9,6,2
1,4,0,0.9,7,3
1,4,0,0.9,8,2
1,4,0,0.9,9,2
1,4,0,0.9,10,1
1,4,0,0.9,11,1
1,4,0,0.9,16,1
1,4,1,0.5,0,129726
1,4,1,0.5,1,1060
1,4,1,0.5,2,172
1,4,1,0.5,3,53
1,4,1,0.5,4,18
1,4,1,0.5,5,13
1,4,1,0.5,6,10
1,4,1,0.5,7,5
1,4,1,0.5,8,4
1,4,1,0.5,9,1
1,4,1,0.5,10,2
1,4,1,0.5,11,1
1,4,1,0.5,12,1
1,4,1,0.5,13,2
1,4,1,0.5,15,1
1,4,1,0.5,16,1
1,4,1,0.5,22,1
1,4,1,0.5,23,1
1,4,2,0.15,0,127627
1,4,2,0.15,1,3124
1,4,2,0.15,2,253
1,4,2,0.15,3,47
1,4,2,0.15,4,19
1,4,2,0.15,5,2
1,5,0,0.9,0,130936
1,5,0,0.9,1,114
1,5,0,0.9,2,13
1,5,0,0.9,3,7
1,5,0,0.9,5,1
1,5,0,0.9,6,1
1,5,1,0.5,0,128525
1,5,1,0.5,1,2054
1,5,1,0.5,2,324
1,5,1,0.5,3,96
1,5,1,0.5,4,31
1,5,1,0.5,5,18
1,5,1,0.5,6,12
1,5,1,0.5,7,4
1,5,1,0.5,8,4
1,5,1,0.5,9,1
1,5,1,0.5,10,1
1,5,1,0.5,12,1
1,5,1,0.5,13,1
1,5,2,0.15,0,126876
1,5,2,0.15,1,3749
1,5,2,0.15,2,347
1,5,2,0.15,3,81
1,5,2,0.15,4,13
1,5,2,0.15,5,5
1,5,2,0.15,7,1
1,6,0,0.9,0,130325
1,6,0,0.9,1,601
1,6,0,0.9,2,92
1,6,0,0.9,3,29
1,6,0,0.9,4,18
1,6,0,0.9,5,3
1,6,0,0.9,6,1
1,6,0,0.9,8,2
1,6,0,0.9,13,1
1,6,1,0.5,0,128881
1,6,1,0.5,1,1782
1,6,1,0.5,2,258
1,6,1,0.5,3,90
1,6,1,0.5,4,31
1,6,1,0.5,5,14
1,6,1,0.5,6,4
1,6,1,0.5,7,3
1,6,1,0.5,8,1
1,6,1,0.5,10,3
1,6,1,0.5,11,1
1,6,1,0.5,13,1
1,6,1,0.5,14,1
1,6,1,0.5,15,1
1,6,1,0.5,21,1
1,6,2,0.15,0,127409
1,6,2,0.15,1,3317
1,6,2,0.15,2,299
1,6,2,0.15,3,33
1,6,2,0.15,4,11
1,6,2,0.15,5,2
1,6,2,0.15,6,1
1,7,0,0.9,0,130413
1,7,0,0.9,1,590
1,7,0,0.9,2,47
1,7,0,0.9,3,11
1,7,0,0.9,4,3
1,7,0,0.9,5,3
1,7,0,0.9,6,4
1,7,0,0.9,9,1
1,7,1,0.5,0,127736
1,7,1,0.5,1,2873
1,7,1,0.5,2,326
1,7,1,0.5,3,69
1,7,1,0.5,4,38
1,7,1,0.5,5,19
1,7,1,0.5,6,9
1,7,1,0.5,9,1
1,7,1,0.5,10,1
1,7,2,0.15,0,126337
1,7,2,0.15,1,4228
1,7,2,0.15,2,418
1,7,2,0.15,3,63
1,7,2,0.15,4,15
1,7,2,0.15,5,6
1,7,2,0.15,6,4
1,7,2,0.15,7,1
1,8,0,0.9,0,129564
1,8,0,0.9,1,1276
1,8,0,0.9,2,166
1,8,0,0.9,3,36
1,8,0,0.9,4,14
1,8,0,0.9,5,4
1,8,0,0.9,6,5
1,8,0,0.9,7,4
1,8,0,0.9,8,1
1,8,0,0.9,10,2
1,8,1,0.5,0,127898
1,8,1,0.5,1,2582
1,8,1,0.5,2,391
1,8,1,0.5,3,114
1,8,1,0.5,4,35
1,8,1,0.5,5,24
1,8,1,0.5,6,6
1,8,1,0.5,7,12
1,8,1,0.5,8,2
1,8,1,0.5,9,1
1,8,1,0.5,10,1
1,8,1,0.5,11,2
1,8,1,0.5,12,2
1,8,1,0.5,13,1
1,8,1,0.5,15,1
1,8,2,0.15,0,127334
1,8,2,0.15,1,3292
1,8,2,0.15,2,355
1,8,2,0.15,3,51
1,8,2,0.15,4,20
1,8,2,0.15,5,12
1,8,2,0.15,6,5
1,8,2,0.15,7,1
1,8,2,0.15,9,1
1,8,2,0.15,10,1
1,9,0,0.9,0,129525
1,9,0,0.9,1,1306
1,9,0,0.9,2,163
1,9,0,0.9,3,38
1,9,0,0.9,4,20
1,9,0,0.9,5,7
1,9,0,0.9,6,5
1,9,0,0.9,7,3
1,9,0,0.9,8,2
1,9,0,0.9,9,1
1,9,0,0.9,10,1
1,9,0,0.9,11,1
1,9,1,0.5,0,128212
1,9,1,0.5,1,2334
1,9,1,0.5,2,345
1,9,1,0.5,3,110
1,9,1,0.5,4,34
1,9,1,0.5,5,13
1,9,1,0.5,6,16
1,9,1,0.5,7,2
1,9,1,0.5,8,3
1,9,1,0.5,9,2
1,9,1,0.5,10,1
1,9,2,0.15,0,127705
1,9,2,0.15,1,3014
1,9,2,0.15,2,251
1,9,2,0.15,3,60
1,9,2,0.15,4,27
1,9,2,0.15,5,7
1,9,2,0.15,6,5
1,9,2,0.15,8,1
1,9,2,0.15,10,2
1,10,0,0.9,0,129729
1,10,0,0.9,1,1193
1,10,0,0.9,2,113
1,10,0,0.9,3,22
1,10,0,0.9,4,10
1,10,0,0.9,5,1
1,10,0,0.9,6,1
1,10,0,0.9,10,1
1,10,0,0.9,11,1
1,10,0,0.9,13,1
1,10,1,0.5,0,127556
1,10,1,0.5,1,3058
1,10,1,0.5,2,327
1,10,1,0.5,3,73
1,10,1,0.5,4,28
1,10,1,0.5,5,7
1,10,1,0.5,6,10
1,10,1,0.5,7,7
1,10,1,0.5,8,2
1,10,1,0.5,9,1
1,10,1,0.5,10,2
1,10,1,0.5,11,1
1,10,2,0.15,0,126327
1,10,2,0.15,1,4312
1,10,2,0.15,2,362
1,10,2,0.15,3,44
1,10,2,0.15,4,14
1,10,2,0.15,5,6
1,10,2,0.15,6,5
1,10,2,0.15,7,2
1,11,0,0.9,0,129320
1,11,0,0.9,1,1463
1,11,0,0.9,2,194
1,11,0,0.9,3,48
1,11,0,0.9,4,26
1,11,0,0.9,5,10
1,11,0,0.9,6,4
1,11,0,0.9,7,6
1,11,0,0.9,10,1
1,11,1,0.5,0,127994
1,11,1,0.5,1,2546
1,11,1,0.5,2,380
1,11,1,0.5,3,93
1,11,1,0.5,4,30
1,11,1,0.5,5,8
1,11,1,0.5,6,6
1,11,1,0.5,7,8
1,11,1,0.5,8,1
1,11,1,0.5,10,5
1,11,1,0.5,11,1
1,11,2,0.15,0,127320
1,11,2,0.15,1,3362
1,11,2,0.15,2,321
1,11,2,0.15,3,45
1,11,2,0.15,4,13
1,11,2,0.15,5,4
1,11,2,0.15,6,3
1,11,2,0.15,8,3
1,11,2,0.15,11,1
1,12,0,0.9,0,129273
1,12,0,0.9,1,1499
1,12,0,0.9,2,195
1,12,0,0.9,3,57
1,12,0,0.9,4,23
1,12,0,0.9,5,7
1,12,0,0.9,6,3
1,12,0,0.9,7,4
1,12,0,0.9,8,4
1,12,0,0.9,9,4
1,12,0,0.9,11,1
1,12,0,0.9,13,1
1,12,0,0.9,19,1
1,12,1,0.5,0,127863
1,12,1,0.5,1,2653
1,12,1,0.5,2,365
1,12,1,0.5,3,101
1,12,1,0.5,4,40
1,12,1,0.5,5,16
1,12,1,0.5,6,13
1,12,1,0.5,7,9
1,12,1,0.5,8,4
1,12,1,0.5,9,3
1,12,1,0.5,10,2
1,12,1,0.5,12,2
1,12,1,0.5,15,1
1,12,2,0.15,0,127196
1,12,2,0.15,1,3491
1,12,2,0.15,2,317
1,12,2,0.15,3,53
1,12,2,0.15,4,12
1,12,2,0.15,5,1
1,12,2,0.15,6,1
1,12,2,0.15,7,1
1,13,0,0.9,0,129814
1,13,0,0.9,1,1081
1,13,0,0.9,2,114
1,13,0,0.9,3,28
1,13,0,0.9,4,17
1,13,0,0.9,5,6
1,13,0,0.9,6,3
1,13,0,0.9,7,1
1,13,0,0.9,8,2
1,13,0,0.9,9,2
1,13,0,0.9,10,1
1,13,0,0.9,11,1
1,13,0,0.9,13,1
1,13,0,0.9,14,1
1,13,1,0.5,0,127098
1,13,1,0.5,1,3433
1,13,1,0.5,2,410
1,13,1,0.5,3,89
1,13,1,0.5,4,32
1,13,1,0.5,5,4
1,13,1,0.5,6,2
1,13,1,0.5,7,2
1,13,1,0.5,8,1
1,13,1,0.5,12,1
1,13,2,0.15,0,125876
1,13,2,0.15,1,4641
1,13,2,0.15,2,478
1,13,2,0.15,3,56
1,13,2,0.15,4,16
1,13,2,0.15,5,4
1,13,2,0.15,6,1
1,14,0,0.9,0,129251
1,14,0,0.9,1,1538
1,14,0,0.9,2,214
1,14,0,0.9,3,44
1,14,0,0.9,4,15
1,14,0,0.9,5,5
1,14,0,0.9,6,3
1,14,0,0.9,8,1
1,14,0,0.9,9,1
1,14,1,0.5,0,127771
1,14,1,0.5,1,2748
1,14,1,0.5,2,382
1,14,1,0.5,3,105
1,14,1,0.5,4,34
1,14,1,0.5,5,13
1,14,1,0.5,6,9
1,14,1,0.5,7,5
1,14,1,0.5,8,2
1,14,1,0.5,9,3
1,14,2,0.15,0,127088
1,14,2,0.15,1,3625
1,14,2,0.15,2,300
1,14,2,0.15,3,38
1,14,2,0.15,4,12
1,14,2,0.15,5,3
1,14,2,0.15,6,3
1,14,2,0.15,7,2
1,14,2,0.15,8,1
1,15,0,0.9,0,129274
1,15,0,0.9,1,1483
1,15,0,0.9,2,203
1,15,0,0.9,3,57
1,15,0,0.9,4,24
1,15,0,0.9,5,15
1,15,0,0.9,6,7
1,15,0,0.9,7,3
1,15,0,0.9,8,3
1,15,0,0.9,9,1
1,15,0,0.9,16,1
1,15,0,0.9,18,1
1,15,1,0.5,0,127860
1,15,1,0.5,1,2757
1,15,1,0.5,2,338
1,15,1,0.5,3,76
1,15,1,0.5,4,26
1,15,1,0.5,5,8
1,15,1,0.5,6,4
1,15,1,0.5,7,2
1,15,1,0.5,10,1
1,15,2,0.15,0,126754
1,15,2,0.15,1,3995
1,15,2,0.15,2,288
1,15,2,0.15,3,29
1,15,2,0.15,4,5
1,15,2,0.15,5,1
1,16,0,0.9,0,129631
1,16,0,0.9,1,1173
1,16,0,0.9,2,163
1,16,0,0.9,3,53
1,16,0,0.9,4,19
1,16,0,0.9,5,3
1,16,0,0.9,6,6
1,16,0,0.9,7,2
1,16,0,0.9,8,1
1,16,0,0.9,9,2
1,16,0,0.9,12,1
1,16,0,0.9,13,2
1,16,0,0.9,14,1
1,16,0,0.9,16,1
1,16,0,0.9,20,1
1,16,0,0.9,21,1
1,16,0,0.9,22,1
1,16,0,0.9,24,2
1,16,0,0.9,26,2
1,16,0,0.9,29,2
1,16,0,0.9,31,2
1,16,0,0.9,35,1
1,16,0,0.9,43,1
1,16,0,0.9,56,1
1,16,1,0.5,0,127530
1,16,1,0.5,1,3025
1,16,1,0.5,2,405
1,16,1,0.5,3,58
1,16,1,0.5,4,35
1,16,1,0.5,5,8
1,16,1,0.5,6,5
1,16,1,0.5,7,2
1,16,1,0.5,8,1
1,16,1,0.5,9,2
1,16,1,0.5,11,1
1,16,2,0.15,0,126330
1,16,2,0.15,1,4299
1,16,2,0.15,2,388
1,16,2,0.15,3,41
1,16,2,0.15,4,11
1,16,2,0.15,5,3
1,17,0,0.9,0,129432
1,17,0,0.9,1,1360
1,17,0,0.9,2,183
1,17,0,0.9,3,56
1,17,0,0.9,4,18
1,17,0,0.9,5,6
1,17,0,0.9,6,6
1,17,0,0.9,7,8
1,17,0,0.9,8,1
1,17,0,0.9,9,1
1,17,0,0.9,11,1
1,17,1,0.5,0,127576
1,17,1,0.5,1,3041
1,17,1,0.5,2,364
1,17,1,0.5,3,61
1,17,1,0.5,4,19
1,17,1,0.5,5,6
1,17,1,0.5,6,3
1,17,1,0.5,7,1
1,17,1,0.5,8,1
1,17,2,0.15,0,126276
1,17,2,0.15,1,4412
1,17,2,0.15,2,334
1,17,2,0.15,3,37
1,17,2,0.15,4,11
1,17,2,0.15,5,1
1,17,2,0.15,6,1
1,18,0,0.9,0,129159
1,18,0,0.9,1,1596
1,18,0,0.9,2,221
1,18,0,0.9,3,56
1,18,0,0.9,4,18
1,18,0,0.9,5,15
1,18,0,0.9,6,2
1,18,0,0.9,7,1
1,18,0,0.9,8,2
1,18,0,0.9,9,1
1,18,0,0.9,10,1
1,18,1,0.5,0,127935
1,18,1,0.5,1,2723
1,18,1,0.5,2,315
1,18,1,0.5,3,55
1,18,1,0.5,4,26
1,18,1,0.5,5,11
1,18,1,0.5,6,2
1,18,1,0.5,7,2
1,18,1,0.5,8,1
1,18,1,0.5,9,1
1,18,1,0.5,10,1
1,18,2,0.15,0,126771
1,18,2,0.15,1,3924
1,18,2,0.15,2,320
1,18,2,0.15,3,48
1,18,2,0.15,4,5
1,18,2,0.15,5,2
1,18,2,0.15,6,1
1,18,2,0.15,7,1
1,19,0,0.9,0,129892
1,19,0,0.9,1,962
1,19,0,0.9,2,134
1,19,0,0.9,3,26
1,19,0,0.9,4,18
1,19,0,0.9,5,13
1,19,0,0.9,6,7
1,19,0,0.9,7,4
1,19,0,0.9,8,3
1,19,0,0.9,9,2
1,19,0,0.9,10,3
1,19,0,0.9,11,1
1,19,0,0.9,12,2
1,19,0,0.9,17,1
1,19,0,0.9,20,1
1,19,0,0.9,25,1
1,19,0,0.9,29,1
1,19,0,0.9,30,1
1,19,1,0.5,0,127407
1,19,1,0.5,1,3206
1,19,1,0.5,2,356
1,19,1,0.5,3,71
1,19,1,0.5,4,21
1,19,1,0.5,5,3
1,19,1,0.5,6,3
1,19,1,0.5,7,3
1,19,1,0.5,10,2
1,19,2,0.15,0,125561
1,19,2,0.15,1,5044
1,19,2,0.15,2,411
1,19,2,0.15,3,50
1,19,2,0.15,4,3
1,19,2,0.15,5,3
1,20,0,0.9,0,129137
1,20,0,0.9,1,1567
1,20,0,0.9,2,251
1,20,0,0.9,3,52
1,20,0,0.9,4,21
1,20,0,0.9,5,15
1,20,0,0.9,6,10
1,20,0,0.9,7,3
1,20,0,0.9,8,2
1,20,0,0.9,9,1
1,20,0,0.9,10,1
1,20,0,0.9,11,1
1,20,0,0.9,12,1
1,20,0,0.9,13,1
1,20,0,0.9,14,1
1,20,0,0.9,17,1
1,20,0,0.9,20,2
1,20,0,0.9,29,1
1,20,0,0.9,30,1
1,20,0,0.9,45,2
1,20,0,0.9,47,1
1,20,1,0.5,0,128124
1,20,1,0.5,1,2505
1,20,1,0.5,2,319
1,20,1,0.5,3,77
1,20,1,0.5,4,28
1,20,1,0.5,5,13
1,20,1,0.5,6,4
1,20,1,0.5,8,1
1,20,1,0.5,11,1
1,20,2,0.15,0,126704
1,20,2,0.15,1,4015
1,20,2,0.15,2,310
1,20,2,0.15,3,38
1,20,2,0.15,4,5
1,21,0,0.9,0,129243
1,21,0,0.9,1,1488
1,21,0,0.9,2,217
1,21,0,0.9,3,66
1,21,0,0.9,4,19
1,21,0,0.9,5,20
1,21,0,0.9,6,6
1,21,0,0.9,7,5
1,21,0,0.9,8,1
1,21,0,0.9,9,2
1,21,0,0.9,11,1
1,21,0,0.9,13,2
1,21,0,0.9,15,2
1,21,1,0.5,0,127447
1,21,1,0.5,1,3157
1,21,1,0.5,2,349
1,21,1,0.5,3,80
1,21,1,0.5,4,22
1,21,1,0.5,5,11
1,21,1,0.5,6,1
1,21,1,0.5,7,2
1,21,1,0.5,8,2
1,21,1,0.5,15,1
1,21,2,0.15,0,126320
1,21,2,0.15,1,4344
1,21,2,0.15,2,372
1,21,2,0.15,3,32
1,21,2,0.15,4,2
1,21,2,0.15,5,1
1,21,2,0.15,7,1
1,22,0,0.9,0,129587
1,22,0,0.9,1,1174
1,22,0,0.9,2,202
1,22,0,0.9,3,54
1,22,0,0.9,4,18
1,22,0,0.9,5,17
1,22,0,0.9,6,9
1,22,0,0.9,7,2
1,22,0,0.9,8,3
1,22,0,0.9,9,2
1,22,0,0.9,10,2
1,22,0,0.9,11,1
1,22,0,0.9,12,1
1,22,1,0.5,0,127386
1,22,1,0.5,1,3216
1,22,1,0.5,2,348
1,22,1,0.5,3,84
1,22,1,0.5,4,23
1,22,1,0.5,5,11
1,22,1,0.5,6,2
1,22,1,0.5,7,2
1,22,2,0.15,0,125755
1,22,2,0.15,1,4882
1,22,2,0.15,2,392
1,22,2,0.15,3,32
1,22,2,0.15,4,10
1,22,2,0.15,5,1
1,23,0,0.9,0,129606
1,23,0,0.9,1,1167
1,23,0,0.9,2,176
1,23,0,0.9,3,51
1,23,0,0.9,4,21
1,23,0,0.9,5,5
1,23,0,0.9,6,12
1,23,0,0.9,7,6
1,23,0,0.9,8,2
1,23,0,0.9,9,3
1,23,0,0.9,10,3
1,23,0,0.9,12,2
1,23,0,0.9,13,4
1,23,0,0.9,14,3
1,23,0,0.9,15,3
1,23,0,0.9,17,2
1,23,0,0.9,19,1
1,23,0,0.9,20,1
1,23,0,0.9,35,1
1,23,0,0.9,38,1
1,23,0,0.9,41,1
1,23,0,0.9,52,1
1,23,1,0.5,0,127344
1,23,1,0.5,1,3269
1,23,1,0.5,2,343
1,23,1,0.5,3,68
1,23,1,0.5,4,24
1,23,1,0.5,5,12
1,23,1,0.5,6,2
1,23,1,0.5,7,5
1,23,1,0.5,8,1
1,23,1,0.5,9,1
1,23,1,0.5,10,1
1,23,1,0.5,11,1
1,23,1,0.5,16,1
1,23,2,0.15,0,125589
1,23,2,0.15,1,5058
1,23,2,0.15,2,364
1,23,2,0.15,3,48
1,23,2,0.15,4,12
1,23,2,0.15,5,1
1,24,0,0.9,0,129115
1,24,0,0.9,1,1592
1,24,0,0.9,2,202
1,24,0,0.9,3,66
1,24,0,0.9,4,24
1,24,0,0.9,5,23
1,24,0,0.9,6,5
1,24,0,0.9,7,10
1,24,0,0.9,8,9
1,24,0,0.9,9,2
1,24,0,0.9,10,6
1,24,0,0.9,11,1
1,24,0,0.9,13,4
1,24,0,0.9,14,1
1,24,0,0.9,15,2
1,24,0,0.9,16,3
1,24,0,0.9,17,1
1,24,0,0.9,19,2
1,24,0,0.9,20,1
1,24,0,0.9,24,1
1,24,0,0.9,25,1
1,24,0,0.9,27,1
1,24,1,0.5,0,127292
1,24,1,0.5,1,3257
1,24,1,0.5,2,361
1,24,1,0.5,3,79
1,24,1,0.5,4,47
1,24,1,0.5,5,14
1,24,1,0.5,6,9
1,24,1,0.5,7,2
1,24,1,0.5,8,3
1,24,1,0.5,9,3
1,24,1,0.5,10,2
1,24,1,0.5,11,1
1,24,1,0.5,12,1
1,24,1,0.5,26,1
1,24,2,0.15,0,125863
1,24,2,0.15,1,4748
1,24,2,0.15,2,389
1,24,2,0.15,3,53
1,24,2,0.15,4,14
1,24,2,0.15,5,4
1,24,2,0.15,6,1
1,25,0,0.9,0,129254
1,25,0,0.9,1,1452
1,25,0,0.9,2,204
1,25,0,0.9,3,78
1,25,0,0.9,4,38
1,25,0,0.9,5,14
1,25,0,0.9,6,7
1,25,0,0.9,7,8
1,25,0,0.9,8,2
1,25,0,0.9,9,5
1,25,0,0.9,10,3
1,25,0,0.9,11,1
1,25,0,0.9,12,2
1,25,0,0.9,14,1
1,25,0,0.9,15,1
1,25,0,0.9,18,1
1,25,0,0.9,29,1
1,25,1,0.5,0,126696
1,25,1,0.5,1,3757
1,25,1,0.5,2,486
1,25,1,0.5,3,93
1,25,1,0.5,4,22
1,25,1,0.5,5,10
1,25,1,0.5,6,5
1,25,1,0.5,7,2
1,25,1,0.5,8,1
1,25,2,0.15,0,125053
1,25,2,0.15,1,5402
1,25,2,0.15,2,528
1,25,2,0.15,3,71
1,25,2,0.15,4,13
1,25,2,0.15,5,4
1,25,2,0.15,6,1
1,26,0,0.9,0,129331
1,26,0,0.9,1,1393
1,26,0,0.9,2,185
1,26,0,0.9,3,87
1,26,0,0.9,4,33
1,26,0,0.9,5,19
1,26,0,0.9,6,10
1,26,0,0.9,7,5
1,26,0,0.9,8,3
1,26,0,0.9,9,4
1,26,0,0.9,12,1
1,26,0,0.9,13,1
1,26,1,0.5,0,126663
1,26,1,0.5,1,3719
1,26,1,0.5,2,508
1,26,1,0.5,3,111
1,26,1,0.5,4,32
1,26,1,0.5,5,14
1,26,1,0.5,6,13
1,26,1,0.5,7,3
1,26,1,0.5,8,3
1,26,1,0.5,9,2
1,26,1,0.5,10,1
1,26,1,0.5,12,1
1,26,1,0.5,13,1
1,26,1,0.5,17,1
1,26,2,0.15,0,124913
1,26,2,0.15,1,5449
1,26,2,0.15,2,593
1,26,2,0.15,3,77
1,26,2,0.15,4,23
1,26,2,0.15,5,12
1,26,2,0.15,6,2
1,26,2,0.15,7,2
1,26,2,0.15,8,1
1,27,0,0.9,0,129384
1,27,0,0.9,1,1350
1,27,0,0.9,2,176
1,27,0,0.9,3,67
1,27,0,0.9,4,29
1,27,0,0.9,5,21
1,27,0,0.9,6,12
1,27,0,0.9,7,8
1,27,0,0.9,8,7
1,27,0,0.9,9,5
1,27,0,0.9,10,2
1,27,0,0.9,11,3
1,27,0,0.9,12,4
1,27,0,0.9,13,1
1,27,0,0.9,17,1
1,27,0,0.9,18,1
1,27,0,0.9,22,1
1,27,1,0.5,0,126152
1,27,1,0.5,1,4201
1,27,1,0.5,2,530
1,27,1,0.5,3,118
1,27,1,0.5,4,40
1,27,1,0.5,5,20
1,27,1,0.5,6,2
1,27,1,0.5,7,3
1,27,1,0.5,8,2
1,27,1,0.5,9,3
1,27,1,0.5,10,1
1,27,2,0.15,0,124281
1,27,2,0.15,1,6009
1,27,2,0.15,2,673
1,27,2,0.15,3,85
1,27,2,0.15,4,16
1,27,2,0.15,5,5
1,27,2,0.15,6,3
1,28,0,0.9,0,129200
1,28,0,0.9,1,1454
1,28,0,0.9,2,240
1,28,0,0.9,3,74
1,28,0,0.9,4,40
1,28,0,0.9,5,18
1,28,0,0.9,6,10
1,28,0,0.9,7,12
1,28,0,0.9,8,6
1,28,0,0.9,9,3
1,28,0,0.9,10,1
1,28,0,0.9,11,2
1,28,0,0.9,12,3
1,28,0,0.9,15,1
1,28,0,0.9,16,1
1,28,0,0.9,17,2
1,28,0,0.9,24,1
1,28,0,0.9,25,1
1,28,0,0.9,30,1
1,28,0,0.9,37,1
1,28,0,0.9,39,1
1,28,1,0.5,0,126110
1,28,1,0.5,1,4207
1,28,1,0.5,2,532
1,28,1,0.5,3,139
1,28,1,0.5,4,49
1,28,1,0.5,5,16
1,28,1,0.5,6,10
1,28,1,0.5,7,4
1,28,1,0.5,8,3
1,28,1,0.5,9,1
1,28,1,0.5,15,1
1,28,2,0.15,0,124640
1,28,2,0.15,1,5666
1,28,2,0.15,2,639
1,28,2,0.15,3,93
1,28,2,0.15,4,26
1,28,2,0.15,5,5
1,28,2,0.15,6,3
1,29,0,0.9,0,129188
1,29,0,0.9,1,1444
1,29,0,0.9,2,226
1,29,0,0.9,3,107
1,29,0,0.9,4,40
1,29,0,0.9,5,22
1,29,0,0.9,6,14
1,29,0,0.9,7,6
1,29,0,0.9,8,4
1,29,0,0.9,9,5
1,29,0,0.9,10,3
1,29,0,0.9,11,2
1,29,0,0.9,12,2
1,29,0,0.9,13,2
1,29,0,0.9,15,3
1,29,0,0.9,16,2
1,29,0,0.9,17,1
1,29,0,0.9,21,1
1,29,1,0.5,0,126396
1,29,1,0.5,1,3952
1,29,1,0.5,2,528
1,29,1,0.5,3,101
1,29,1,0.5,4,42
1,29,1,0.5,5,25
1,29,1,0.5,6,12
1,29,1,0.5,7,4
1,29,1,0.5,8,5
1,29,1,0.5,9,2
1,29,1,0.5,11,2
1,29,1,0.5,12,1
1,29,1,0.5,13,1
1,29,1,0.5,17,1
1,29,2,0.15,0,124831
1,29,2,0.15,1,5423
1,29,2,0.15,2,660
1,29,2,0.15,3,113
1,29,2,0.15,4,24
1,29,2,0.15,5,13
1,29,2,0.15,6,5
1,29,2,0.15,7,1
1,29,2,0.15,8,1
