tau,pack_m,grouping,leftover_rows,grouping_keys
16,128,kv-head,126,390
16,128,kv-head,127,392
16,128,q-head,0,368
16,128,q-head,1,2167
16,128,q-head,2,1962
16,128,q-head,3,1962
16,128,q-head,4,1919
16,128,q-head,5,1951
16,128,q-head,6,1947
16,128,q-head,7,2050
16,128,q-head,8,1970
16,128,q-head,9,2127
16,128,q-head,10,2194
16,128,q-head,11,2181
16,128,q-head,12,2152
16,128,q-head,13,2365
16,128,q-head,14,2409
16,128,q-head,15,2534
16,128,q-head,16,2625
16,128,q-head,17,1985
16,128,q-head,18,1943
16,128,q-head,19,1920
16,128,q-head,20,1856
16,128,q-head,21,1973
16,128,q-head,22,1866
16,128,q-head,23,1890
16,128,q-head,24,1837
16,128,q-head,25,1923
16,128,q-head,26,1946
16,128,q-head,27,1906
16,128,q-head,28,1838
16,128,q-head,29,1890
16,128,q-head,30,1767
16,128,q-head,31,1778
16,128,q-head,32,1780
16,128,q-head,33,1768
16,128,q-head,34,1817
16,128,q-head,35,1752
16,128,q-head,36,1691
16,128,q-head,37,1681
16,128,q-head,38,1671
16,128,q-head,39,1619
16,128,q-head,40,1628
16,128,q-head,41,1690
16,128,q-head,42,1541
16,128,q-head,43,1544
16,128,q-head,44,1618
16,128,q-head,45,1677
16,128,q-head,46,1596
16,128,q-head,47,1519
16,128,q-head,48,1554
16,128,q-head,49,1520
16,128,q-head,50,1425
16,128,q-head,51,1513
16,128,q-head,52,1468
16,128,q-head,53,1446
16,128,q-head,54,1456
16,128,q-head,55,1431
16,128,q-head,56,1428
16,128,q-head,57,1410
16,128,q-head,58,1295
16,128,q-head,59,1318
16,128,q-head,60,1344
16,128,q-head,61,1284
16,128,q-head,62,1232
16,128,q-head,63,1196
16,128,q-head,64,1273
16,128,q-head,65,1206
16,128,q-head,66,1206
16,128,q-head,67,1105
16,128,q-head,68,1202
16,128,q-head,69,1072
16,128,q-head,70,1133
16,128,q-head,71,1015
16,128,q-head,72,1055
16,128,q-head,73,1074
16,128,q-head,74,1056
16,128,q-head,75,1052
16,128,q-head,76,970
16,128,q-head,77,1008
16,128,q-head,78,1018
16,128,q-head,79,959
16,128,q-head,80,988
16,128,q-head,81,902
16,128,q-head,82,913
16,128,q-head,83,910
16,128,q-head,84,874
16,128,q-head,85,859
16,128,q-head,86,823
16,128,q-head,87,771
16,128,q-head,88,800
16,128,q-head,89,788
16,128,q-head,90,732
16,128,q-head,91,772
16,128,q-head,92,740
16,128,q-head,93,717
16,128,q-head,94,687
16,128,q-head,95,685
16,128,q-head,96,709
16,128,q-head,97,693
16,128,q-head,98,648
16,128,q-head,99,691
16,128,q-head,100,656
16,128,q-head,101,612
16,128,q-head,102,668
16,128,q-head,103,597
16,128,q-head,104,587
16,128,q-head,105,556
16,128,q-head,106,580
16,128,q-head,107,512
16,128,q-head,108,577
16,128,q-head,109,534
16,128,q-head,110,531
16,128,q-head,111,498
16,128,q-head,112,559
16,128,q-head,113,533
16,128,q-head,114,518
16,128,q-head,115,504
16,128,q-head,116,480
16,128,q-head,117,498
16,128,q-head,118,466
16,128,q-head,119,439
16,128,q-head,120,442
16,128,q-head,121,455
16,128,q-head,122,436
16,128,q-head,123,441
16,128,q-head,124,384
16,128,q-head,125,397
16,128,q-head,126,390
16,128,q-head,127,392
32,64,kv-head,0,2189
32,64,kv-head,1,3184
32,64,kv-head,2,2958
32,64,kv-head,3,3021
32,64,kv-head,4,2947
32,64,kv-head,5,2875
32,64,kv-head,6,2866
32,64,kv-head,7,2835
32,64,kv-head,8,2786
32,64,kv-head,9,2885
32,64,kv-head,10,2928
32,64,kv-head,11,2871
32,64,kv-head,12,2807
32,64,kv-head,13,2924
32,64,kv-head,14,2802
32,64,kv-head,15,2724
32,64,kv-head,16,2845
32,64,kv-head,17,2746
32,64,kv-head,18,2807
32,64,kv-head,19,2876
32,64,kv-head,20,2842
32,64,kv-head,21,2776
32,64,kv-head,22,2761
32,64,kv-head,23,2802
32,64,kv-head,24,2792
32,64,kv-head,25,2814
32,64,kv-head,26,2844
32,64,kv-head,27,2824
32,64,kv-head,28,2926
32,64,kv-head,29,2896
32,64,kv-head,30,2821
32,64,kv-head,31,2981
32,64,kv-head,32,2978
32,64,kv-head,33,2647
32,64,kv-head,34,2696
32,64,kv-head,35,2563
32,64,kv-head,36,2490
32,64,kv-head,37,2468
32,64,kv-head,38,2595
32,64,kv-head,39,2500
32,64,kv-head,40,2439
32,64,kv-head,41,2453
32,64,kv-head,42,2433
32,64,kv-head,43,2400
32,64,kv-head,44,2347
32,64,kv-head,45,2512
32,64,kv-head,46,2404
32,64,kv-head,47,2454
32,64,kv-head,48,2292
32,64,kv-head,49,2305
32,64,kv-head,50,2334
32,64,kv-head,51,2378
32,64,kv-head,52,2280
32,64,kv-head,53,2313
32,64,kv-head,54,2306
32,64,kv-head,55,2297
32,64,kv-head,56,2225
32,64,kv-head,57,2276
32,64,kv-head,58,2258
32,64,kv-head,59,2271
32,64,kv-head,60,2216
32,64,kv-head,61,2175
32,64,kv-head,62,2200
32,64,kv-head,63,2186
32,64,q-head,0,2189
32,64,q-head,1,3184
32,64,q-head,2,2958
32,64,q-head,3,3021
32,64,q-head,4,2947
32,64,q-head,5,2875
32,64,q-head,6,2866
32,64,q-head,7,2835
32,64,q-head,8,2786
32,64,q-head,9,2885
32,64,q-head,10,2928
32,64,q-head,11,2871
32,64,q-head,12,2807
32,64,q-head,13,2924
32,64,q-head,14,2802
32,64,q-head,15,2724
32,64,q-head,16,2845
32,64,q-head,17,2746
32,64,q-head,18,2807
32,64,q-head,19,2876
32,64,q-head,20,2842
32,64,q-head,21,2776
32,64,q-head,22,2761
32,64,q-head,23,2802
32,64,q-head,24,2792
32,64,q-head,25,2814
32,64,q-head,26,2844
32,64,q-head,27,2824
32,64,q-head,28,2926
32,64,q-head,29,2896
32,64,q-head,30,2821
32,64,q-head,31,2981
32,64,q-head,32,2978
32,64,q-head,33,2647
32,64,q-head,34,2696
32,64,q-head,35,2563
32,64,q-head,36,2490
32,64,q-head,37,2468
32,64,q-head,38,2595
32,64,q-head,39,2500
32,64,q-head,40,2439
32,64,q-head,41,2453
32,64,q-head,42,2433
32,64,q-head,43,2400
32,64,q-head,44,2347
32,64,q-head,45,2512
32,64,q-head,46,2404
32,64,q-head,47,2454
32,64,q-head,48,2292
32,64,q-head,49,2305
32,64,q-head,50,2334
32,64,q-head,51,2378
32,64,q-head,52,2280
32,64,q-head,53,2313
32,64,q-head,54,2306
32,64,q-head,55,2297
32,64,q-head,56,2225
32,64,q-head,57,2276
32,64,q-head,58,2258
32,64,q-head,59,2271
32,64,q-head,60,2216
32,64,q-head,61,2175
32,64,q-head,62,2200
32,64,q-head,63,2186
32,128,kv-head,0,796
32,128,kv-head,1,1891
32,128,kv-head,2,1749
32,128,kv-head,3,1779
32,128,kv-head,4,1675
32,128,kv-head,5,1699
32,128,kv-head,6,1656
32,128,kv-head,7,1719
32,128,kv-head,8,1579
32,128,kv-head,9,1664
32,128,kv-head,10,1661
32,128,kv-head,11,1693
32,128,kv-head,12,1586
32,128,kv-head,13,1726
32,128,kv-head,14,1588
32,128,kv-head,15,1537
32,128,kv-head,16,1618
32,128,kv-head,17,1584
32,128,kv-head,18,1680
32,128,kv-head,19,1643
32,128,kv-head,20,1687
32,128,kv-head,21,1619
32,128,kv-head,22,1650
32,128,kv-head,23,1675
32,128,kv-head,24,1702
32,128,kv-head,25,1718
32,128,kv-head,26,1774
32,128,kv-head,27,1745
32,128,kv-head,28,1817
32,128,kv-head,29,1837
32,128,kv-head,30,1817
32,128,kv-head,31,1893
32,128,kv-head,32,1894
32,128,kv-head,33,1637
32,128,kv-head,34,1606
32,128,kv-head,35,1565
32,128,kv-head,36,1500
32,128,kv-head,37,1492
32,128,kv-head,38,1564
32,128,kv-head,39,1471
32,128,kv-head,40,1450
32,128,kv-head,41,1442
32,128,kv-head,42,1466
32,128,kv-head,43,1456
32,128,kv-head,44,1452
32,128,kv-head,45,1426
32,128,kv-head,46,1443
32,128,kv-head,47,1441
32,128,kv-head,48,1357
32,128,kv-head,49,1420
32,128,kv-head,50,1415
32,128,kv-head,51,1428
32,128,kv-head,52,1372
32,128,kv-head,53,1417
32,128,kv-head,54,1427
32,128,kv-head,55,1401
32,128,kv-head,56,1317
32,128,kv-head,57,1401
32,128,kv-head,58,1375
32,128,kv-head,59,1367
32,128,kv-head,60,1292
32,128,kv-head,61,1304
32,128,kv-head,62,1343
32,128,kv-head,63,1283
32,128,kv-head,64,1393
32,128,kv-head,65,1293
32,128,kv-head,66,1209
32,128,kv-head,67,1242
32,128,kv-head,68,1272
32,128,kv-head,69,1176
32,128,kv-head,70,1210
32,128,kv-head,71,1116
32,128,kv-head,72,1207
32,128,kv-head,73,1221
32,128,kv-head,74,1267
32,128,kv-head,75,1178
32,128,kv-head,76,1221
32,128,kv-head,77,1198
32,128,kv-head,78,1214
32,128,kv-head,79,1187
32,128,kv-head,80,1227
32,128,kv-head,81,1162
32,128,kv-head,82,1127
32,128,kv-head,83,1233
32,128,kv-head,84,1155
32,128,kv-head,85,1157
32,128,kv-head,86,1111
32,128,kv-head,87,1127
32,128,kv-head,88,1090
32,128,kv-head,89,1096
32,128,kv-head,90,1070
32,128,kv-head,91,1079
32,128,kv-head,92,1109
32,128,kv-head,93,1059
32,128,kv-head,94,1004
32,128,kv-head,95,1088
32,128,kv-head,96,1084
32,128,kv-head,97,1010
32,128,kv-head,98,1090
32,128,kv-head,99,998
32,128,kv-head,100,990
32,128,kv-head,101,976
32,128,kv-head,102,1031
32,128,kv-head,103,1029
32,128,kv-head,104,989
32,128,kv-head,105,1011
32,128,kv-head,106,967
32,128,kv-head,107,944
32,128,kv-head,108,895
32,128,kv-head,109,1086
32,128,kv-head,110,961
32,128,kv-head,111,1013
32,128,kv-head,112,935
32,128,kv-head,113,885
32,128,kv-head,114,919
32,128,kv-head,115,950
32,128,kv-head,116,908
32,128,kv-head,117,896
32,128,kv-head,118,879
32,128,kv-head,119,896
32,128,kv-head,120,908
32,128,kv-head,121,875
32,128,kv-head,122,883
32,128,kv-head,123,904
32,128,kv-head,124,924
32,128,kv-head,125,871
32,128,kv-head,126,857
32,128,kv-head,127,903
32,128,q-head,0,796
32,128,q-head,1,1891
32,128,q-head,2,1749
32,128,q-head,3,1779
32,128,q-head,4,1675
32,128,q-head,5,1699
32,128,q-head,6,1656
32,128,q-head,7,1719
32,128,q-head,8,1579
32,128,q-head,9,1664
32,128,q-head,10,1661
32,128,q-head,11,1693
32,128,q-head,12,1586
32,128,q-head,13,1726
32,128,q-head,14,1588
32,128,q-head,15,1537
32,128,q-head,16,1618
32,128,q-head,17,1584
32,128,q-head,18,1680
32,128,q-head,19,1643
32,128,q-head,20,1687
32,128,q-head,21,1619
32,128,q-head,22,1650
32,128,q-head,23,1675
32,128,q-head,24,1702
32,128,q-head,25,1718
32,128,q-head,26,1774
32,128,q-head,27,1745
32,128,q-head,28,1817
32,128,q-head,29,1837
32,128,q-head,30,1817
32,128,q-head,31,1893
32,128,q-head,32,1894
32,128,q-head,33,1637
32,128,q-head,34,1606
32,128,q-head,35,1565
32,128,q-head,36,1500
32,128,q-head,37,1492
32,128,q-head,38,1564
32,128,q-head,39,1471
32,128,q-head,40,1450
32,128,q-head,41,1442
32,128,q-head,42,1466
32,128,q-head,43,1456
32,128,q-head,44,1452
32,128,q-head,45,1426
32,128,q-head,46,1443
32,128,q-head,47,1441
32,128,q-head,48,1357
32,128,q-head,49,1420
32,128,q-head,50,1415
32,128,q-head,51,1428
32,128,q-head,52,1372
32,128,q-head,53,1417
32,128,q-head,54,1427
32,128,q-head,55,1401
32,128,q-head,56,1317
32,128,q-head,57,1401
32,128,q-head,58,1375
32,128,q-head,59,1367
32,128,q-head,60,1292
32,128,q-head,61,1304
32,128,q-head,62,1343
32,128,q-head,63,1283
32,128,q-head,64,1393
32,128,q-head,65,1293
32,128,q-head,66,1209
32,128,q-head,67,1242
32,128,q-head,68,1272
32,128,q-head,69,1176
32,128,q-head,70,1210
32,128,q-head,71,1116
32,128,q-head,72,1207
32,128,q-head,73,1221
32,128,q-head,74,1267
32,128,q-head,75,1178
32,128,q-head,76,1221
32,128,q-head,77,1198
32,128,q-head,78,1214
32,128,q-head,79,1187
32,128,q-head,80,1227
32,128,q-head,81,1162
32,128,q-head,82,1127
32,128,q-head,83,1233
32,128,q-head,84,1155
32,128,q-head,85,1157
32,128,q-head,86,1111
32,128,q-head,87,1127
32,128,q-head,88,1090
32,128,q-head,89,1096
32,128,q-head,90,1070
32,128,q-head,91,1079
32,128,q-head,92,1109
32,128,q-head,93,1059
32,128,q-head,94,1004
32,128,q-head,95,1088
32,128,q-head,96,1084
32,128,q-head,97,1010
32,128,q-head,98,1090
32,128,q-head,99,998
32,128,q-head,100,990
32,128,q-head,101,976
32,128,q-head,102,1031
32,128,q-head,103,1029
32,128,q-head,104,989
32,128,q-head,105,1011
32,128,q-head,106,967
32,128,q-head,107,944
32,128,q-head,108,895
32,128,q-head,109,1086
32,128,q-head,110,961
32,128,q-head,111,1013
32,128,q-head,112,935
32,128,q-head,113,885
32,128,q-head,114,919
32,128,q-head,115,950
32,128,q-head,116,908
32,128,q-head,117,896
32,128,q-head,118,879
32,128,q-head,119,896
32,128,q-head,120,908
32,128,q-head,121,875
32,128,q-head,122,883
32,128,q-head,123,904
32,128,q-head,124,924
32,128,q-head,125,871
32,128,q-head,126,857
32,128,q-head,127,903
