layer,step,remaining_mask_ratio,active_count,tile_count
0,2,0.15,71,118
0,2,0.15,72,96
0,2,0.15,73,98
0,2,0.15,74,105
0,2,0.15,75,92
0,2,0.15,76,107
0,2,0.15,77,94
0,2,0.15,78,105
0,2,0.15,79,86
0,2,0.15,80,81
0,2,0.15,81,63
0,2,0.15,82,75
0,2,0.15,83,76
0,2,0.15,84,77
0,2,0.15,85,61
0,2,0.15,86,58
0,2,0.15,87,58
0,2,0.15,88,66
0,2,0.15,89,68
0,2,0.15,90,45
0,2,0.15,91,60
0,2,0.15,92,44
0,2,0.15,93,50
0,2,0.15,94,56
0,2,0.15,95,48
0,2,0.15,96,33
0,2,0.15,97,48
0,2,0.15,98,37
0,2,0.15,99,43
0,2,0.15,100,47
0,2,0.15,101,38
0,2,0.15,102,45
0,2,0.15,103,50
0,2,0.15,104,30
0,2,0.15,105,46
0,2,0.15,106,39
0,2,0.15,107,32
0,2,0.15,108,36
0,2,0.15,109,33
0,2,0.15,110,26
0,2,0.15,111,37
0,2,0.15,112,26
0,2,0.15,113,23
0,2,0.15,114,36
0,2,0.15,115,31
0,2,0.15,116,36
0,2,0.15,117,18
0,2,0.15,118,30
0,2,0.15,119,19
0,2,0.15,120,29
0,2,0.15,121,17
0,2,0.15,122,13
0,2,0.15,123,14
0,2,0.15,124,12
0,2,0.15,125,7
0,2,0.15,126,5
0,2,0.15,127,1
0,2,0.15,128,1025
1,0,0.9,0,1831
1,0,0.9,1,83
1,0,0.9,2,55
1,0,0.9,3,40
1,0,0.9,4,58
1,0,0.9,5,50
1,0,0.9,6,57
1,0,0.9,7,51
1,0,0.9,8,82
1,0,0.9,9,73
1,0,0.9,10,70
1,0,0.9,11,82
1,0,0.9,12,101
1,0,0.9,13,103
1,0,0.9,14,139
1,0,0.9,15,110
1,0,0.9,16,86
1,0,0.9,17,106
1,0,0.9,18,77
1,0,0.9,19,92
1,0,0.9,20,76
1,0,0.9,21,72
1,0,0.9,22,76
1,0,0.9,23,67
1,0,0.9,24,86
1,0,0.9,25,73
1,0,0.9,26,80
1,0,0.9,27,70
1,0,0.9,28,91
1,0,0.9,29,57
1,0,0.9,30,93
1,0,0.9,31,89
1,0,0.9,32,89
1,0,0.9,33,96
1,0,0.9,34,105
1,0,0.9,35,80
1,0,0.9,36,83
1,0,0.9,37,83
1,0,0.9,38,72
1,0,0.9,39,94
1,0,0.9,40,88
1,0,0.9,41,76
1,0,0.9,42,86
1,0,0.9,43,84
1,0,0.9,44,101
1,0,0.9,45,100
1,0,0.9,46,91
1,0,0.9,47,75
1,0,0.9,48,89
1,0,0.9,49,86
1,0,0.9,50,83
1,0,0.9,51,89
1,0,0.9,52,87
1,0,0.9,53,90
1,0,0.9,54,77
1,0,0.9,55,86
1,0,0.9,56,88
1,0,0.9,57,65
1,0,0.9,58,102
1,0,0.9,59,78
1,0,0.9,60,93
1,0,0.9,61,71
1,0,0.9,62,72
1,0,0.9,63,77
1,0,0.9,64,90
1,0,0.9,65,71
1,0,0.9,66,89
1,0,0.9,67,78
1,0,0.9,68,84
1,0,0.9,69,83
1,0,0.9,70,82
1,0,0.9,71,74
1,0,0.9,72,88
1,0,0.9,73,80
1,0,0.9,74,91
1,0,0.9,75,78
1,0,0.9,76,82
1,0,0.9,77,81
1,0,0.9,78,95
1,0,0.9,79,85
1,0,0.9,80,78
1,0,0.9,81,90
1,0,0.9,82,64
