split,scope,policy,new_maximum_protection,rows,relative_output_error_count,relative_output_error_mean,relative_output_error_maximum,relative_output_error_minimum,row_cosine_count,row_cosine_mean,row_cosine_maximum,row_cosine_minimum,maximum_absolute_output_error,relative_denominator_error_count,relative_denominator_error_mean,relative_denominator_error_maximum,relative_denominator_error_minimum,relative_numerator_error_count,relative_numerator_error_mean,relative_numerator_error_maximum,relative_numerator_error_minimum,physical_tiles,baseline_kept_tiles,candidate_tiles,replaced_tiles,physical_replacement_fraction,kept_replacement_fraction
calibration,all_rows,exact_allmax_lt_0.01,veto_rows,18432,18432,0.00045445319377790546,0.057103481143713,0.0,18432,0.9999986430759438,1.0000003576278687,0.9984761476516724,0.07456547021865845,18432,0.00032106333593320515,0.028027832508087158,0.0,18432,0.00043344521794498993,0.05582098662853241,0.0,9216,6498,1781,83,0.009006076388888888,0.012773160972606955
calibration,all_rows,exact_allmax_lt_0.03,all_rows,18432,18432,0.005989513473311444,0.2249094545841217,0.0,18432,0.9999165287881624,1.0000003576278687,0.9755172729492188,0.3455057144165039,18432,0.006819387435421554,0.22629904747009277,0.0,18432,0.006891530360948453,0.24326075613498688,0.0,9216,6498,1781,430,0.04665798611111111,0.06617420744844568
calibration,all_rows,exact_allmax_lt_0.03,none,18432,18432,0.013845203072119276,0.24512512981891632,0.0,18432,0.9996496029230507,1.0000003576278687,0.9709368348121643,0.5980253219604492,18432,0.02501945248999012,0.4928654432296753,0.0,18432,0.025475825008256847,0.5335065722465515,0.0,9216,6498,1781,748,0.08116319444444445,0.11511234225915666
calibration,all_rows,exact_allmax_lt_0.03,veto_rows,18432,18432,0.005989513473311444,0.2249094545841217,0.0,18432,0.9999165287881624,1.0000003576278687,0.9755172729492188,0.3455057144165039,18432,0.006819387435421554,0.22629904747009277,0.0,18432,0.006891530360948453,0.24326075613498688,0.0,9216,6498,1781,430,0.04665798611111111,0.06617420744844568
calibration,all_rows,exact_vetomax_lt_0.001,all_rows,18432,18432,4.953569711912735e-05,0.0412888303399086,0.0,18432,0.999999758897401,1.0000003576278687,0.9991480708122253,0.18846774101257324,18432,3.506202806925608e-05,0.03048849105834961,0.0,18432,4.8548806232175995e-05,0.0535251758992672,0.0,9216,6498,1781,20,0.002170138888888889,0.0030778701138811943
calibration,all_rows,exact_vetomax_lt_0.001,none,18432,18432,9.521170042507613e-05,0.0412888303399086,0.0,18432,0.9999996202499865,1.0000003576278687,0.9991480708122253,0.18846774101257324,18432,0.00011662997874534792,0.03489887714385986,0.0,18432,0.00012331130878332158,0.0535251758992672,0.0,9216,6498,1781,26,0.0028211805555555555,0.0040012311480455524
calibration,all_rows,exact_vetomax_lt_0.001,veto_rows,18432,18432,4.953569711912735e-05,0.0412888303399086,0.0,18432,0.999999758897401,1.0000003576278687,0.9991480708122253,0.18846774101257324,18432,3.506202806925608e-05,0.03048849105834961,0.0,18432,4.8548806232175995e-05,0.0535251758992672,0.0,9216,6498,1781,20,0.002170138888888889,0.0030778701138811943
calibration,all_rows,exact_vetomax_lt_0.003,all_rows,18432,18432,0.00010545842663909807,0.0412888303399086,0.0,18432,0.9999996221934756,1.0000003576278687,0.9991480708122253,0.18832600116729736,18432,7.943107630126178e-05,0.03048849105834961,0.0,18432,0.00010278239567193927,0.05358725041151047,0.0,9216,6498,1781,36,0.00390625,0.00554016620498615
calibration,all_rows,exact_vetomax_lt_0.003,none,18432,18432,0.00044199920860904307,0.054146599024534225,0.0,18432,0.9999971761232397,1.0000003576278687,0.9988768100738525,0.18832600116729736,18432,0.0006468429799295134,0.14434629678726196,0.0,18432,0.0006233694795906606,0.16208599507808685,0.0,9216,6498,1781,69,0.007486979166666667,0.01061865189289012
calibration,all_rows,exact_vetomax_lt_0.003,veto_rows,18432,18432,0.00010545842663909807,0.0412888303399086,0.0,18432,0.9999996221934756,1.0000003576278687,0.9991480708122253,0.18832600116729736,18432,7.943107630126178e-05,0.03048849105834961,0.0,18432,0.00010278239567193927,0.05358725041151047,0.0,9216,6498,1781,36,0.00390625,0.00554016620498615
