split,context,remaining_mask_ratio,noise_phase,layer,head,query_tile,candidate_tiles,new_maximum_candidates,mean_veto_row_relative_mass_error,mean_veto_row_relative_value_error,compact_mean_relative_output_error,compact_masked_mean_relative_output_error,compact_visible_mean_relative_output_error,compact_minimum_row_cosine,veto_oracle_mean_relative_output_error
calibration,0,0.5,mid,31,15,2,15,7,0.36012330651283264,0.2611066997051239,0.030711272731423378,0.020155111327767372,0.03841441869735718,0.9921987056732178,0.03367030248045921
calibration,0,0.5,mid,31,31,2,29,13,0.4361456334590912,0.5112006068229675,0.10873137414455414,0.08879705518484116,0.12327804416418076,0.9138698577880859,0.14057359099388123
calibration,0,0.15,low,0,0,2,35,35,0.5808717608451843,0.704112708568573,0.05277029797434807,0.058599285781383514,0.05149347335100174,0.9802061319351196,0.05551258102059364
calibration,0,0.15,low,0,7,2,7,7,0.45083218812942505,0.8992401361465454,0.0373586006462574,0.051641516387462616,0.034229960292577744,0.9983994364738464,0.03853297233581543
calibration,0,0.15,low,0,15,2,30,30,0.4271336793899536,0.4584905803203583,0.11612905561923981,0.07593245059251785,0.12493402510881424,0.9875003099441528,0.12264236807823181
calibration,0,0.15,low,0,31,2,2,2,0.13410170376300812,0.39629554748535156,0.016769716516137123,0.015190653502941132,0.017115607857704163,0.9995231032371521,0.01659318432211876
calibration,0,0.15,low,15,0,2,27,27,0.4655829071998596,0.9105257987976074,0.10781565308570862,0.1208220049738884,0.10496664047241211,0.980948805809021,0.13505768775939941
calibration,0,0.15,low,15,7,2,34,34,0.4728794991970062,0.7759613990783691,0.28766581416130066,0.3077991306781769,0.2832556962966919,0.43936532735824585,0.4547611176967621
calibration,0,0.15,low,15,15,2,17,17,0.42625218629837036,0.7386937737464905,0.060825414955616,0.05840950086712837,0.0613546185195446,0.7996656894683838,0.05881752073764801
calibration,0,0.15,low,15,31,2,19,19,0.7036027908325195,0.7028213143348694,0.05927155539393425,0.04417641833424568,0.06257811188697815,0.9884250164031982,0.06150011718273163
calibration,0,0.15,low,31,0,2,34,34,0.17447969317436218,0.7237676978111267,0.1735275536775589,0.14360873401165009,0.18008120357990265,0.7767488360404968,0.09285885095596313
calibration,0,0.15,low,31,7,2,30,30,0.5366439819335938,0.4493977725505829,0.13105721771717072,0.10781640559434891,0.13614806532859802,0.8904868364334106,0.1784425675868988
calibration,0,0.15,low,31,15,2,22,22,0.44402122497558594,0.2628195285797119,0.04735398292541504,0.017775436863303185,0.05383309721946716,0.9878983497619629,0.05454392358660698
calibration,0,0.15,low,31,31,2,28,28,0.4143989086151123,0.5080441832542419,0.1668594777584076,0.1107902005314827,0.1791413128376007,0.6740524768829346,0.2064993977546692
calibration,1,0.9,high,0,0,13,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
calibration,1,0.9,high,0,7,13,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
calibration,1,0.9,high,0,15,13,1,0,0.8098031878471375,0.3367869257926941,0.005999328568577766,0.0056286221370100975,0.01353701576590538,0.9993306398391724,0.007002568803727627
calibration,1,0.9,high,0,31,13,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
calibration,1,0.9,high,15,0,13,11,0,0.9628768563270569,1.1266282796859741,0.05490746349096298,0.05342067778110504,0.08513876795768738,0.9754002094268799,0.05776015296578407
calibration,1,0.9,high,15,7,13,8,0,0.23586712777614594,0.7206884622573853,0.051740862429142,0.05177569016814232,0.05103258788585663,0.9920328259468079,0.06062706559896469
calibration,1,0.9,high,15,15,13,13,0,0.34727704524993896,0.5504021048545837,0.04675764963030815,0.04790455475449562,0.02343718335032463,0.9855694770812988,0.04780321568250656
calibration,1,0.9,high,15,31,13,7,0,0.7146711349487305,0.7455634474754333,0.04074576124548912,0.04092875123023987,0.037024907767772675,0.9869772791862488,0.04105113446712494
calibration,1,0.9,high,31,0,13,6,1,0.13507764041423798,0.5965930223464966,0.01433797087520361,0.011448943987488747,0.07308149337768555,0.9615328907966614,0.010749796405434608
calibration,1,0.9,high,31,7,13,26,2,0.3677803575992584,0.17734622955322266,0.015576520934700966,0.012269668281078339,0.08281584084033966,0.9959601759910583,0.032631777226924896
calibration,1,0.9,high,31,15,13,10,0,0.6325343251228333,0.12762056291103363,0.011392725631594658,0.007996234111487865,0.08045469224452972,0.9930891990661621,0.011469590477645397
calibration,1,0.9,high,31,31,13,13,2,0.3535839915275574,0.17758996784687042,0.012763396836817265,0.011609585024416447,0.03622420132160187,0.9988577365875244,0.019618652760982513
calibration,1,0.5,mid,0,0,13,5,0,0.6978241205215454,0.28635522723197937,0.018884768709540367,0.024432461708784103,0.010230370797216892,0.9989311099052429,0.023228654637932777
calibration,1,0.5,mid,0,7,13,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
calibration,1,0.5,mid,0,15,13,4,1,0.9361581206321716,0.547390341758728,0.08830304443836212,0.07761533558368683,0.10497588664293289,0.7380719184875488,0.08439100533723831
calibration,1,0.5,mid,0,31,13,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
calibration,1,0.5,mid,15,0,13,6,2,0.4352918863296509,0.7474091649055481,0.028754062950611115,0.029773982241749763,0.027162989601492882,0.961204469203949,0.027985669672489166
calibration,1,0.5,mid,15,7,13,10,3,0.5836023092269897,0.8722051978111267,0.09853889793157578,0.08954298496246338,0.11257253587245941,0.9764720797538757,0.13828471302986145
calibration,1,0.5,mid,15,15,13,14,7,0.43897876143455505,0.6810885071754456,0.04211387783288956,0.04433812201023102,0.03864404931664467,0.6355137825012207,0.038801878690719604
calibration,1,0.5,mid,15,31,13,5,2,0.5074392557144165,0.731067419052124,0.0056401025503873825,0.0059047117829322815,0.005227312445640564,0.9997012615203857,0.005911058746278286
calibration,1,0.5,mid,31,0,13,15,10,0.2820720374584198,0.7189816236495972,0.041675109416246414,0.01162121631205082,0.08855918049812317,0.6663119196891785,0.027432233095169067
calibration,1,0.5,mid,31,7,13,23,6,0.5772542357444763,0.4338158667087555,0.05113905295729637,0.038310080766677856,0.07115224003791809,0.9746827483177185,0.07261104881763458
calibration,1,0.5,mid,31,15,13,5,3,0.409717321395874,0.3023039400577545,0.020944345742464066,0.00862615741789341,0.04016072303056717,0.971058189868927,0.019259313121438026
calibration,1,0.5,mid,31,31,13,17,4,0.530763566493988,0.3190625011920929,0.041242800652980804,0.031914226710796356,0.05579536780714989,0.9933739900588989,0.06475009024143219
calibration,1,0.15,low,0,0,13,16,16,0.6072311401367188,0.7260990142822266,0.03632237762212753,0.05480656400322914,0.033297695219516754,0.9924994707107544,0.03871197625994682
calibration,1,0.15,low,0,7,13,11,11,0.33821091055870056,0.6627734303474426,0.05018395185470581,0.06326989084482193,0.04804261773824692,0.9967173337936401,0.04152291640639305
calibration,1,0.15,low,0,15,13,12,12,0.3539496958255768,0.4689810872077942,0.07678630948066711,0.053806371986866,0.08054666221141815,0.8241209983825684,0.07811231911182404
calibration,1,0.15,low,0,31,13,15,15,0.20699572563171387,0.5274210572242737,0.06191607564687729,0.05418715998530388,0.06318079680204391,0.9949508905410767,0.06179340183734894
calibration,1,0.15,low,15,0,13,16,16,0.41375523805618286,0.9182038307189941,0.11284696310758591,0.12039334326982498,0.11161208897829056,0.902443528175354,0.13023115694522858
calibration,1,0.15,low,15,7,13,30,30,0.5670531392097473,0.6022118926048279,0.31025582551956177,0.2987322509288788,0.312141478061676,0.5930562019348145,0.5319344997406006
calibration,1,0.15,low,15,15,13,11,11,0.3025118112564087,0.9704655408859253,0.06825153529644012,0.05898519232869148,0.06976784765720367,0.3210808336734772,0.0563194565474987
calibration,1,0.15,low,15,31,13,10,10,0.547304630279541,0.6419501900672913,0.022824972867965698,0.025162141770124435,0.022442527115345,0.9980921745300293,0.024777676910161972
calibration,1,0.15,low,31,0,13,22,22,0.28590402007102966,0.7386014461517334,0.1292552500963211,0.10736889392137527,0.13283665478229523,0.7740316390991211,0.08762155473232269
calibration,1,0.15,low,31,7,13,22,22,0.6024950742721558,0.4438834488391876,0.10994936525821686,0.10245361924171448,0.11117594689130783,0.9296226501464844,0.1420130431652069
calibration,1,0.15,low,31,15,13,11,11,0.4239981472492218,0.24109655618667603,0.05431951582431793,0.018257157877087593,0.0602206289768219,0.9680105447769165,0.058777518570423126
calibration,1,0.15,low,31,31,13,19,19,0.4347646236419678,0.45226049423217773,0.12757007777690887,0.10695868730545044,0.13094286620616913,0.8568405508995056,0.16794663667678833
calibration,2,0.9,high,0,0,25,3,0,0.2399640679359436,0.15076792240142822,0.011025268584489822,0.01197409350425005,0.002631810028105974,0.9998576641082764,0.012624155730009079
calibration,2,0.9,high,0,7,25,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
calibration,2,0.9,high,0,15,25,22,0,0.42912060022354126,0.33831796050071716,0.0619654580950737,0.06070359796285629,0.07312802970409393,0.9920176267623901,0.07705673575401306
calibration,2,0.9,high,0,31,25,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
calibration,2,0.9,high,15,0,25,24,0,0.7268422842025757,0.9764649868011475,0.16588327288627625,0.16171933710575104,0.20271779596805573,0.9352495670318604,0.19505658745765686
calibration,2,0.9,high,15,7,25,30,1,0.3485158681869507,0.8535272479057312,0.13905580341815948,0.13761131465435028,0.15183386206626892,0.8690311908721924,0.19060595333576202
calibration,2,0.9,high,15,15,25,14,0,0.3109619617462158,0.8221713304519653,0.031187301501631737,0.032162729650735855,0.02255849353969097,0.9972352385520935,0.037642672657966614
calibration,2,0.9,high,15,31,25,8,0,1.0631873607635498,0.4620967507362366,0.042768366634845734,0.03959248960018158,0.07086267322301865,0.9728059768676758,0.04473820701241493
calibration,2,0.9,high,31,0,25,24,2,0.37337660789489746,0.45127564668655396,0.0046224878169596195,0.004179326351732016,0.008542761206626892,0.9989312291145325,0.005312728695571423
calibration,2,0.9,high,31,7,25,16,0,0.41602790355682373,0.1746407151222229,0.01068217121064663,0.007777140010148287,0.03638051822781563,0.9988844990730286,0.01357822585850954
calibration,2,0.9,high,31,15,25,16,0,0.7734596729278564,0.3332490622997284,0.01951649598777294,0.012788059189915657,0.07903728634119034,0.9942676424980164,0.02143303118646145
calibration,2,0.9,high,31,31,25,10,0,0.3283884525299072,0.2829490005970001,0.00764481071382761,0.005988089833408594,0.022300416603684425,0.9973928928375244,0.009052029810845852
calibration,2,0.5,mid,0,0,25,9,0,0.3140707314014435,0.23297590017318726,0.035170942544937134,0.04636583477258682,0.024320503696799278,0.9983469247817993,0.04233164340257645
calibration,2,0.5,mid,0,7,25,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
calibration,2,0.5,mid,0,15,25,3,1,0.4210509955883026,0.39600870013237,0.07639379799365997,0.05413785204291344,0.09796494990587234,0.9321397542953491,0.07890258729457855
calibration,2,0.5,mid,0,31,25,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
calibration,2,0.5,mid,15,0,25,1,1,0.42278051376342773,0.626471996307373,0.004051847383379936,0.004218812566250563,0.0038900210056453943,0.9997559189796448,0.004154223948717117
calibration,2,0.5,mid,15,7,25,18,3,0.5554561614990234,1.1956242322921753,0.20808491110801697,0.18470340967178345,0.23074698448181152,0.49978965520858765,0.34797996282577515
calibration,2,0.5,mid,15,15,25,7,3,0.6424553990364075,0.6705737113952637,0.040597282350063324,0.04093114659190178,0.040273696184158325,0.9570996761322021,0.058862462639808655
calibration,2,0.5,mid,15,31,25,3,1,0.5908956527709961,0.8072590827941895,0.017834722995758057,0.009698106907308102,0.025720983743667603,0.9471035599708557,0.015420314855873585
calibration,2,0.5,mid,31,0,25,25,14,0.17591312527656555,0.7878735661506653,0.1385953277349472,0.12923157215118408,0.14767098426818848,0.6751748919487,0.08220663666725159
calibration,2,0.5,mid,31,7,25,23,11,0.5370569229125977,0.36460408568382263,0.07580314576625824,0.06953881680965424,0.08187472820281982,0.9854795932769775,0.09878621995449066
calibration,2,0.5,mid,31,15,25,2,1,0.4311215281486511,0.24321086704730988,0.030752310529351234,0.027025528252124786,0.03436442092061043,0.9933195114135742,0.03497142344713211
calibration,2,0.5,mid,31,31,25,15,7,0.3800087869167328,0.5496147871017456,0.06898505985736847,0.07521335035562515,0.06294840574264526,0.9605402946472168,0.07775389403104782
calibration,2,0.15,low,0,0,25,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
calibration,2,0.15,low,0,7,25,22,22,0.2437412291765213,0.8109108805656433,0.09601061046123505,0.14804740250110626,0.08579777181148529,0.9848313331604004,0.08317647129297256
calibration,2,0.15,low,0,15,25,1,1,0.4887840151786804,0.3814532458782196,0.0680764764547348,0.030074767768383026,0.07553476840257645,0.9239274859428406,0.06984788179397583
calibration,2,0.15,low,0,31,25,12,12,0.23103417456150055,0.28932034969329834,0.0993572473526001,0.08921590447425842,0.10134758800268173,0.9868095517158508,0.10896462202072144
calibration,2,0.15,low,15,0,25,2,2,0.47645848989486694,0.819150447845459,0.0217882189899683,0.0562453456223011,0.015025605447590351,0.957145631313324,0.025065764784812927
calibration,2,0.15,low,15,7,25,20,20,0.5497583150863647,0.6699509024620056,0.27184346318244934,0.2280108630657196,0.2804461121559143,0.5600323677062988,0.5404683351516724
calibration,2,0.15,low,15,15,25,6,6,0.5145727396011353,0.9598307609558105,0.051493749022483826,0.06996417045593262,0.04786871001124382,0.9155488610267639,0.06956198811531067
calibration,2,0.15,low,15,31,25,5,5,0.533579409122467,0.644324779510498,0.03212370723485947,0.02103569358587265,0.034299857914447784,0.8912686109542847,0.03146524727344513
calibration,2,0.15,low,31,0,25,16,16,0.16315487027168274,0.7847355008125305,0.19568279385566711,0.2430853396654129,0.18637949228286743,0.1901964247226715,0.08799996972084045
calibration,2,0.15,low,31,7,25,35,35,0.5411621332168579,0.49447131156921387,0.20534676313400269,0.1863548457622528,0.20907415449619293,0.7995997667312622,0.3225668966770172
calibration,2,0.15,low,31,15,25,1,1,0.4920664429664612,0.3025873303413391,0.020274026319384575,0.022649163380265236,0.019807877019047737,0.9946836233139038,0.023004300892353058
calibration,2,0.15,low,31,31,25,23,23,0.36265212297439575,0.5096431374549866,0.20140543580055237,0.22043074667453766,0.19767147302627563,0.6558371186256409,0.3056321144104004
calibration,3,0.9,high,0,0,26,5,0,0.08359314501285553,0.1706826388835907,0.013987056910991669,0.014798684976994991,0.008687613531947136,0.9996896386146545,0.016995012760162354
calibration,3,0.9,high,0,7,26,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
calibration,3,0.9,high,0,15,26,16,0,0.4823208749294281,0.3763640820980072,0.03428336977958679,0.033495932817459106,0.03942489251494408,0.9925994873046875,0.04110080748796463
calibration,3,0.9,high,0,31,26,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
calibration,3,0.9,high,15,0,26,27,0,0.9414812326431274,0.9036843180656433,0.19173894822597504,0.19458743929862976,0.17313988506793976,0.9480569362640381,0.2399061918258667
calibration,3,0.9,high,15,7,26,44,0,0.35689491033554077,1.1549369096755981,0.18384133279323578,0.17639239132404327,0.23247848451137543,0.783967912197113,0.3006764054298401
calibration,3,0.9,high,15,15,26,16,1,0.35033562779426575,0.8803430795669556,0.07206495106220245,0.06939301639795303,0.08951109647750854,0.7157297134399414,0.056663572788238525
calibration,3,0.9,high,15,31,26,14,1,0.829160749912262,1.2787861824035645,0.03803727775812149,0.03479626402258873,0.05919918790459633,0.9478899836540222,0.03285132348537445
calibration,3,0.9,high,31,0,26,25,4,0.25094038248062134,0.5870020985603333,0.022218303754925728,0.013926882296800613,0.07635640352964401,0.8815146088600159,0.008489239029586315
calibration,3,0.9,high,31,7,26,10,0,0.3668694794178009,0.19639943540096283,0.005751261953264475,0.003501994302496314,0.020437659695744514,0.9989656805992126,0.006100163795053959
calibration,3,0.9,high,31,15,26,28,1,1.4663009643554688,0.2646365165710449,0.03325435891747475,0.02202511578798294,0.10657472163438797,0.9769397377967834,0.034596286714076996
calibration,3,0.9,high,31,31,26,15,1,0.3640671372413635,0.23335601389408112,0.014983091503381729,0.011667925864458084,0.036629170179367065,0.9206363558769226,0.014507538639008999
calibration,3,0.5,mid,0,0,26,12,1,0.6088906526565552,0.367653489112854,0.0376485250890255,0.03904267027974129,0.036418404430150986,0.9968799948692322,0.04723309725522995
calibration,3,0.5,mid,0,7,26,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
calibration,3,0.5,mid,0,15,26,4,1,0.3799433410167694,0.46035176515579224,0.09874798357486725,0.05238313227891922,0.1396581381559372,0.664590060710907,0.10260243713855743
calibration,3,0.5,mid,0,31,26,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
calibration,3,0.5,mid,15,0,26,2,1,0.5803175568580627,0.7683991193771362,0.015143772587180138,0.014810282737016678,0.015438027679920197,0.9914490580558777,0.01964719220995903
calibration,3,0.5,mid,15,7,26,24,11,0.4657451808452606,0.9138893485069275,0.2571409046649933,0.256441205739975,0.2577582895755768,0.6042314171791077,0.4680284559726715
calibration,3,0.5,mid,15,15,26,6,2,0.2935529351234436,1.0452845096588135,0.058746784925460815,0.07828692346811295,0.041505493223667145,0.6562139987945557,0.05754054710268974
calibration,3,0.5,mid,15,31,26,5,2,0.6606007814407349,1.0402721166610718,0.07486040890216827,0.07626088708639145,0.07362470775842667,0.7935913801193237,0.06630775332450867
calibration,3,0.5,mid,31,0,26,27,16,0.1138608455657959,0.8329094052314758,0.2396920770406723,0.2526632845401764,0.22824694216251373,0.27062055468559265,0.07122860848903656
calibration,3,0.5,mid,31,7,26,27,9,0.46104687452316284,0.45602694153785706,0.09870335459709167,0.082456573843956,0.11303874105215073,0.978111982345581,0.1207062155008316
calibration,3,0.5,mid,31,15,26,2,1,0.4721868634223938,0.23076586425304413,0.02844325453042984,0.018718477338552475,0.03702394291758537,0.936898410320282,0.02588767372071743
calibration,3,0.5,mid,31,31,26,22,12,0.3993819057941437,0.533839762210846,0.11473549902439117,0.11577771604061127,0.11381591111421585,0.9324545860290527,0.125295028090477
calibration,3,0.15,low,0,0,26,3,3,0.3071509301662445,0.3801954686641693,0.04054863378405571,0.06958983093500137,0.03579643368721008,0.9933027625083923,0.040311988443136215
calibration,3,0.15,low,0,7,26,14,14,0.3064512610435486,0.558601975440979,0.12190775573253632,0.189003124833107,0.11092851310968399,0.9795889854431152,0.10890945792198181
calibration,3,0.15,low,0,15,26,1,1,1.1875195503234863,0.8615729808807373,0.07638363540172577,0.040908318012952805,0.0821886882185936,0.7224583029747009,0.07586656510829926
calibration,3,0.15,low,0,31,26,11,11,0.21676410734653473,0.4291093647480011,0.12552326917648315,0.11331723630428314,0.1275206208229065,0.9740601181983948,0.14062277972698212
calibration,3,0.15,low,15,0,26,1,1,0.4147287905216217,0.9279804229736328,0.004463487770408392,0.006303823087364435,0.004162341821938753,0.9957062602043152,0.004678892437368631
calibration,3,0.15,low,15,7,26,17,17,0.40083128213882446,0.7224037051200867,0.27894988656044006,0.20278945565223694,0.29141247272491455,0.3662557005882263,0.4912203848361969
calibration,3,0.15,low,15,15,26,5,5,0.36267444491386414,0.7492606043815613,0.12200599908828735,0.11504355072975159,0.12314530462026596,0.6739643812179565,0.1384001076221466
calibration,3,0.15,low,15,31,26,6,6,0.8359509706497192,1.103937029838562,0.10608218610286713,0.0489170141518116,0.11543647944927216,0.7808449268341064,0.10543829202651978
calibration,3,0.15,low,31,0,26,20,20,0.15003253519535065,0.6821525692939758,0.21555235981941223,0.16332699358463287,0.2240983247756958,0.5227776169776917,0.07976751029491425
calibration,3,0.15,low,31,7,26,24,24,0.4514986574649811,0.5404499769210815,0.1703212857246399,0.07832936197519302,0.18537449836730957,0.7762985825538635,0.20936879515647888
calibration,3,0.15,low,31,15,26,1,1,0.3953462243080139,0.09307383000850677,0.014824403449892998,0.008951912634074688,0.015785356983542442,0.9738719463348389,0.018562044948339462
calibration,3,0.15,low,31,31,26,25,25,0.38879910111427307,0.527508556842804,0.17550218105316162,0.14195501804351807,0.18099170923233032,0.6503393650054932,0.21154719591140747
test,4,0.9,high,0,0,13,2,1,0.6243957877159119,0.12328096479177475,0.0064704641699790955,0.006817271467298269,0.0004756384005304426,0.9999738931655884,0.010246699675917625
test,4,0.9,high,0,7,13,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
test,4,0.9,high,0,15,13,2,0,0.6647635698318481,0.40150895714759827,0.003396091051399708,0.0032416614703834057,0.006065512541681528,0.9994912147521973,0.007523961365222931
test,4,0.9,high,0,31,13,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
test,4,0.9,high,15,0,13,15,0,1.002040147781372,0.8821810483932495,0.053621646016836166,0.05352684482932091,0.055260248482227325,0.9827218651771545,0.08355145156383514
test,4,0.9,high,15,7,13,4,0,0.219702810049057,0.7707183361053467,0.025564391165971756,0.025825440883636475,0.021051965653896332,0.9951107501983643,0.0332748144865036
test,4,0.9,high,15,15,13,7,0,0.4459451138973236,0.4506111145019531,0.0332130491733551,0.034400809556245804,0.012681784108281136,0.9943913817405701,0.0473487451672554
test,4,0.9,high,15,31,13,11,0,0.4802008271217346,0.7099236845970154,0.043223246932029724,0.04251936450600624,0.05539046972990036,0.9554114937782288,0.05486230552196503
test,4,0.9,high,31,0,13,6,2,0.16621626913547516,0.7084727883338928,0.02269388549029827,0.022646348923444748,0.023515580222010612,0.6320838928222656,0.009841124527156353
test,4,0.9,high,31,7,13,19,0,0.8104506731033325,0.21448148787021637,0.0068657579831779,0.005311164539307356,0.03373801335692406,0.9976820945739746,0.01769736409187317
test,4,0.9,high,31,15,13,6,0,0.8506629467010498,0.18631497025489807,0.01014610193669796,0.008415300399065018,0.040064260363578796,0.9732170104980469,0.011495857499539852
test,4,0.9,high,31,31,13,10,0,0.3976229727268219,0.21060682833194733,0.0046924808993935585,0.003798936028033495,0.02013804391026497,0.9989346861839294,0.010574975050985813
test,4,0.5,mid,0,0,13,2,0,0.32050272822380066,0.10853700339794159,0.006735822185873985,0.009987671859562397,0.001826167805120349,0.9999333024024963,0.00969202071428299
test,4,0.5,mid,0,7,13,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
test,4,0.5,mid,0,15,13,8,1,0.5308939814567566,0.4025988280773163,0.07299737632274628,0.06058811768889427,0.0917329266667366,0.8114218711853027,0.09216301888227463
test,4,0.5,mid,0,31,13,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
test,4,0.5,mid,15,0,13,6,1,0.31978926062583923,0.731663703918457,0.01701916567981243,0.016314590349793434,0.018082939088344574,0.9981176257133484,0.027391895651817322
test,4,0.5,mid,15,7,13,19,7,0.5178735852241516,0.7669101357460022,0.10309667885303497,0.09459412842988968,0.1159338653087616,0.8847922086715698,0.19332298636436462
test,4,0.5,mid,15,15,13,18,10,0.5379701256752014,0.6762300729751587,0.056965965777635574,0.05482758581638336,0.06019451469182968,0.8028048276901245,0.08553468436002731
test,4,0.5,mid,15,31,13,4,1,0.5559249520301819,0.7479525208473206,0.005953952204436064,0.005964314099401236,0.005938306916505098,0.9996044039726257,0.00806736946105957
test,4,0.5,mid,31,0,13,11,5,0.24024513363838196,0.6638184189796448,0.05728111416101456,0.03803505375981331,0.08633888512849808,0.7637709975242615,0.026850908994674683
test,4,0.5,mid,31,7,13,19,8,0.7024014592170715,0.3924524486064911,0.056720130145549774,0.056835949420928955,0.05654526129364967,0.9827895164489746,0.09201758354902267
test,4,0.5,mid,31,15,13,8,3,0.5232605934143066,0.24372471868991852,0.027416732162237167,0.021728085353970528,0.03600547835230827,0.9858159422874451,0.03854013606905937
test,4,0.5,mid,31,31,13,20,18,0.4482865333557129,0.48293536901474,0.0754016861319542,0.06056835874915123,0.09779709577560425,0.6692599058151245,0.09281830489635468
test,4,0.15,low,0,0,13,15,15,0.5523622035980225,0.6524267792701721,0.030856600031256676,0.03895031288266182,0.028793498873710632,0.9919420480728149,0.03370194509625435
test,4,0.15,low,0,7,13,16,16,0.18453969061374664,0.6253374218940735,0.09644484519958496,0.08257167786359787,0.0999811515212059,0.9925118088722229,0.05497948080301285
test,4,0.15,low,0,15,13,11,11,0.424197256565094,0.38865387439727783,0.08040590584278107,0.04457265883684158,0.08953987807035446,0.948604941368103,0.09566202759742737
test,4,0.15,low,0,31,13,12,12,0.283465713262558,0.38564854860305786,0.06210791692137718,0.06829400360584259,0.06053107604384422,0.9938712120056152,0.06901738047599792
test,4,0.15,low,15,0,13,20,20,0.4971696138381958,0.812389612197876,0.09261337667703629,0.10594025254249573,0.08921633660793304,0.8252606391906738,0.19453084468841553
test,4,0.15,low,15,7,13,26,26,0.4449138641357422,0.5958622694015503,0.22973641753196716,0.23221978545188904,0.22910340130329132,0.2073449194431305,0.45472949743270874
test,4,0.15,low,15,15,13,16,16,0.5232247114181519,0.722505509853363,0.04210434481501579,0.02851220779120922,0.04556901007890701,0.9661030173301697,0.07646495848894119
test,4,0.15,low,15,31,13,17,17,0.5821380615234375,0.5658963322639465,0.04550082981586456,0.06055023521184921,0.041664715856313705,0.8920754790306091,0.06345374882221222
test,4,0.15,low,31,0,13,20,20,0.2568797171115875,0.6449119448661804,0.16221114993095398,0.09099271148443222,0.18036487698554993,0.5219801664352417,0.07905856519937515
test,4,0.15,low,31,7,13,21,21,0.6889265179634094,0.5075931549072266,0.13273632526397705,0.10432101786136627,0.13997943699359894,0.922279953956604,0.18095873296260834
test,4,0.15,low,31,15,13,13,13,0.43572479486465454,0.27870973944664,0.025738107040524483,0.014079378917813301,0.028709936887025833,0.9954869747161865,0.03428804129362106
test,4,0.15,low,31,31,13,21,21,0.40395256876945496,0.6358792781829834,0.11888924986124039,0.09476131200790405,0.12503951787948608,0.47340768575668335,0.1536479890346527
test,5,0.9,high,0,0,19,1,0,0.3013576865196228,0.1170278787612915,0.0019164326367899776,0.002050887793302536,0.0006166991079226136,0.9999933838844299,0.004628065973520279
test,5,0.9,high,0,7,19,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
test,5,0.9,high,0,15,19,9,0,0.38292208313941956,0.3401324450969696,0.011438746005296707,0.011110560968518257,0.014611217193305492,0.9992377161979675,0.024993684142827988
test,5,0.9,high,0,31,19,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
test,5,0.9,high,15,0,19,20,0,0.7702163457870483,0.8314267992973328,0.06817875802516937,0.06667978316545486,0.08266884833574295,0.9648041725158691,0.12619774043560028
test,5,0.9,high,15,7,19,16,0,0.2618090510368347,0.7635320425033569,0.0611451156437397,0.06066293641924858,0.06580621004104614,0.9884617328643799,0.10610690712928772
test,5,0.9,high,15,15,19,11,0,0.2337062656879425,0.9607723951339722,0.029036100953817368,0.030307108536362648,0.016749709844589233,0.9436562061309814,0.033729325979948044
test,5,0.9,high,15,31,19,8,0,0.3868711292743683,0.558516263961792,0.04345526918768883,0.037060607224702835,0.1052703782916069,0.7579710483551025,0.05336952954530716
test,5,0.9,high,31,0,19,12,1,0.14783459901809692,0.7953334450721741,0.03461697697639465,0.03212786093354225,0.05867844074964523,0.7292788028717041,0.007686696946620941
test,5,0.9,high,31,7,19,18,0,0.522773027420044,0.22374272346496582,0.010288717225193977,0.008235964924097061,0.030131986364722252,0.9968048334121704,0.01824289746582508
test,5,0.9,high,31,15,19,9,0,0.3825559914112091,0.170744851231575,0.008886405266821384,0.005392469000071287,0.04266112670302391,0.9982244968414307,0.013188444077968597
