split,scope,method,rows,relative_output_error_count,relative_output_error_mean,relative_output_error_maximum,relative_output_error_minimum,row_cosine_count,row_cosine_mean,row_cosine_maximum,row_cosine_minimum,maximum_absolute_output_error,relative_denominator_error_count,relative_denominator_error_mean,relative_denominator_error_maximum,relative_denominator_error_minimum,relative_numerator_error_count,relative_numerator_error_mean,relative_numerator_error_maximum,relative_numerator_error_minimum
calibration,all_rows,exact_mass__proxy_mean_veto_q_r1,18432,18432,0.07174134124743671,1.66819429397583,0.0,18432,0.9911754356560576,1.0000003576278687,0.061200566589832306,8.380024909973145,18432,4.751685385902723e-08,1.9669532775878906e-06,0.0,18432,0.0717413419412958,1.6681944131851196,0.0
calibration,all_rows,exact_mass__proxy_mean_veto_q_r2,18432,18432,0.061583649194716816,1.0815632343292236,0.0,18432,0.9932772657561549,1.0000003576278687,0.078913114964962,8.451757431030273,18432,4.751685385902723e-08,1.9669532775878906e-06,0.0,18432,0.06158365002017431,1.0815633535385132,0.0
calibration,all_rows,exact_mass__proxy_mean_veto_q_r4,18432,18432,0.05306575034172726,1.0833404064178467,0.0,18432,0.9950151243635142,1.0000003576278687,0.08685292303562164,8.500353813171387,18432,4.751685385902723e-08,1.9669532775878906e-06,0.0,18432,0.05306575117502044,1.0833406448364258,0.0
calibration,all_rows,exact_mass__proxy_mean_veto_q_r8,18432,18432,0.04553869765258727,1.0794650316238403,0.0,18432,0.996201221125375,1.0000003576278687,0.07287368178367615,6.309755325317383,18432,4.751685385902723e-08,1.9669532775878906e-06,0.0,18432,0.04553869847905535,1.0794650316238403,0.0
calibration,all_rows,exact_mass__uniform_r1,18432,18432,0.08678165840826328,1.6244652271270752,0.0,18432,0.9857246299307008,1.0000003576278687,-0.04470594972372055,8.163187026977539,18432,4.751685385902723e-08,1.9669532775878906e-06,0.0,18432,0.08678165926465772,1.6244652271270752,0.0
calibration,all_rows,exact_mass__uniform_r2,18432,18432,0.08443859496573738,1.6485047340393066,0.0,18432,0.9863904817582605,1.0000003576278687,-0.029292196035385132,8.091072082519531,18432,4.751685385902723e-08,1.9669532775878906e-06,0.0,18432,0.08443859577243149,1.6485047340393066,0.0
calibration,all_rows,exact_mass__uniform_r4,18432,18432,0.0810231059462514,1.6191506385803223,0.0,18432,0.9873602593240017,1.0000003576278687,-0.005142789334058762,7.552332401275635,18432,4.751685385902723e-08,1.9669532775878906e-06,0.0,18432,0.08102310693617457,1.6191506385803223,0.0
calibration,all_rows,exact_mass__uniform_r8,18432,18432,0.07612648104910526,1.6531226634979248,0.0,18432,0.9886835533913351,1.0000003576278687,-0.010245084762573242,6.70156717300415,18432,4.751685385902723e-08,1.9669532775878906e-06,0.0,18432,0.076126481823545,1.6531226634979248,0.0
calibration,all_rows,exact_mass__zero_value,18432,18432,0.10734409014348523,0.9984717965126038,0.0,18432,0.9925164212537412,1.0000003576278687,0.15027642250061035,8.861069679260254,18432,4.751685385902723e-08,1.9669532775878906e-06,0.0,18432,0.10734409148779411,0.998471736907959,0.0
calibration,all_rows,kmeans_joint_r1,18432,18432,0.0854566043523235,2.321946620941162,0.0,18432,0.992645823789644,1.0000003576278687,0.15124401450157166,7.122439861297607,18432,0.0942275589461335,0.9911854863166809,0.0,18432,0.09427779554117614,0.9984549283981323,0.0
calibration,all_rows,kmeans_joint_r2,18432,18432,0.08239750520852446,2.30511736869812,0.0,18432,0.9929068537902721,1.0000003576278687,0.15213976800441742,6.692275524139404,18432,0.0863435689243488,0.9911497235298157,0.0,18432,0.08634783464041945,0.998443067073822,0.0
calibration,all_rows,kmeans_joint_r4,18432,18432,0.07678500376824478,2.2307872772216797,0.0,18432,0.9936712963042535,1.0000003576278687,0.17136330902576447,6.67241907119751,18432,0.07922604351188056,0.9909964799880981,0.0,18432,0.07887257526282354,0.9982086420059204,0.0
calibration,all_rows,kmeans_joint_r8,18432,18432,0.06820678264791796,2.045088529586792,0.0,18432,0.994669390420313,1.0000003576278687,0.19312617182731628,6.652214527130127,18432,0.07119202302096204,0.9908162951469421,0.0,18432,0.06994704394198924,0.9979416131973267,0.0
calibration,all_rows,kmeans_mass_r1__exact_u,18432,18432,0.07313680893840205,2.3119351863861084,0.0,18432,0.9945117087473692,1.0000003576278687,0.17139963805675507,7.121990203857422,18432,0.0942275589461335,0.9911854863166809,0.0,18432,0.08457109694410496,0.9982399940490723,0.0
calibration,all_rows,kmeans_mass_r2__exact_u,18432,18432,0.06831499136035078,2.208817958831787,0.0,18432,0.994953217354325,1.0000003576278687,0.17178918421268463,7.1115288734436035,18432,0.08374691740027629,0.9911231398582458,0.0,18432,0.07460692139744826,0.9982330799102783,0.0
calibration,all_rows,kmeans_mass_r4__exact_u,18432,18432,0.061416201542273036,2.020602226257324,0.0,18432,0.9956644196936395,1.0000003576278687,0.21850422024726868,7.117751121520996,18432,0.07473084384239176,0.9909569621086121,0.0,18432,0.0662907038661496,0.997694194316864,0.0
