file,policy_name,policy_k,policy_scope,policy_mass_method,policy_value_method,policy_summary_slots,policy_policy,policy_qualification,policy_new_maximum_protection,policy_calibrated_maximum_bias,policy_q_block_size,policy_kv_block_size,policy_protected_layers,contexts,exact_final_sequences,exact_final_sequence_fraction,differing_final_tokens,final_edit_distance,first_divergent_step_minimum,physical_tiles,baseline_kept_tiles,replaced_tiles,physical_replacement_fraction,kept_replacement_fraction,masked_top1_mean,masked_logit_cosine_mean,masked_kl_maximum,confidence_rank_mean,reveal_jaccard_mean,exact_reveal_steps,total_steps,minimum_hidden_cosine,minimum_generated_state_agreement
trajectory-compact-exact-vetomax-0p03-test.json,all_rows__calibrated_maximum__proxy_mean_q_r8__exact_vetomax_0.03__newmax_none,8,all_rows,calibrated_maximum,proxy_mean_q,8,exact_vetomax,0.03,none,0.9463811033763883,128,64,[],8,7,0.875,7,7,0,268435456,195245420,27599991,0.10281797870993614,0.14136050412859877,0.9574240057263523,0.9917863528244197,8.137459754943848,0.9218228748359252,0.614067192771472,30,128,0.9282529354095459,0.6875
trajectory-compact-predicted-maxmass-0p003-newmax-all-test.json,all_rows__calibrated_maximum__proxy_mean_q_r8__predicted_maxmass_0.003__newmax_all_rows,8,all_rows,calibrated_maximum,proxy_mean_q,8,predicted_maxmass,0.003,all_rows,0.9463811033763883,128,64,[],8,8,1.0,0,0,0,268435456,194970713,731724,0.0027258843183517456,0.00375299443050198,0.994397044647485,0.99935267213732,0.03155555948615074,0.9960887469351292,0.8929681475274265,92,128,0.9687013030052185,0.9375
