auroc_target_skip,average_precision_target_skip,false_skip_new_max,false_skip_rate,group,jaccard,mutual_information_skip_nats,p_target_keep_given_source_skip,p_target_skip_given_source_skip,pearson_log_score,skip_mask_agreement,skip_precision,skip_recall,source_skip_tiles,spearman_log_score,target_skip_tiles,tiles,value
0.8667459376206782,0.8058526476531097,22101,0.08700475582735635,global,0.4411488911850255,0.14752013329858105,0.08700475582735635,0.9129952441726437,0.8192746419335504,0.7666003152937421,0.9129952441726437,0.4605085345457776,323603,0.7866838846509154,641569,1603584,all
0.9105965638561838,0.9082703767530469,18338,0.07522171084475729,noise_bucket,0.5417847212709764,0.18173867841429556,0.07522171084475729,0.9247782891552427,0.8690148093520241,0.7621914411717752,0.9247782891552427,0.5667612743631578,243786,0.8393028303308825,397783,801792,low
0.8759569767776142,0.7655861436937528,3763,0.12299384842827969,noise_bucket,0.27602197134891937,0.08018602045287135,0.12299384842827969,0.8770061515717203,0.7765457097621997,0.7710091894157088,0.8770061515717203,0.28713707924162996,79817,0.7398972121922904,243786,801792,mid
0.8223470761586241,0.5424011895608153,5,0.015426997245179064,layer,0.16368965833104332,0.05412400802146905,0.015426997245179064,0.984573002754821,0.8918173438234855,0.8178081098339719,0.984573002754821,0.16411057030030307,1815,0.8116976666930665,10889,50112,0
0.8450710167911549,0.7186643875089527,9,0.0020670647680293983,layer,0.28895391367959034,0.11326409796366033,0.0020670647680293983,0.9979329352319706,0.9031391221349391,0.7866379310344828,0.9979329352319706,0.28912696300239554,4354,0.8172027438351754,15028,50112,1
0.8296102517211922,0.7440511610277978,897,0.12233409115513695,layer,0.38852678999329054,0.11486421636572575,0.12233409115513695,0.8776659088448631,0.7487575371846655,0.7453903256704981,0.8776659088448631,0.4107721929468991,9237,0.7059508285953189,19736,50112,10
0.9052207828634695,0.8959953422782443,613,0.05570594101723892,layer,0.5207212161684409,0.18343953004682517,0.05570594101723892,0.9442940589827611,0.8620170361712476,0.7565253831417624,0.9442940589827611,0.5372239108409321,14038,0.8397061145430287,24675,50112,11
0.9082696378333109,0.8982944574656047,607,0.056375838926174496,layer,0.5253284039959097,0.18555057405559977,0.056375838926174496,0.9436241610738255,0.8595968484881161,0.7591594827586207,0.9436241610738255,0.5423501705375995,14155,0.8412124181161609,24628,50112,12
0.8393645725604514,0.7554380897642615,917,0.12202975793915168,layer,0.37568299520121634,0.10948825331109151,0.12202975793915168,0.8779702420608483,0.7470265460207783,0.7377873563218391,0.8779702420608483,0.39638058953278527,9006,0.7171580659303431,19948,50112,13
0.9096635023288874,0.8929051188474856,633,0.059103766562453475,layer,0.5128205128205128,0.1812060234492261,0.059103766562453475,0.9408962334375465,0.8569602642614077,0.7603767560664112,0.9408962334375465,0.5298901651714597,13434,0.8437654771799876,23854,50112,14
0.9214485670407369,0.8996685051414387,569,0.05477184963354086,layer,0.538306180153494,0.2047160765797173,0.05477184963354086,0.9452281503664591,0.8712301877700459,0.7947198275862069,0.9452281503664591,0.5556379134624293,12689,0.8564190676309457,21586,50112,15
