auroc_target_skip,average_precision_target_skip,false_skip_new_max,false_skip_rate,group,jaccard,mutual_information_skip_nats,p_target_keep_given_source_skip,p_target_skip_given_source_skip,pearson_log_score,skip_mask_agreement,skip_precision,skip_recall,source_skip_tiles,spearman_log_score,target_skip_tiles,tiles,value
0.7330411192197602,0.501429446538987,2536065,0.35942750280388475,global,0.46957109855321644,0.11317275638913557,0.35942750280388475,0.6405724971961152,0.5739782976456436,0.7835032859727543,0.6405724971961152,0.6375520424999958,11155059,0.5750748454404728,11207907,37283328,all
0.7793804996632333,0.2735594332852105,132689,0.6728662746688516,noise_bucket,0.19194871347730852,0.02179285814156932,0.6728662746688516,0.3271337253311484,0.5763353794446177,0.8650275801559346,0.3271337253311484,0.31717123314386053,1218034,0.5712688531675392,1256293,12427776,high
0.7911796135418809,0.7683807260240924,1682440,0.27261841297207606,noise_bucket,0.5724045602420615,0.110043537991136,0.27261841297207606,0.7273815870279239,0.5659884236220573,0.7301743288581963,0.7273815870279239,0.7287451035842842,6171410,0.5716253503820419,6159863,12427776,low
0.7866307524938657,0.602022020863108,720936,0.40031203402365884,noise_bucket,0.4261409140899748,0.08575235278583429,0.40031203402365884,0.5996879659763412,0.5723740703118168,0.7553079489041321,0.5996879659763412,0.5955544021746154,3765615,0.5758393835306076,3791751,12427776,mid
0.6955908465732322,0.22050871053817098,41473,0.35721808734728266,layer,0.46791581655471454,0.12204351517353038,0.35721808734728266,0.6427819126527173,0.3151991872730155,0.8927829618643486,0.6427819126527173,0.6323515021039241,170904,0.6070574308339761,173723,1165104,0
0.6432316607180542,0.29063557663813555,80746,0.4690000203371906,layer,0.3643668536660247,0.07305958448770065,0.4690000203371906,0.5309999796628094,0.3367510939680953,0.8045316126285722,0.5309999796628094,0.5372740591973134,245855,0.4632150029765831,242984,1165104,1
0.7008978510768925,0.44622514717921186,87191,0.3856233059080333,layer,0.439323932307468,0.09764604128999553,0.3856233059080333,0.6143766940919667,0.4322779981251846,0.775555658550653,0.6143766940919667,0.6065904266814292,333512,0.48305184842859233,337793,1165104,10
0.7755048086985473,0.6419042977368444,60773,0.25999074808669953,layer,0.5440592096568131,0.14325681183587782,0.25999074808669953,0.7400092519133005,0.6288661541193578,0.7779296955464919,0.7400092519133005,0.6726303038753475,417211,0.638221281317661,459004,1165104,11
0.7557604194464228,0.6039956981586241,87643,0.32388196389982904,layer,0.5182478975323669,0.12240431350117435,0.32388196389982904,0.676118036100171,0.5866000421253859,0.7608539666845191,0.676118036100171,0.6893951939353794,443322,0.5965103896096141,434784,1165104,12
0.7178483046901589,0.43962775305658686,103555,0.4253890530462924,layer,0.4458224072768082,0.10430181355590785,0.4253890530462924,0.5746109469537076,0.5016796018205195,0.7821524945412598,0.5746109469537076,0.6654521397075358,355350,0.5117925200399354,306841,1165104,13
0.7638149403274349,0.5928676638760271,78999,0.31408119099146237,layer,0.5221630820479397,0.13080319002914811,0.31408119099146237,0.6859188090085376,0.614473219032852,0.7734639997802771,0.6859188090085376,0.6862419460755855,420490,0.6216190755569878,420292,1165104,14
0.7715034278413995,0.5929562112123651,69073,0.3059463789412723,layer,0.4897959963179264,0.11795934556204182,0.3059463789412723,0.6940536210587277,0.5975970573425312,0.7707054477540203,0.6940536210587277,0.624666009036328,369519,0.6117380928730244,410565,1165104,15
0.7313512272416791,0.4812222427936967,97054,0.4123776044749208,layer,0.43737002243553624,0.09358176287808795,0.4123776044749208,0.5876223955250792,0.5100617053481599,0.7643128853733229,0.5876223955250792,0.6310659520311239,363269,0.5454043029122982,338261,1165104,16
0.7425106918656155,0.5179290841294576,87556,0.3737556811117711,layer,0.4529623826957203,0.09959490511812312,0.3737556811117711,0.6262443188882288,0.5724099527692422,0.7650493003199714,0.6262443188882288,0.620783339586831,361945,0.5721810750350482,365129,1165104,17
0.7647514044429954,0.6074896346635388,70438,0.30686827241580666,layer,0.48770377804078563,0.11142734052040314,0.30686827241580666,0.6931317275841933,0.5990927961924113,0.7581443373295431,0.6931317275841933,0.6220074614926231,387026,0.6051503779950723,431281,1165104,18
0.7274269287966736,0.4144857164501051,102614,0.4590838340082339,layer,0.40296452496014745,0.0838532707433699,0.4590838340082339,0.5409161659917661,0.5228788812478158,0.7759461816284211,0.5409161659917661,0.6124101063256645,325727,0.5380727860153705,287701,1165104,19
0.6286524212042773,0.22488522600002672,79921,0.4901190604302611,layer,0.3621213752948574,0.07647962483262821,0.4901190604302611,0.5098809395697389,0.3666392748430529,0.8424054848322553,0.5098809395697389,0.5554744369957475,204434,0.4824943105673586,187654,1165104,2
0.7815138429973835,0.5706425116893687,80038,0.34279382809400105,layer,0.5027806573920813,0.12469653074413554,0.34279382809400105,0.657206171905999,0.6386157290057574,0.7764645902855024,0.657206171905999,0.6815023561652344,400719,0.6457789175656856,386433,1165104,20
0.7461692961487147,0.5201410293556703,96475,0.3886612732150656,layer,0.45193440455393674,0.09555581732876141,0.3886612732150656,0.6113387267849344,0.5690420076985765,0.7552312926571362,0.6113387267849344,0.6341330557630441,384664,0.5783802298761931,370837,1165104,21
0.7422638622855594,0.476738827384088,83141,0.39385729363688027,layer,0.4337153160286423,0.09485941909728643,0.39385729363688027,0.6061427063631197,0.5766898138692614,0.7741051442617998,0.6061427063631197,0.6039072704830611,332557,0.5888318118760919,333788,1165104,22
0.7176974015328558,0.46588991329780244,89755,0.4096055134115479,layer,0.3997622495241829,0.07624080996312112,0.4096055134115479,0.5903944865884521,0.5372635718572912,0.7555746096485807,0.5903944865884521,0.5531878901009158,321253,0.5451061941959083,342860,1165104,23
0.7432818459020151,0.5544043285951616,70939,0.32474960539532216,layer,0.4617378727846822,0.10455401675806673,0.32474960539532216,0.6752503946046778,0.6066983920755323,0.7645823892116068,0.6752503946046778,0.5935426746515042,348450,0.5946815586089491,396418,1165104,24
0.7345520117135996,0.4658803232122397,105805,0.4229525488921682,layer,0.4428567340046691,0.09737410645427294,0.4229525488921682,0.5770474511078318,0.5934927956876125,0.7660809678792623,0.5770474511078318,0.6556917582251279,375418,0.584493642000341,330390,1165104,25
0.7389116580859557,0.5528974754390779,85167,0.34580828562859417,layer,0.47119907428279456,0.10416926507018244,0.34580828562859417,0.6541917143714059,0.60766376880583,0.7583872341009901,0.6541917143714059,0.6274937523295868,383435,0.5886086917683646,399749,1165104,26
0.704998443371969,0.4923726652357041,93296,0.38157472489932814,layer,0.45342370359969414,0.09502717917964298,0.38157472489932814,0.6184252751006718,0.5827223566359946,0.7527645600736071,0.6184252751006718,0.6295514720410986,386404,0.5474967050494719,379575,1165104,27
0.7146164990953401,0.5438574675717099,81731,0.3330688773844972,layer,0.47616401523638807,0.10208793939854267,0.3330688773844972,0.6669311226155028,0.6007599358123805,0.7491768975130118,0.6669311226155028,0.6247221980513296,398302,0.5522753825064085,425213,1165104,28
0.7134654195892736,0.5225356811124212,94137,0.3634110501567398,layer,0.46422645890074565,0.0944145579349306,0.3634110501567398,0.6365889498432602,0.5798013033101487,0.7425182644639449,0.6365889498432602,0.6316127104002799,408320,0.5400279680086149,411537,1165104,29
0.7099911435740112,0.40220365112646744,59589,0.355720598413459,layer,0.46396564779404015,0.11796041293501731,0.355720598413459,0.6442794015865411,0.45435275844606443,0.8079999725346407,0.6442794015865411,0.6237484698150892,300528,0.5823603631417823,310420,1165104,3
0.7165497636796435,0.4879384047632374,100538,0.4019218978741507,layer,0.4486585017871625,0.09178183627534926,0.4019218978741507,0.5980781021258493,0.6061261332135417,0.7479255070791964,0.5980781021258493,0.6423249963717285,399605,0.563585091561339,372078,1165104,30
0.7280258036757191,0.41136594841077256,69641,0.3854510766243747,layer,0.43694488249363694,0.10298852495550015,0.3854510766243747,0.6145489233756253,0.6611400531062808,0.798355339952485,0.6145489233756253,0.6018989577521516,296668,0.6421327712632386,302903,1165104,31
0.7207118594067815,0.41892041727111473,60576,0.3441222618029508,layer,0.4780271017074763,0.1270499211962831,0.3441222618029508,0.6558777381970492,0.4943936776948589,0.8174368983369725,0.6558777381970492,0.6380573670884417,297002,0.5903214191982991,305297,1165104,4
0.6998285636072118,0.34456978858245624,59236,0.3259733521813014,layer,0.517167970045837,0.15372577790740238,0.3259733521813014,0.6740266478186986,0.5628466879045472,0.856339004930032,0.6740266478186986,0.6896614068426438,265988,0.6128347537181984,259958,1165104,5
0.7096776441072552,0.46787814922897625,58412,0.3340994948544631,layer,0.4798611516734394,0.11887556977653349,0.3340994948544631,0.6659005051455369,0.49992029024738754,0.7859933533830457,0.6659005051455369,0.6320272338367783,345445,0.5757975060629765,363959,1165104,6
