source\target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6581206679269062,0.6129095778197857,0.5451717076244487,0.6365784499054821,0.6169659735349716,0.618816950220542,0.5519454946439823,0.6456364209199748,0.6083805923125394,0.5904615626969124,0.5205182734719597
21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6024373230478848,0.5633745024824587,0.6275491362685158,0.6237331254359689,0.6081818554839769,0.5761766033400353,0.621271182963358,0.6158138771490707,0.5969389848590538,0.5179106314882442
22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5820888578739242,0.7054663875319842,0.6532216794603396,0.6467085368690393,0.6095836240986275,0.6845312863456617,0.6603396138636892,0.6459176552686672,0.5426843451965574
23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6406665733090604,0.5938477337441068,0.6362320870092891,0.6069177986276432,0.6454744900340755,0.6419269009942585,0.6465014237034963,0.5284974093264249
24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6065007491260196,0.6659314133510904,0.6258947894123522,0.6540702513733977,0.659022806725487,0.5834859330780756,0.530839021142001
25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6618060435699227,0.6109012649332396,0.66896521433591,0.6548664792691496,0.6431394940267041,0.5488843991567112
26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6194585180493983,0.6611779607346422,0.6492241925269158,0.5911573780873971,0.5181285623812539
27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6667206281112146,0.6704844388684285,0.6120441944230847,0.5209842567485532
28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6532655750047054,0.613664596273292,0.5250141163184642
29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6076303550497221,0.5242560592883881
30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5221146507050175
31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
