split,new_max_protection,estimator,accumulation_rule,base_budget,total_tiles,baseline_skipped_tiles,additional_skipped_tiles,additional_physical_sparsity,downstream_work_reduction,unsafe_removals,unsafe_removal_rate,unsafe_wilson95_upper,new_max_removals,affected_masked_rows,mean_masked_relative_error,maximum_masked_relative_error,half_downstream_kernel_speedup,passes_offline_work_gate
calibration,none,oracle_relative_effect,rss,0.009999999776482582,786432,285190,11742,0.01493072509765625,0.02342581028724648,7062,0.6014307613694431,0.6102518793484556,7694,901447,0.0009596003722418468,0.009998582303524017,1.0118517232538844,False
calibration,none,oracle_relative_effect,rss,0.019999999552965164,786432,285190,30744,0.039093017578125,0.061335642264614694,25629,0.8336260733801717,0.8377472426411391,20536,2312646,0.0021976356237670956,0.019998515024781227,1.031638092493877,False
calibration,none,oracle_relative_effect,rss,0.05000000074505806,786432,285190,84996,0.1080780029296875,0.1695707861671608,79622,0.9367734952233047,0.9383899600849951,60542,6230332,0.004910541114013057,0.04999938979744911,1.0926399037371606,False
calibration,none,oracle_relative_effect,max,0.0010000000474974513,786432,285190,322,0.0004094441731770833,0.0006424042677987878,0,0.0,0.011789349441895376,205,25641,7.039956306721632e-05,0.0009984165662899613,1.0003213053378595,False
calibration,none,oracle_relative_effect,max,0.0020000000949949026,786432,285190,1134,0.00144195556640625,0.002262380247465296,0,0.0,0.0033760932078143583,674,92645,0.00016260303540326034,0.001999419881030917,1.0011324711639287,False
calibration,none,oracle_relative_effect,max,0.004999999888241291,786432,285190,5511,0.007007598876953125,0.010994689192046955,0,0.0,0.0006965674080348978,3449,430958,0.00045313832446559996,0.004997473210096359,1.0055277324461145,False
calibration,none,oracle_relative_effect,max,0.009999999776482582,786432,285190,17807,0.022642771402994793,0.03552575402699694,12296,0.690514966024597,0.6972631005600107,11382,1362953,0.001140143224735645,0.00999931525439024,1.0180841027057603,False
calibration,none,oracle_relative_effect,max,0.019999999552965164,786432,285190,56976,0.07244873046875,0.11366964460280662,51465,0.9032750631844987,0.9056750103906696,33808,4428276,0.0038078363180899795,0.019999461248517036,1.060259669934046,False
calibration,none,oracle_relative_effect,max,0.05000000074505806,786432,285190,211403,0.2688128153483073,0.42175835225300357,205892,0.9739313065566714,0.9746019723510261,118862,16315718,0.010658084964221317,0.04999968409538269,1.2672330646292858,True
calibration,none,online_relative_proxy,sum,0.0010000000474974513,786432,285190,0,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,1.0,False
calibration,none,online_relative_proxy,sum,0.0020000000949949026,786432,285190,14,1.7801920572916668e-05,2.7930620339077732e-05,0,0.0,0.2153108027376358,0,1573,0.00015068217195471,0.0019454577704891562,1.000013965505202,False
calibration,none,online_relative_proxy,sum,0.004999999888241291,786432,285190,120,0.000152587890625,0.00023940531719209484,0,0.0,0.031019166418703486,1,13464,0.0005039366225725006,0.0049181142821908,1.000119716989038,False
calibration,none,online_relative_proxy,sum,0.009999999776482582,786432,285190,706,0.0008977254231770834,0.0014085012828134913,511,0.7237960339943342,0.7554992176473547,8,77899,0.0013204275220570505,0.009993831627070904,1.0007047469599053,False
calibration,none,online_relative_proxy,sum,0.019999999552965164,786432,285190,3004,0.0038197835286458335,0.005993113107042107,2740,0.9121171770972037,0.9217225989626792,104,318424,0.0030490984052867283,0.019952353090047836,1.0030055628927042,False
calibration,none,online_relative_proxy,sum,0.05000000074505806,786432,285190,11415,0.014514923095703125,0.022773430797898023,10838,0.9494524748138414,0.9533222433056989,1656,1050575,0.005889843503673925,0.05018431693315506,1.0115178660617978,False
calibration,none,online_relative_proxy,rss,0.0010000000474974513,786432,285190,0,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,1.0,False
calibration,none,online_relative_proxy,rss,0.0020000000949949026,786432,285190,15,1.9073486328125e-05,2.9925664649011856e-05,0,0.0,0.20388330103584862,0,1688,0.00015369497330073638,0.0019454577704891562,1.0000149630562143,False
calibration,none,online_relative_proxy,rss,0.004999999888241291,786432,285190,139,0.00017674763997395834,0.0002773111590808432,0,0.0,0.026893164298442428,1,15618,0.0004777199393005908,0.0049181142821908,1.0001386748075762,False
calibration,none,online_relative_proxy,rss,0.009999999776482582,786432,285190,874,0.0011113484700520833,0.0017436687268824241,613,0.7013729977116705,0.7307792542128746,9,96859,0.0012479559291501219,0.009993831627070904,1.0008725951218538,False
calibration,none,online_relative_proxy,rss,0.019999999552965164,786432,285190,4361,0.005545298258463542,0.008700388235622714,3978,0.9121761063976153,0.9202179034588291,119,469167,0.0027228488503046495,0.019952353090047836,1.0043692009902587,False
calibration,none,online_relative_proxy,rss,0.05000000074505806,786432,285190,21254,0.027025858561197918,0.042402671763339866,20452,0.9622659264138516,0.9647453034797387,2181,2082369,0.005379703989999446,0.05018431693315506,1.021660568877837,False
calibration,none,online_relative_proxy,max,0.0010000000474974513,786432,285190,0,0.0,0.0,0,0.0,1.0,0,0,0.0,0.0,1.0,False
calibration,none,online_relative_proxy,max,0.0020000000949949026,786432,285190,21,2.6702880859375e-05,4.1895930508616595e-05,0,0.0,0.154639018924847,0,2370,0.00012691451368248286,0.0019454577704891562,1.0000209484040807,False
calibration,none,online_relative_proxy,max,0.004999999888241291,786432,285190,199,0.0002530415852864583,0.0003970138176768906,0,0.0,0.018938233056634942,1,22386,0.0004383530340963797,0.004933650139719248,1.0001985463216552,False
calibration,none,online_relative_proxy,max,0.009999999776482582,786432,285190,1276,0.0016225179036458333,0.002545676539475942,927,0.7264890282131662,0.7502401548142591,10,139902,0.0013665311096812444,0.009993831627070904,1.0012744604517743,False
calibration,none,online_relative_proxy,max,0.019999999552965164,786432,285190,7972,0.010136922200520834,0.015904493238794833,7502,0.9410436527847467,0.9460048720324455,216,839434,0.004130315151028382,0.019952353090047836,1.0080159917627942,False
calibration,none,online_relative_proxy,max,0.05000000074505806,786432,285190,56212,0.07147725423177083,0.11214543075001696,55316,0.9840603429872625,0.9850631002828114,7477,5303874,0.01034218855858952,0.050259582698345184,1.0594036387000778,False
heldout,all,oracle_relative_effect,sum,0.0010000000474974513,786432,220192,121,0.00015385945638020834,0.00021369030799660922,0,0.0,0.03077069794747827,0,13039,8.39904714457517e-05,0.000998126924969256,1.000106856571105,False
heldout,all,oracle_relative_effect,sum,0.0020000000949949026,786432,220192,379,0.0004819234212239583,0.0006693274936422719,0,0.0,0.010034072152288222,0,40268,0.00015205966734825184,0.0019999281503260136,1.0003347757841394,False
heldout,all,oracle_relative_effect,sum,0.004999999888241291,786432,220192,1680,0.00213623046875,0.00296693981350664,0,0.0,0.00228136609926718,0,173151,0.00043418090279428686,0.0049987128004431725,1.0014856738592146,False
heldout,all,oracle_relative_effect,sum,0.009999999776482582,786432,220192,4323,0.005496978759765625,0.0076345719129697655,2506,0.5796900300717095,0.5943271700623901,0,435744,0.0009386366505975724,0.009996592067182064,1.0038319134659448,False
heldout,all,oracle_relative_effect,sum,0.019999999552965164,786432,220192,9935,0.012633005777994791,0.017545563718564566,7812,0.7863110216406644,0.7942598836856936,0,977829,0.0024037834081524823,0.019999731332063675,1.0088504247045775,False
heldout,all,oracle_relative_effect,sum,0.05000000074505806,786432,220192,23434,0.029797871907552082,0.041385278327211075,20842,0.8893914824613809,0.8933435798669496,0,2246662,0.004649639357105839,0.04999804124236107,1.021129871980062,False
heldout,all,oracle_relative_effect,rss,0.0010000000474974513,786432,220192,172,0.00021870930989583334,0.00030375812376377505,0,0.0,0.0218461496307948,0,18618,7.58747302682766e-05,0.000998126924969256,1.0001519021326353,False
heldout,all,oracle_relative_effect,rss,0.0020000000949949026,786432,220192,556,0.0007069905598958334,0.0009819157954224357,0,0.0,0.006861690502139942,0,59711,0.00014991002062367148,0.0019999281503260136,1.000491199055767,False
heldout,all,oracle_relative_effect,rss,0.004999999888241291,786432,220192,2515,0.0031979878743489585,0.004441579542243571,0,0.0,0.001525089563395019,0,264045,0.0004129632427207322,0.0049987128004431725,1.0022257326554362,False
heldout,all,oracle_relative_effect,rss,0.009999999776482582,786432,220192,6949,0.008836110432942709,0.012272181407177169,4018,0.5782126924737372,0.589777562697935,0,716770,0.0008725670054713977,0.009996592067182064,1.006173974772796,False
heldout,all,oracle_relative_effect,rss,0.019999999552965164,786432,220192,17373,0.022090911865234375,0.03068133653574456,14151,0.8145398031428078,0.8202495736426615,0,1760579,0.0021211181654424535,0.019999731332063675,1.0155796708297948,False
heldout,all,oracle_relative_effect,rss,0.05000000074505806,786432,220192,48363,0.061496734619140625,0.08541077988132241,44969,0.9298223848810041,0.9320650336637497,0,4791242,0.00504862579405023,0.04999804124236107,1.0446104986823377,False
heldout,all,oracle_relative_effect,max,0.0010000000474974513,786432,220192,223,0.0002835591634114583,0.00039382593953094094,0,0.0,0.016934553501221267,0,24189,8.301254647032262e-05,0.000998126924969256,1.0001969517521199,False
heldout,all,oracle_relative_effect,max,0.0020000000949949026,786432,220192,707,0.0008989969889322916,0.0012485871715173778,0,0.0,0.005404100693658489,0,76421,0.0001591632030962424,0.0019999281503260136,1.0006246835717056,False
heldout,all,oracle_relative_effect,max,0.004999999888241291,786432,220192,3448,0.004384358723958333,0.0060892907601017236,0,0.0,0.0011128723223593653,0,365417,0.0004414502821041765,0.0049987128004431725,1.003053943555187,False
heldout,all,oracle_relative_effect,max,0.009999999776482582,786432,220192,10201,0.012971242268880209,0.01801532918903645,6753,0.6619939221644937,0.6711108521547232,0,1066052,0.0010589306269547388,0.009999187663197517,1.009089540123267,False
heldout,all,oracle_relative_effect,max,0.019999999552965164,786432,220192,29905,0.03802617390950521,0.052813294716021475,26457,0.8847015549239258,0.8882720634823629,0,3065883,0.00352626015287453,0.019999999552965164,1.0271228714599914,False
heldout,all,oracle_relative_effect,max,0.05000000074505806,786432,220192,99434,0.1264368693033854,0.175603984176321,95986,0.9653237323249593,0.9664430668630243,0,9909876,0.009716046073151461,0.04999958723783493,1.0962532162168965,False
heldout,all,online_relative_proxy,sum,0.0010000000474974513,786432,220192,1,1.2715657552083333e-06,1.766035603277762e-06,0,0.0,0.7934506856227626,0,112,5.6810444220900536e-05,0.000748192542232573,1.0000008830185814,False
heldout,all,online_relative_proxy,sum,0.0020000000949949026,786432,220192,1,1.2715657552083333e-06,1.766035603277762e-06,0,0.0,0.7934506856227626,0,112,5.535088296580527e-05,0.0012149916728958488,1.0000008830185814,False
heldout,all,online_relative_proxy,sum,0.004999999888241291,786432,220192,59,7.502237955729167e-05,0.00010419610059338797,0,0.0,0.06112937052678839,0,6673,0.0005289358628399321,0.004960218910127878,1.000052100764645,False
heldout,all,online_relative_proxy,sum,0.009999999776482582,786432,220192,393,0.000499725341796875,0.0006940519920881605,269,0.6844783715012722,0.7284503895763481,0,44183,0.0011445261605918112,0.009883435443043709,1.0003471464648919,False
heldout,all,online_relative_proxy,sum,0.019999999552965164,786432,220192,2017,0.0025647481282552085,0.003562093811811246,1652,0.8190381755081805,0.8352279006679406,0,221260,0.0029646635173604156,0.019992906600236893,1.001784224693776,False
heldout,all,online_relative_proxy,sum,0.05000000074505806,786432,220192,8674,0.011029561360677084,0.015318592822831309,7805,0.8998155406963338,0.9059581519107683,0,884465,0.006031304483988488,0.05003642663359642,1.0077184140323152,False
heldout,all,online_relative_proxy,rss,0.0010000000474974513,786432,220192,1,1.2715657552083333e-06,1.766035603277762e-06,0,0.0,0.7934506856227626,0,112,5.6810444220900536e-05,0.000748192542232573,1.0000008830185814,False
heldout,all,online_relative_proxy,rss,0.0020000000949949026,786432,220192,2,2.5431315104166665e-06,3.532071206555524e-06,0,0.0,0.6576197724933469,0,224,5.608066359335291e-05,0.0012149916728958488,1.0000017660387222,False
heldout,all,online_relative_proxy,rss,0.004999999888241291,786432,220192,73,9.282430013020833e-05,0.00012892059903927663,0,0.0,0.0499920079557311,0,8250,0.000500571348337513,0.004960218910127878,1.0000644644549177,False
heldout,all,online_relative_proxy,rss,0.009999999776482582,786432,220192,481,0.0006116231282552084,0.0008494631251766035,320,0.6652806652806653,0.7059955749709388,0,54131,0.001093537573970618,0.009883435443043709,1.0004249120361413,False
heldout,all,online_relative_proxy,rss,0.019999999552965164,786432,220192,2813,0.0035769144694010415,0.004967858152020345,2307,0.8201208674013508,0.833874938442219,0,311149,0.002640787996704599,0.019992906600236893,1.0024901143434304,False
heldout,all,online_relative_proxy,rss,0.05000000074505806,786432,220192,15722,0.019991556803385418,0.027765611754732977,14336,0.9118432769367765,0.9161750926904881,0,1649850,0.005574267434937975,0.05003642663359642,1.014078251510175,False
heldout,all,online_relative_proxy,max,0.0010000000474974513,786432,220192,2,2.5431315104166665e-06,3.532071206555524e-06,0,0.0,0.6576197724933469,0,224,5.270161117160959e-05,0.0008036642102524638,1.0000017660387222,False
heldout,all,online_relative_proxy,max,0.0020000000949949026,786432,220192,8,1.0172526041666666e-05,1.4128284826222096e-05,0,0.0,0.32440756488388023,0,896,7.001719547718364e-05,0.0012149916728958488,1.0000070641923156,False
heldout,all,online_relative_proxy,max,0.004999999888241291,786432,220192,94,0.00011952718098958333,0.00016600734670810965,0,0.0,0.03926207629154474,0,10625,0.00047482772447607097,0.004960218910127878,1.0000830105635357,False
heldout,all,online_relative_proxy,max,0.009999999776482582,786432,220192,707,0.0008989969889322916,0.0012485871715173778,495,0.7001414427157001,0.7327603791864385,0,78530,0.0013619840694040531,0.00996030867099762,1.0006246835717056,False
heldout,all,online_relative_proxy,max,0.019999999552965164,786432,220192,4733,0.006018320719401042,0.008358646510313648,4142,0.8751320515529263,0.8842465646610311,0,511431,0.004108717180551321,0.020060231909155846,1.00419686330356,False
heldout,all,online_relative_proxy,max,0.05000000074505806,786432,220192,36420,0.0463104248046875,0.0643190166713761,34702,0.9528281164195497,0.9549581113873249,0,3742735,0.009785747172269786,0.05003642663359642,1.0332281079502947,False
heldout,critical,oracle_relative_effect,sum,0.0010000000474974513,786432,220192,148,0.00018819173177083334,0.00026137326928510877,0,0.0,0.025299143267784395,29,13932,8.703611362957458e-05,0.000998126924969256,1.0001307037158713,False
heldout,critical,oracle_relative_effect,sum,0.0020000000949949026,786432,220192,507,0.000644683837890625,0.0008953800508618254,0,0.0,0.007519865027326377,131,44365,0.00016079660625027272,0.0019999281503260136,1.0004478905415588,False
heldout,critical,oracle_relative_effect,sum,0.004999999888241291,786432,220192,2275,0.0028928120930989585,0.0040177309974569085,0,0.0,0.0016857069217452666,668,189551,0.000454488891859677,0.004998872056603432,1.0020129091624972,False
heldout,critical,oracle_relative_effect,sum,0.009999999776482582,786432,220192,6117,0.007778167724609375,0.010802839785250071,3631,0.59359162988393,0.6058376382533766,2067,484588,0.000992299357245922,0.009996592067182064,1.0054307536735492,False
heldout,critical,oracle_relative_effect,sum,0.019999999552965164,786432,220192,14274,0.01815032958984375,0.025208392201186775,11355,0.7955023118957545,0.8020390749935097,5225,1093438,0.0024791425246580255,0.019999731332063675,1.012765089795619,False
heldout,critical,oracle_relative_effect,sum,0.05000000074505806,786432,220192,34163,0.04344050089518229,0.06033307431477818,30607,0.895910780669145,0.8991046039045153,13796,2511481,0.004699633921044457,0.04999804124236107,1.0311048631679196,False
heldout,critical,oracle_relative_effect,rss,0.0010000000474974513,786432,220192,203,0.0002581278483072917,0.0003585052274653857,0,0.0,0.018571996361832828,34,19775,7.853859228431689e-05,0.000998126924969256,1.000179284750993,False
heldout,critical,oracle_relative_effect,rss,0.0020000000949949026,786432,220192,707,0.0008989969889322916,0.0012485871715173778,0,0.0,0.005404100693658489,160,64477,0.00015686996951642346,0.0019999281503260136,1.0006246835717056,False
heldout,critical,oracle_relative_effect,rss,0.004999999888241291,786432,220192,3371,0.004286448160807292,0.005953306018649336,0,0.0,0.001138263491060847,908,289889,0.00043271026426700443,0.004998872056603432,1.002985539925729,False
heldout,critical,oracle_relative_effect,rss,0.009999999776482582,786432,220192,9640,0.012257893880208334,0.017024583215597626,5716,0.5929460580912863,0.6027143085611744,2901,798356,0.0009207914082184014,0.009996592067182064,1.0085853728046739,False
heldout,critical,oracle_relative_effect,rss,0.019999999552965164,786432,220192,24878,0.031634012858072914,0.043935433738344166,20571,0.8268751507355897,0.8315261319342553,8311,1988948,0.0021905160194992594,0.019999731332063675,1.0224611367621221,False
heldout,critical,oracle_relative_effect,rss,0.05000000074505806,786432,220192,69913,0.0888989766438802,0.12346884713195819,65360,0.9348762032812209,0.9366814253779562,25158,5430090,0.005079697492315133,0.04999804124236107,1.0657963215496058,False
heldout,critical,oracle_relative_effect,max,0.0010000000474974513,786432,220192,260,0.0003306070963541667,0.00045916925685221815,0,0.0,0.014559724001923326,37,25631,8.528986872440878e-05,0.000998126924969256,1.0002296373496318,False
heldout,critical,oracle_relative_effect,max,0.0020000000949949026,786432,220192,903,0.001148223876953125,0.001594730149759819,0,0.0,0.004236086455166889,196,83179,0.00016741404146157623,0.0019999281503260136,1.0007980013733047,False
heldout,critical,oracle_relative_effect,max,0.004999999888241291,786432,220192,4616,0.005869547526041667,0.00815202034473015,0,0.0,0.0008315131276549766,1168,405026,0.0004654675135011303,0.004998872056603432,1.0040926920266982,False
heldout,critical,oracle_relative_effect,max,0.009999999776482582,786432,220192,14300,0.018183390299479168,0.025254309126871998,9684,0.6772027972027972,0.6848174231399798,4099,1209016,0.0011319122219842122,0.009999805130064487,1.0127886386807132,False
heldout,critical,oracle_relative_effect,max,0.019999999552965164,786432,220192,43392,0.05517578125,0.07663181689742865,38776,0.8936209439528023,0.8964871827078309,13487,3572342,0.0037757604286435863,0.019999999552965164,1.0398425104307458,False
heldout,critical,oracle_relative_effect,max,0.05000000074505806,786432,220192,145012,0.18439229329427084,0.2560963549025148,140396,0.9681681516012468,0.969059373531496,45578,11735642,0.010210640120766898,0.04999958723783493,1.146852353696525,True
heldout,critical,online_relative_proxy,sum,0.0010000000474974513,786432,220192,1,1.2715657552083333e-06,1.766035603277762e-06,0,0.0,0.7934506856227626,0,112,5.6810444220900536e-05,0.000748192542232573,1.0000008830185814,False
heldout,critical,online_relative_proxy,sum,0.0020000000949949026,786432,220192,1,1.2715657552083333e-06,1.766035603277762e-06,0,0.0,0.7934506856227626,0,112,5.535088296580527e-05,0.0012149916728958488,1.0000008830185814,False
heldout,critical,online_relative_proxy,sum,0.004999999888241291,786432,220192,60,7.62939453125e-05,0.00010596213619666572,0,0.0,0.06017185214208986,3,6693,0.0005641255991656684,0.004960218910127878,1.0000529838752408,False
heldout,critical,online_relative_proxy,sum,0.009999999776482582,786432,220192,401,0.0005098978678385416,0.0007081802769143826,273,0.6807980049875312,0.7245244295306157,9,44366,0.0011383472669557345,0.009883435443043709,1.0003542155626948,False
heldout,critical,online_relative_proxy,sum,0.019999999552965164,786432,220192,2109,0.002681732177734375,0.0037245690873128003,1732,0.8212422949265055,0.8370060557137036,118,223828,0.002998485123934019,0.019992906600236893,1.0018657591180242,False
heldout,critical,online_relative_proxy,sum,0.05000000074505806,786432,220192,9970,0.012677510579427084,0.017607374964679286,8996,0.9023069207622869,0.9079807743587769,1668,911401,0.006099335123811604,0.050146397203207016,1.0088818807850264,False
heldout,critical,online_relative_proxy,rss,0.0010000000474974513,786432,220192,1,1.2715657552083333e-06,1.766035603277762e-06,0,0.0,0.7934506856227626,0,112,5.6810444220900536e-05,0.000748192542232573,1.0000008830185814,False
heldout,critical,online_relative_proxy,rss,0.0020000000949949026,786432,220192,2,2.5431315104166665e-06,3.532071206555524e-06,0,0.0,0.6576197724933469,0,224,5.608066359335291e-05,0.0012149916728958488,1.0000017660387222,False
heldout,critical,online_relative_proxy,rss,0.004999999888241291,786432,220192,74,9.409586588541667e-05,0.00013068663464255439,0,0.0,0.049349779396386066,3,8270,0.0005291193768161348,0.004960218910127878,1.0000653475873496,False
heldout,critical,online_relative_proxy,rss,0.009999999776482582,786432,220192,489,0.000621795654296875,0.0008635914100028257,324,0.6625766871165644,0.703073290080025,13,54214,0.0010883886561119584,0.009883435443043709,1.0004319822330743,False
heldout,critical,online_relative_proxy,rss,0.019999999552965164,786432,220192,2912,0.0037027994791666665,0.005142695676744843,2397,0.8231456043956044,0.8365752282706425,136,313601,0.0026771684034652015,0.019992906600236893,1.0025779767132212,False
heldout,critical,online_relative_proxy,rss,0.05000000074505806,786432,220192,17282,0.021975199381510418,0.030520627295846283,15773,0.9126837171623655,0.9168013428942076,2137,1679116,0.005575961605931072,0.050146397203207016,1.0154967996714486,False
heldout,critical,online_relative_proxy,max,0.0010000000474974513,786432,220192,2,2.5431315104166665e-06,3.532071206555524e-06,0,0.0,0.6576197724933469,0,224,5.270161117160959e-05,0.0008036642102524638,1.0000017660387222,False
heldout,critical,online_relative_proxy,max,0.0020000000949949026,786432,220192,8,1.0172526041666666e-05,1.4128284826222096e-05,0,0.0,0.32440756488388023,0,896,7.001719547718364e-05,0.0012149916728958488,1.0000070641923156,False
heldout,critical,online_relative_proxy,max,0.004999999888241291,786432,220192,98,0.00012461344401041666,0.0001730714891212207,0,0.0,0.03771999012168061,4,10901,0.0005040106875091482,0.004960218910127878,1.0000865432336439,False
heldout,critical,online_relative_proxy,max,0.009999999776482582,786432,220192,740,0.0009409586588541666,0.001306866346425544,515,0.6959459459459459,0.7280070766082302,33,80510,0.0013878565626277333,0.00996030867099762,1.0006538604273065,False
heldout,critical,online_relative_proxy,max,0.019999999552965164,786432,220192,5031,0.006397247314453125,0.00888492512009042,4419,0.8783542039355993,0.8870991204811058,298,526107,0.004220488760044527,0.020060231909155846,1.004462286098972,False
heldout,critical,online_relative_proxy,max,0.05000000074505806,786432,220192,42888,0.054534912109375,0.07574173495337666,40992,0.9557918298824846,0.9576967684606806,6468,4027225,0.010286421616429441,0.050146397203207016,1.0393615224781385,False
heldout,masked,oracle_relative_effect,sum,0.0010000000474974513,786432,220192,149,0.00018946329752604166,0.0002631393048883865,0,0.0,0.025133617870009537,30,13944,8.712665173657238e-05,0.000998126924969256,1.0001315869652956,False
heldout,masked,oracle_relative_effect,sum,0.0020000000949949026,786432,220192,509,0.0006472269694010416,0.0008989121220683809,0,0.0,0.0074905387515427505,133,44397,0.00016119266692223006,0.0019999281503260136,1.0004496581626208,False
heldout,masked,oracle_relative_effect,sum,0.004999999888241291,786432,220192,2285,0.0029055277506510415,0.0040353913534896865,0,0.0,0.0016783420301524092,682,189901,0.00045522942346362563,0.004998872056603432,1.0020217750034286,False
heldout,masked,oracle_relative_effect,sum,0.009999999776482582,786432,220192,6154,0.007825215657552084,0.010868183102571347,3653,0.5935976600584986,0.6058069652372526,2117,485908,0.0009944888802696373,0.009996592067182064,1.0054637822442172,False
heldout,masked,oracle_relative_effect,sum,0.019999999552965164,786432,220192,14366,0.018267313639322918,0.02537086747668833,11436,0.7960462202422386,0.8025556077864279,5364,1096722,0.0024840430820691492,0.019999731332063675,1.012848421538412,False
heldout,masked,oracle_relative_effect,sum,0.05000000074505806,786432,220192,34382,0.043718973795572914,0.06071983611189601,30787,0.8954394741434472,0.898629749570352,14127,2519141,0.004697991363255855,0.04999804124236107,1.031310502341321,False
heldout,masked,oracle_relative_effect,rss,0.0010000000474974513,786432,220192,205,0.0002606709798177083,0.00036203729867194124,0,0.0,0.01839413899130202,36,19799,7.870958937638069e-05,0.000998126924969256,1.00018105142302,False
heldout,masked,oracle_relative_effect,rss,0.0020000000949949026,786432,220192,709,0.0009015401204427084,0.0012521192427239333,0,0.0,0.005388938554512995,162,64509,0.00015712472473911087,0.0019999281503260136,1.0006264518175496,False
heldout,masked,oracle_relative_effect,rss,0.004999999888241291,786432,220192,3400,0.004323323567708333,0.006004521051144391,0,0.0,0.0011285657299752881,938,290832,0.00043322039003571445,0.004998872056603432,1.0030113012364048,False
heldout,masked,oracle_relative_effect,rss,0.009999999776482582,786432,220192,9714,0.01235198974609375,0.01715526985024018,5760,0.592958616429895,0.6026896918752119,2985,801187,0.0009222203895573891,0.009996592067182064,1.0086518473127972,False
heldout,masked,oracle_relative_effect,rss,0.019999999552965164,786432,220192,25112,0.031931559244791664,0.04434868606951116,20764,0.8268556865243708,0.8314853937401866,8596,1996762,0.0021931111316884654,0.019999731332063675,1.0226771949342948,False
heldout,masked,oracle_relative_effect,rss,0.05000000074505806,786432,220192,70587,0.08975601196289062,0.12465915512856739,65987,0.934832192896709,0.9366294629177986,26053,5449785,0.005079424866716232,0.04999804124236107,1.0664727990484917,False
heldout,masked,oracle_relative_effect,max,0.0010000000474974513,786432,220192,262,0.0003331502278645833,0.00046270132805877366,0,0.0,0.014450187106763993,39,25655,8.541551833622749e-05,0.000998126924969256,1.0002314041995446,False
heldout,masked,oracle_relative_effect,max,0.0020000000949949026,786432,220192,913,0.0011609395345052083,0.0016123905057925968,0,0.0,0.004189883413033351,206,83442,0.0001680108565304058,0.0019999281503260136,1.000806845728092,False
heldout,masked,oracle_relative_effect,max,0.004999999888241291,786432,220192,4665,0.005931854248046875,0.00823855608929076,0,0.0,0.0008227863067478075,1217,406443,0.0004668394692087245,0.004998872056603432,1.004136316683144,False
heldout,masked,oracle_relative_effect,max,0.009999999776482582,786432,220192,14479,0.018411000569661457,0.025570429499858716,9814,0.6778092409696802,0.6853730452135736,4278,1215917,0.0011368603055965576,0.009999805130064487,1.0129507934250506,False
heldout,masked,oracle_relative_effect,max,0.019999999552965164,786432,220192,44325,0.056362152099609375,0.07827952811528681,39660,0.8947546531302877,0.8975773077735535,14420,3614621,0.0038285862990612447,0.019999999552965164,1.0407340865961192,False
heldout,masked,oracle_relative_effect,max,0.05000000074505806,786432,220192,148569,0.18891525268554688,0.26237814354337385,143904,0.9686004482765583,0.969475187980317,49135,11899817,0.010310812526255183,0.04999958723783493,1.1509984134743894,True
heldout,masked,online_relative_proxy,sum,0.0010000000474974513,786432,220192,1,1.2715657552083333e-06,1.766035603277762e-06,0,0.0,0.7934506856227626,0,112,5.6810444220900536e-05,0.000748192542232573,1.0000008830185814,False
heldout,masked,online_relative_proxy,sum,0.0020000000949949026,786432,220192,1,1.2715657552083333e-06,1.766035603277762e-06,0,0.0,0.7934506856227626,0,112,5.535088296580527e-05,0.0012149916728958488,1.0000008830185814,False
heldout,masked,online_relative_proxy,sum,0.004999999888241291,786432,220192,60,7.62939453125e-05,0.00010596213619666572,0,0.0,0.06017185214208986,3,6693,0.0005641255991656684,0.004960218910127878,1.0000529838752408,False
heldout,masked,online_relative_proxy,sum,0.009999999776482582,786432,220192,401,0.0005098978678385416,0.0007081802769143826,273,0.6807980049875312,0.7245244295306157,9,44366,0.0011383472669557345,0.009883435443043709,1.0003542155626948,False
heldout,masked,online_relative_proxy,sum,0.019999999552965164,786432,220192,2109,0.002681732177734375,0.0037245690873128003,1732,0.8212422949265055,0.8370060557137036,119,223828,0.0029945682506441005,0.019992906600236893,1.0018657591180242,False
heldout,masked,online_relative_proxy,sum,0.05000000074505806,786432,220192,9983,0.012694040934244791,0.017630333427521898,9010,0.902534308324151,0.9081984351895089,1692,911735,0.006094758146397015,0.050146397203207016,1.0088935649716657,False
heldout,masked,online_relative_proxy,rss,0.0010000000474974513,786432,220192,1,1.2715657552083333e-06,1.766035603277762e-06,0,0.0,0.7934506856227626,0,112,5.6810444220900536e-05,0.000748192542232573,1.0000008830185814,False
heldout,masked,online_relative_proxy,rss,0.0020000000949949026,786432,220192,2,2.5431315104166665e-06,3.532071206555524e-06,0,0.0,0.6576197724933469,0,224,5.608066359335291e-05,0.0012149916728958488,1.0000017660387222,False
heldout,masked,online_relative_proxy,rss,0.004999999888241291,786432,220192,74,9.409586588541667e-05,0.00013068663464255439,0,0.0,0.049349779396386066,3,8270,0.0005291193768161348,0.004960218910127878,1.0000653475873496,False
heldout,masked,online_relative_proxy,rss,0.009999999776482582,786432,220192,489,0.000621795654296875,0.0008635914100028257,324,0.6625766871165644,0.703073290080025,13,54214,0.0010883886561119584,0.009883435443043709,1.0004319822330743,False
