condition,task,target,count,accuracy,dense_accuracy,delta,paired_ci95,matching_tokens,compared_tokens,token_agreement,sequence_exact_match,relative_accuracy,length_terminated,empty_outputs,overall_eligible,overall_skipped,overall_softmax_skipped,overall_pv_omitted,overall_compensated,overall_mass_sum,overall_rows,overall_error_sq,overall_dense_sq,overall_denominator_mass_sum,overall_same_budget_best_mass_sum,overall_wrongly_replaced_vs_mass,overall_unnecessarily_retained_vs_mass,overall_physical_sparsity,overall_pv_omission,overall_mass,overall_denominator_mass,overall_relative_error,overall_rescued_rows,overall_prefix_eligible,overall_prefix_skipped,overall_prefix_replaced,overall_canvas_eligible,overall_canvas_skipped,overall_canvas_replaced,overall_boundary_eligible,overall_boundary_skipped,overall_boundary_replaced,overall_softmax_sparsity,overall_compensation_fraction,overall_mass_selection_gap,overall_wrongly_replaced_fraction,overall_rescued_row_rate,overall_prefix_sparsity,overall_canvas_sparsity,overall_boundary_sparsity,global_eligible,global_skipped,global_softmax_skipped,global_pv_omitted,global_compensated,global_mass_sum,global_rows,global_error_sq,global_dense_sq,global_denominator_mass_sum,global_same_budget_best_mass_sum,global_wrongly_replaced_vs_mass,global_unnecessarily_retained_vs_mass,global_physical_sparsity,global_pv_omission,global_mass,global_denominator_mass,global_relative_error,global_rescued_rows,global_prefix_eligible,global_prefix_skipped,global_prefix_replaced,global_canvas_eligible,global_canvas_skipped,global_canvas_replaced,global_boundary_eligible,global_boundary_skipped,global_boundary_replaced,global_softmax_sparsity,global_compensation_fraction,global_mass_selection_gap,global_wrongly_replaced_fraction,global_rescued_row_rate,global_prefix_sparsity,global_canvas_sparsity,global_boundary_sparsity,local_eligible,local_skipped,local_softmax_skipped,local_pv_omitted,local_compensated,local_mass_sum,local_rows,local_error_sq,local_dense_sq,local_denominator_mass_sum,local_same_budget_best_mass_sum,local_wrongly_replaced_vs_mass,local_unnecessarily_retained_vs_mass,local_physical_sparsity,local_pv_omission,local_mass,local_denominator_mass,local_relative_error,local_rescued_rows,local_prefix_eligible,local_prefix_skipped,local_prefix_replaced,local_canvas_eligible,local_canvas_skipped,local_canvas_replaced,local_boundary_eligible,local_boundary_skipped,local_boundary_replaced,local_softmax_sparsity,local_compensation_fraction,local_mass_selection_gap,local_wrongly_replaced_fraction,local_rescued_row_rate,local_prefix_sparsity,local_canvas_sparsity,local_boundary_sparsity,overall_mass_sample_p10_p50_p90,overall_relative_error_sample_p10_p50_p90,overall_physical_sparsity_sample_p10_p50_p90,global_mass_sample_p10_p50_p90,global_relative_error_sample_p10_p50_p90,global_physical_sparsity_sample_p10_p50_p90,local_mass_sample_p10_p50_p90,local_relative_error_sample_p10_p50_p90,local_physical_sparsity_sample_p10_p50_p90
mass_s50,qa_1,0.5,10,1.0,1.0,0.0,"[0.0, 0.0]",86,95,0.9052631578947369,0.6,1.0,0,0,1029280.0,523943.0,523943.0,523943.0,0.0,2728646.6939833164,3686400.0,39611420.30156214,385600495.0864563,2728646.6939833164,3333738.5685653687,127063.0,127063.0,0.5090383569096845,0.5090383569096845,0.7401927880814118,0.7401927880814118,0.32050987583187845,0.0,885280.0,458463.0,458463.0,115200.0,61225.0,61225.0,28800.0,4255.0,4255.0,0.5090383569096845,0.0,0.1641416760476487,0.12344842997046479,0.0,0.5178734411711549,0.5314670138888888,0.14774305555555556,573280.0,294495.0,294495.0,294495.0,0.0,528994.573348999,614400.0,1785736.76153256,90734794.49853516,528994.573348999,540726.8318786621,48171.0,48171.0,0.5137018559866035,0.5137018559866035,0.8609937717268864,0.8609937717268864,0.1402884088934171,0.0,549280.0,290233.0,290233.0,19200.0,4260.0,4260.0,4800.0,2.0,2.0,0.5137018559866035,0.0,0.01909547286729018,0.08402700251186157,0.0,0.5283880716574425,0.221875,0.0004166666666666667,456000.0,229448.0,229448.0,229448.0,0.0,2199652.1206343174,3072000.0,37825683.54002958,294865700.58792114,2199652.1206343174,2793011.7366867065,78892.0,78892.0,0.5031754385964913,0.5031754385964913,0.7160325913523169,0.7160325913523169,0.3581634491495275,0.0,336000.0,168230.0,168230.0,96000.0,56965.0,56965.0,24000.0,4253.0,4253.0,0.5031754385964913,0.0,0.19315091668372042,0.17300877192982456,0.0,0.5006845238095238,0.5933854166666667,0.17720833333333333,"[0.7321143313638944, 0.7412661382453127, 0.7479932070950356]","[0.2992167089653401, 0.3214374708275539, 0.3351018046789289]","[0.4937984160958904, 0.5153249027889515, 0.534027134926777]","[0.8437813151814043, 0.8523136618733406, 0.8743020829664809]","[0.12862023211888576, 0.1455910714150555, 0.15104601118032987]","[0.48216562431424187, 0.5258084409291508, 0.5528459421975662]","[0.7045768942654831, 0.7174918481019892, 0.7274123745849356]","[0.33128568252248797, 0.3593860909174732, 0.3749879649536987]","[0.491156484962406, 0.5074506578947369, 0.5136480263157895]"
mass_s50,qa_2,0.5,10,0.8,0.6,0.20000000000000007,"[0.0, 0.5]",83,120,0.6916666666666667,0.4,1.3333333333333335,0,0,1484480.0,744019.0,744019.0,744019.0,0.0,4031352.040979147,5406720.0,52958805.048251346,562110545.1244812,4031352.040979147,4930267.360656738,184203.0,184203.0,0.5011983994395344,0.5011983994395344,0.7456187930906626,0.7456187930906626,0.3069433454333567,0.0,1273280.0,651637.0,651637.0,168960.0,87158.0,87158.0,42240.0,5224.0,5224.0,0.5011983994395344,0.0,0.16625889997588025,0.12408587518861823,0.0,0.5117782420206082,0.5158499053030303,0.12367424242424242,815680.0,410243.0,410243.0,410243.0,0.0,788906.2639770508,901120.0,2410987.0294874627,135357937.29101562,788906.2639770508,803765.8620223999,68331.0,68331.0,0.5029460082385249,0.5029460082385249,0.8754730379716916,0.8754730379716916,0.1334613683338419,0.0,780480.0,406235.0,406235.0,28160.0,4006.0,4006.0,7040.0,2.0,2.0,0.5029460082385249,0.0,0.01649014342745597,0.08377182228324834,0.0,0.5204937986879868,0.14225852272727274,0.0002840909090909091,668800.0,333776.0,333776.0,333776.0,0.0,3242445.777002096,4505600.0,50547818.018763885,426752607.8334656,3242445.777002096,4126501.4986343384,115872.0,115872.0,0.499066985645933,0.499066985645933,0.7196479441144568,0.7196479441144568,0.3441621568706375,0.0,492800.0,245402.0,245402.0,140800.0,83152.0,83152.0,35200.0,5222.0,5222.0,0.499066985645933,0.0,0.19621265128556512,0.1732535885167464,0.0,0.4979748376623377,0.5905681818181818,0.14835227272727272,"[0.7358464255004219, 0.7450987959247002, 0.7612291902696597]","[0.29156955591833505, 0.3088857256380788, 0.3194604940665579]","[0.49182545723869575, 0.49753057986953597, 0.5208408371040725]","[0.8582222938395682, 0.8811734415590763, 0.8873166796937585]","[0.12393882504488642, 0.12968740125118228, 0.14650446192728084]","[0.4854203403630009, 0.4963241943310143, 0.5375325091575092]","[0.7060489462249389, 0.7221473147588715, 0.73601169238484]","[0.32823231803555475, 0.34577192848228994, 0.35845496409865824]","[0.4927313596491228, 0.4967214912280702, 0.505439418859649]"
full_centered_s50,niah_single_1,0.5,10,1.0,1.0,0.0,"[0.0, 0.0]",257,291,0.8831615120274914,0.2,1.0,0,0,1337280.0,886380.0,0.0,886380.0,0.0,3289624.321304083,4546560.0,34152549.52606799,519489195.0459595,3289624.321304083,4098996.118583679,148289.0,148289.0,0.6628230437903805,0.6628230437903805,0.7235413854219636,0.7235413854219636,0.25640311992341397,0.0,1159680.0,818025.0,818025.0,142080.0,66315.0,66315.0,35520.0,2040.0,2040.0,0.0,0.0,0.17801850130199454,0.11088851998085666,0.0,0.7053885554635762,0.46674408783783783,0.057432432432432436,774880.0,572120.0,0.0,572120.0,0.0,672510.4550514221,757760.0,2620364.604311254,138159649.30810547,672510.4550514221,683640.5928115845,44201.0,44201.0,0.7383336774726409,0.7383336774726409,0.8874979611637221,0.8874979611637221,0.137717855408688,0.0,745280.0,567577.0,567577.0,23680.0,4535.0,4535.0,5920.0,8.0,8.0,0.0,0.0,0.014688209670822362,0.05704238075572992,0.0,0.7615620974667239,0.19151182432432431,0.0013513513513513514,562400.0,314260.0,0.0,314260.0,0.0,2617113.8662526608,3788800.0,31532184.921756733,381329545.737854,2617113.8662526608,3415355.5257720947,104088.0,104088.0,0.5587837837837838,0.5587837837837838,0.6907500702736119,0.6907500702736119,0.2875588938696642,0.0,414400.0,250448.0,250448.0,118400.0,61780.0,61780.0,29600.0,2032.0,2032.0,0.0,0.0,0.210684559628229,0.1850782361308677,0.0,0.6043629343629343,0.5217905405405405,0.06864864864864866,"[0.7123871076946671, 0.7203188149463838, 0.7505191761547596]","[0.2464788207663507, 0.2562144373556271, 0.27555713028097223]","[0.6549077064896756, 0.6600836559734513, 0.6719244100294985]","[0.8800550471991301, 0.8873518192643921, 0.8946362965988617]","[0.1295306849178366, 0.13649058450866408, 0.14817589250054547]","[0.7259660709042866, 0.7341444020356234, 0.7483279262086514]","[0.6778828507010767, 0.6884835900612718, 0.7217761517120526]","[0.27646636382444756, 0.28569959886298646, 0.3092050854218221]","[0.5515838815789474, 0.5585526315789473, 0.5673618421052632]"
full_centered_s50,niah_single_2,0.5,10,1.0,1.0,0.0,"[0.0, 0.0]",276,283,0.9752650176678446,0.3,1.0,0,0,1065600.0,536930.0,0.0,536930.0,0.0,2610268.787790656,3686400.0,24587731.65990943,392748806.46398926,2610268.787790656,3374872.4475479126,160805.0,160805.0,0.5038757507507508,0.5038757507507508,0.7080807258546702,0.7080807258546702,0.2502083479641603,0.0,921600.0,482209.0,482209.0,115200.0,52478.0,52478.0,28800.0,2243.0,2243.0,0.0,0.0,0.20741201707824883,0.1509055930930931,0.0,0.5232302517361112,0.45553819444444443,0.07788194444444445,609600.0,305345.0,0.0,305345.0,0.0,530034.6648635864,614400.0,1578952.0464084372,95936520.14697266,530034.6648635864,549112.1214065552,71759.0,71759.0,0.5008940288713911,0.5008940288713911,0.8626866290097436,0.8626866290097436,0.12828990675763274,0.0,585600.0,303540.0,303540.0,19200.0,1804.0,1804.0,4800.0,1.0,1.0,0.0,0.0,0.0310505477587382,0.11771489501312336,0.0,0.5183401639344263,0.09395833333333334,0.00020833333333333335,456000.0,231585.0,0.0,231585.0,0.0,2080234.1229270697,3072000.0,23008779.613500994,296812286.3170166,2080234.1229270697,2825760.3261413574,89046.0,89046.0,0.5078618421052632,0.5078618421052632,0.6771595452236555,0.6771595452236555,0.27842347847286053,0.0,336000.0,178669.0,178669.0,96000.0,50674.0,50674.0,24000.0,2242.0,2242.0,0.0,0.0,0.24268431094215095,0.1952763157894737,0.0,0.5317529761904762,0.5278541666666666,0.09341666666666666,"[0.7014327072033242, 0.7099580055489141, 0.7166321206223316]","[0.24631633467985564, 0.24981062837887902, 0.2545197267756934]","[0.47142706796951817, 0.5024358048590626, 0.5272098543510325]","[0.8514382100477815, 0.8604900663718581, 0.8737771815340966]","[0.11974578729199357, 0.12700208838871546, 0.13995633617454492]","[0.45099073665173595, 0.49676617405841905, 0.53624006043257]","[0.6676612732493377, 0.679406713815212, 0.687938479774457]","[0.2733488037249251, 0.27841394857252916, 0.2832889953080078]","[0.4965361842105263, 0.5099671052631579, 0.515391447368421]"
full_centered_s50,niah_single_3,0.5,10,1.0,1.0,0.0,"[0.0, 0.0]",546,547,0.9981718464351006,0.9,1.0,0,0,1627200.0,829300.0,0.0,829300.0,0.0,4025311.0810775757,5529600.0,38038090.15836778,602046215.6397095,4025311.0810775757,5128335.625026703,248138.0,248138.0,0.5096484759095379,0.5096484759095379,0.7279570097434852,0.7279570097434852,0.25135899791726973,0.0,1411200.0,744375.0,744375.0,172800.0,81099.0,81099.0,43200.0,3826.0,3826.0,0.0,0.0,0.1994763715185777,0.15249385447394298,0.0,0.5274766156462585,0.46932291666666665,0.08856481481481482,943200.0,482138.0,0.0,482138.0,0.0,802680.5245056152,921600.0,2146058.450178465,151870761.43798828,802680.5245056152,833583.525428772,116134.0,116134.0,0.5111726039016116,0.5111726039016116,0.8709641107916832,0.8709641107916832,0.11887312722205816,0.0,907200.0,476892.0,476892.0,28800.0,5244.0,5244.0,7200.0,2.0,2.0,0.0,0.0,0.033531902043355835,0.12312765055131468,0.0,0.5256746031746031,0.18208333333333335,0.0002777777777777778,684000.0,347162.0,0.0,347162.0,0.0,3222630.5565719604,4608000.0,35892031.708189316,450175454.2017212,3222630.5565719604,4294752.099597931,132004.0,132004.0,0.507546783625731,0.507546783625731,0.6993555895338456,0.6993555895338456,0.28236321338501286,0.0,504000.0,267483.0,267483.0,144000.0,75855.0,75855.0,36000.0,3824.0,3824.0,0.0,0.0,0.23266526541362206,0.19298830409356726,0.0,0.530720238095238,0.5267708333333333,0.10622222222222222,"[0.7205020786150514, 0.7300818571229724, 0.7371164580775075]","[0.24381945885613063, 0.25077832894334035, 0.2570943901739466]","[0.48771985619469027, 0.5009865873893805, 0.5456041666666667]","[0.8586068437521657, 0.8707679581021269, 0.881597508020699]","[0.10837336472439736, 0.11653632076739323, 0.13281311715063532]","[0.4825357824427481, 0.4948175095419847, 0.5685645674300255]","[0.6918995446174405, 0.7020851256023161, 0.7084577764960704]","[0.27392709105724805, 0.2815611959852921, 0.2874612771206398]","[0.4938026315789474, 0.5113706140350878, 0.5180828947368421]"
full_centered_s50,niah_multikey_1,0.5,10,1.0,1.0,0.0,"[0.0, 0.0]",284,287,0.9895470383275261,0.7,1.0,0,0,1147520.0,575367.0,0.0,575367.0,0.0,2793346.383920312,3932160.0,26465613.48016017,422391124.24658203,2793346.383920312,3619903.004714966,175513.0,175513.0,0.501400411321807,0.501400411321807,0.7103847208456197,0.7103847208456197,0.2503131069827181,0.0,993920.0,515251.0,515251.0,122880.0,57600.0,57600.0,30720.0,2516.0,2516.0,0.0,0.0,0.21020421874864043,0.15294983965421083,0.0,0.5184028895685769,0.46875,0.08190104166666666,661120.0,328848.0,0.0,328848.0,0.0,565983.2361488342,655360.0,1649121.280586712,103289588.9790039,565983.2361488342,587526.7495346069,80271.0,80271.0,0.4974104549854792,0.4974104549854792,0.8636218813306187,0.8636218813306187,0.1263566267517661,0.0,635520.0,325537.0,325537.0,20480.0,3309.0,3309.0,5120.0,2.0,2.0,0.0,0.0,0.03287279264186509,0.12141668683446273,0.0,0.51223722306143,0.161572265625,0.000390625,486400.0,246519.0,0.0,246519.0,0.0,2227363.1477714777,3276800.0,24816492.199573457,319101535.2675781,2227363.1477714777,3032376.255180359,95242.0,95242.0,0.5068236019736843,0.5068236019736843,0.6797372887486199,0.6797372887486199,0.27887253867988926,0.0,358400.0,189714.0,189714.0,102400.0,54291.0,54291.0,25600.0,2514.0,2514.0,0.0,0.0,0.24567050396999549,0.19581003289473684,0.0,0.5293359375,0.530185546875,0.098203125,"[0.7007306898848571, 0.7133758344412653, 0.7259220783263057]","[0.23592458179848685, 0.2494571553119398, 0.26019707103690115]","[0.4817928163921665, 0.502354696718289, 0.5189746957964602]","[0.8489847973641008, 0.8587067786604166, 0.8750662060976028]","[0.11419197260599091, 0.13078662769410232, 0.13948738856436044]","[0.46076913917103024, 0.5075262404580152, 0.531354961832061]","[0.6659861117363849, 0.6848878264887026, 0.7013095345187467]","[0.26267889554784896, 0.2758355687116837, 0.2900199260227905]","[0.49167105263157895, 0.49860197368421055, 0.5196023026315789]"
full_centered_s50,niah_multikey_2,0.5,10,1.0,1.0,0.0,"[0.0, 0.0]",282,289,0.9757785467128027,0.4,1.0,0,0,1244160.0,706805.0,0.0,706805.0,0.0,3017489.2012664676,4300800.0,33946914.589070745,468236275.6953125,3017489.2012664676,3852008.744117737,176263.0,176263.0,0.5680981545781894,0.5680981545781894,0.7016111424075678,0.7016111424075678,0.26925738611655087,0.0,1076160.0,643087.0,643087.0,134400.0,61327.0,61327.0,33600.0,2391.0,2391.0,0.0,0.0,0.19403821215849823,0.1416722929526749,0.0,0.5975756393101398,0.45630208333333333,0.07116071428571429,712160.0,420649.0,0.0,420649.0,0.0,617561.3419494629,716800.0,2234342.7163746394,118671746.46142578,617561.3419494629,635386.9082565308,75736.0,75736.0,0.5906664232756684,0.5906664232756684,0.8615532114250319,0.8615532114250319,0.13721488543197313,0.0,684160.0,419085.0,419085.0,22400.0,1564.0,1564.0,5600.0,0.0,0.0,0.0,0.0,0.024868256566779955,0.10634688833969895,0.0,0.6125540809167446,0.06982142857142858,0.0,532000.0,286156.0,0.0,286156.0,0.0,2399927.8593170047,3584000.0,31712571.8726961,349564529.2338867,2399927.8593170047,3216621.835861206,100527.0,100527.0,0.5378872180451127,0.5378872180451127,0.669622728604075,0.669622728604075,0.30119797892270717,0.0,392000.0,224002.0,224002.0,112000.0,59763.0,59763.0,28000.0,2391.0,2391.0,0.0,0.0,0.2278722032768419,0.18896052631578947,0.0,0.5714336734693878,0.5335982142857143,0.08539285714285715,"[0.6822432606744122, 0.6948419458770028, 0.7307520121267185]","[0.25142728153705246, 0.27085165026846547, 0.2843967749861654]","[0.5497700737802971, 0.5679940529527223, 0.5812840277777778]","[0.8575456437747925, 0.8621381722856314, 0.8669385019379358]","[0.13064673553703943, 0.13421462343544796, 0.14365198575149873]","[0.5609101254536354, 0.5896609231258563, 0.6079591346153845]","[0.6460632181377781, 0.6610618608344521, 0.7035147141644751]","[0.27915743738361204, 0.3031598608602277, 0.3202008568438658]","[0.5274824561403508, 0.5398684210526317, 0.5453684210526315]"
full_centered_s50,niah_multikey_3,0.5,10,1.0,1.0,0.0,"[0.0, 0.0]",514,827,0.6215235792019347,0.2,1.0,0,0,1436160.0,744563.0,0.0,744563.0,0.0,3728862.133898258,4915200.0,29631309.243623644,546751468.2471313,3728862.133898258,4559200.330787659,200581.0,200581.0,0.5184401459447415,0.5184401459447415,0.7586389432572954,0.7586389432572954,0.23279864142007764,0.0,1244960.0,679300.0,679300.0,153600.0,61946.0,61946.0,37600.0,3317.0,3317.0,0.0,0.0,0.16893273862495942,0.13966480057932265,0.0,0.5456400205629096,0.40329427083333336,0.08821808510638297,828160.0,450582.0,0.0,450582.0,0.0,719431.6133956909,819200.0,1898326.0275583006,142171700.56103516,719431.6133956909,740186.0951156616,88373.0,88373.0,0.5440760239567234,0.5440760239567234,0.8782124186959117,0.8782124186959117,0.1155523606059547,0.0,796960.0,448675.0,448675.0,25600.0,1907.0,1907.0,5600.0,0.0,0.0,0.0,0.0,0.025335060693323613,0.10671005602782072,0.0,0.5629830857257578,0.0744921875,0.0,608000.0,293981.0,0.0,293981.0,0.0,3009430.5205025673,4096000.0,27732983.21606534,404579767.6860962,3009430.5205025673,3819014.235671997,112208.0,112208.0,0.48352138157894736,0.48352138157894736,0.734724248169572,0.734724248169572,0.26181601844905633,0.0,448000.0,230625.0,230625.0,128000.0,60039.0,60039.0,32000.0,3317.0,3317.0,0.0,0.0,0.19765227421128656,0.18455263157894736,0.0,0.5147879464285714,0.4690546875,0.10365625,"[0.744343892332472, 0.7632357810110423, 0.773340768389171]","[0.21707588405734818, 0.2320744714786122, 0.23927399252473353]","[0.4952722222222222, 0.5054827008928572, 0.5421108796296296]","[0.869901818378518, 0.8804971812292934, 0.8849077652525156]","[0.10663331218473221, 0.11134683007802634, 0.125835567566011]","[0.5020385360763268, 0.5304263565891473, 0.5844579326923077]","[0.719659531799698, 0.739121819588511, 0.7531280459878036]","[0.2412877065962968, 0.26158742981162897, 0.27089852972923895]","[0.47043640350877197, 0.4805372807017544, 0.49213201754385966]"
full_centered_s50,niah_multivalue,0.5,10,0.95,1.0,-0.050000000000000044,"[-0.15, 0.0]",499,909,0.5489548954895489,0.3,0.95,1,0,2350400.0,997434.0,0.0,997434.0,0.0,6141061.163846254,7987200.0,42407866.81845146,829892293.74469,6141061.163846254,7457375.123577118,342358.0,342358.0,0.42436776718856367,0.42436776718856367,0.7688628260023856,0.7688628260023856,0.22605407886992623,0.0,2038400.0,894396.0,894396.0,249600.0,95740.0,95740.0,62400.0,7298.0,7298.0,0.0,0.0,0.16480292965380403,0.14565946221919673,0.0,0.43877354788069073,0.383573717948718,0.11695512820512821,1362400.0,533482.0,0.0,533482.0,0.0,1195216.150604248,1331200.0,1910540.0018775798,209138592.8852539,1195216.150604248,1230106.5485229492,153493.0,153493.0,0.39157516147974164,0.39157516147974164,0.8978486708265084,0.8978486708265084,0.0955786686377901,0.0,1310400.0,524964.0,524964.0,41600.0,8512.0,8512.0,10400.0,6.0,6.0,0.0,0.0,0.026209734013447394,0.11266368173810921,0.0,0.4006135531135531,0.20461538461538462,0.000576923076923077,988000.0,463952.0,0.0,463952.0,0.0,4945845.013242006,6656000.0,40497326.81657387,620753700.859436,4945845.013242006,6227268.575054169,188865.0,188865.0,0.46958704453441297,0.46958704453441297,0.743065657037561,0.743065657037561,0.2554191878865647,0.0,728000.0,369432.0,369432.0,208000.0,87228.0,87228.0,52000.0,7292.0,7292.0,0.0,0.0,0.19252156878187537,0.1911589068825911,0.0,0.5074615384615384,0.41936538461538464,0.14023076923076924,"[0.7469938385466036, 0.7622769445180893, 0.7855894936929357]","[0.21755462841683576, 0.22669948245204385, 0.23624245313605052]","[0.3891800331858407, 0.4445888643067847, 0.4846050884955752]","[0.871632275223732, 0.8865421018625299, 0.9133125289420908]","[0.08348681116308024, 0.10027343271818366, 0.11775755110105722]","[0.3260060830152672, 0.41493320610687023, 0.48074809160305343]","[0.7187370168825147, 0.7392283695862862, 0.7612676223796708]","[0.2460428652198341, 0.25608853726422065, 0.2687957538319259]","[0.450991759702286, 0.4802456140350877, 0.49091842105263156]"
full_centered_s50,niah_multiquery,0.5,10,1.0,1.0,0.0,"[0.0, 0.0]",853,1078,0.7912801484230055,0.6,1.0,0,0,1572640.0,726779.0,0.0,726779.0,0.0,4224255.123942375,5529600.0,34930315.30267287,579138620.3712158,4224255.123942375,5127907.824550629,237109.0,237109.0,0.462139459761929,0.462139459761929,0.7639350267546251,0.7639350267546251,0.2455896099346463,0.0,1356640.0,659598.0,659598.0,172800.0,63815.0,63815.0,43200.0,3366.0,3366.0,0.0,0.0,0.16342098896995325,0.1507713144775664,0.0,0.4861997287415969,0.36929976851851853,0.07791666666666666,888640.0,398752.0,0.0,398752.0,0.0,830498.8505020142,921600.0,1361296.8339528828,153123887.3984375,830498.8505020142,853123.4044952393,105440.0,105440.0,0.4487216420597767,0.4487216420597767,0.9011489263259702,0.9011489263259702,0.09428767877315787,0.0,852640.0,396254.0,396254.0,28800.0,2497.0,2497.0,7200.0,1.0,1.0,0.0,0.0,0.024549212232232095,0.11865322290241267,0.0,0.4647377556764871,0.08670138888888888,0.0001388888888888889,684000.0,328027.0,0.0,328027.0,0.0,3393756.273440361,4608000.0,33569018.46871999,426014732.9727783,3393756.273440361,4274784.420055389,131669.0,131669.0,0.47957163742690057,0.47957163742690057,0.7364922468403561,0.7364922468403561,0.2807094363568205,0.0,504000.0,263344.0,263344.0,144000.0,61318.0,61318.0,36000.0,3365.0,3365.0,0.0,0.0,0.1911953443174975,0.19249853801169592,0.0,0.5225079365079365,0.4258194444444444,0.09347222222222222,"[0.7471370649646657, 0.7669664299105838, 0.7809366905993859]","[0.2317140436890468, 0.24337657866092105, 0.2643692794421341]","[0.4414467121293993, 0.4564453125, 0.48724091085192284]","[0.8914067089029899, 0.902744497358799, 0.9051965179871768]","[0.08966793063539046, 0.09221493738627093, 0.10172386193442434]","[0.4175824908523122, 0.4358923037190082, 0.49669022181203853]","[0.7161330799171701, 0.7398503010987769, 0.7587525481804429]","[0.26392111970329024, 0.27870127613246376, 0.30343006282376134]","[0.47276776315789476, 0.4764720394736842, 0.49087631578947366]"
full_centered_s50,vt,0.5,10,0.4,0.0,0.4,"[0.1, 0.7]",196,300,0.6533333333333333,0.6,,6,0,1561760.0,941897.0,0.0,941897.0,0.0,4209884.784006596,5283840.0,23315488.44603123,600658943.7297363,4209884.784006596,4927618.59078598,166100.0,166100.0,0.6030997080217191,0.6030997080217191,0.7967472111204343,0.7967472111204343,0.1970190792163913,0.0,1355360.0,871214.0,871214.0,165120.0,67817.0,67817.0,41280.0,2866.0,2866.0,0.0,0.0,0.13583564354321565,0.10635436942936174,0.0,0.6427915830480463,0.41071342054263565,0.06942829457364341,908160.0,603590.0,0.0,603590.0,0.0,802679.6207580566,880640.0,1735429.1116569769,155439221.88867188,802679.6207580566,814202.0970077515,47413.0,47413.0,0.6646295806906272,0.6646295806906272,0.9114730431936507,0.9114730431936507,0.10566304752771995,0.0,873760.0,601287.0,601287.0,27520.0,2303.0,2303.0,6880.0,0.0,0.0,0.0,0.0,0.013084207223944886,0.052207760747004936,0.0,0.6881603644021241,0.08368459302325582,0.0,653600.0,338307.0,0.0,338307.0,0.0,3407205.163248539,4403200.0,21580059.334374253,445219721.84106445,3407205.163248539,4113416.4937782288,118687.0,118687.0,0.5176055691554468,0.5176055691554468,0.7738020447057911,0.7738020447057911,0.22016035672042206,0.0,481600.0,269927.0,269927.0,137600.0,65514.0,65514.0,34400.0,2866.0,2866.0,0.0,0.0,0.1603859308070698,0.18158965728274173,0.0,0.5604796511627907,0.47611918604651166,0.08331395348837209,"[0.7793660030052222, 0.8008826127279705, 0.8204611596134491]","[0.1816256685324583, 0.1970038849010629, 0.21116906574129118]","[0.590443281938326, 0.6021441354625551, 0.6159388766519823]","[0.9048741991892457, 0.9111166962888092, 0.9169839638825505]","[0.10062805054508564, 0.10644502806522896, 0.11185754272266422]","[0.6487685448232323, 0.6625769412878788, 0.6792784090909091]","[0.753261551160831, 0.7775424319808371, 0.802544323979877]","[0.20066276987134582, 0.22148228835181533, 0.23715837417989763]","[0.49339342105263156, 0.5187417763157895, 0.5486131578947369]"
full_centered_s50,cwe,0.5,10,1.0,1.0,0.0,"[0.0, 0.0]",484,631,0.7670364500792393,0.0,1.0,0,0,3596000.0,1630582.0,0.0,1630582.0,0.0,9222883.702764988,12288000.0,68471037.28350075,1303982942.1923828,9222883.702764988,11257751.927467346,525471.0,525471.0,0.4534432703003337,0.4534432703003337,0.7505601971651195,0.7505601971651195,0.22914875311478905,0.0,3116000.0,1458427.0,1458427.0,384000.0,161130.0,161130.0,96000.0,11025.0,11025.0,0.0,0.0,0.16559800005715805,0.1461265294771969,0.0,0.46804460847240054,0.419609375,0.11484375,2076000.0,883296.0,0.0,883296.0,0.0,1796969.356716156,2048000.0,4621399.72085543,335077700.07958984,1796969.356716156,1846437.2186393738,224665.0,224665.0,0.42547976878612714,0.42547976878612714,0.8774264437090605,0.8774264437090605,0.11743944872938561,0.0,1996000.0,877675.0,877675.0,64000.0,5621.0,5621.0,16000.0,0.0,0.0,0.0,0.0,0.02415422945469618,0.10822013487475915,0.0,0.43971693386773547,0.087828125,0.0,1520000.0,747286.0,0.0,747286.0,0.0,7425914.346048832,10240000.0,63849637.56264531,968905242.112793,7425914.346048832,9411314.708827972,300806.0,300806.0,0.4916355263157895,0.4916355263157895,0.7251869478563312,0.7251869478563312,0.25670750480261617,0.0,1120000.0,580752.0,580752.0,320000.0,155509.0,155509.0,80000.0,11025.0,11025.0,0.0,0.0,0.19388675417765044,0.1978986842105263,0.0,0.5185285714285714,0.485965625,0.1378125,"[0.7376961988924304, 0.751809480872518, 0.760705669758628]","[0.21714539147092296, 0.2303667877305513, 0.23885375984025306]","[0.4428745587384259, 0.4511143378226712, 0.4656048440402054]","[0.871212410055101, 0.8786027308722788, 0.881273774279592]","[0.11517913866621979, 0.11673852983328986, 0.12167563112247409]","[0.41264403200159017, 0.4234246798492649, 0.44677609365825016]","[0.7091041473239195, 0.7265248475473308, 0.7367249601272168]","[0.24285891944496485, 0.25810807439559613, 0.2679650529782484]","[0.4848534688995216, 0.4900767543859649, 0.5017677631578947]"
