batch_size,block_size,scheduler,mean_latency_ms,p50_latency_ms,p95_latency_ms,throughput_tokens_per_s,straggler_ratio,batch_waste_ratio,block_internal_waste_ratio,mean_steps_needed
16,16,real_llada_confidence_cutoff,21083.754,21083.754,21083.754,12.142,1.000,5.721,1.222,3.938
